HS;Descripción HS;ID_ADR;CADENA_PRODUCTIVA_ADR;ENA;ACTIVOSPRODUCTIVO;ASISTENCIATECNICA;ADT
100890;Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...;012514;CENTENO;;;;CEREALES
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012439;SAGU;;;;SAGÚ
120100;Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas;012601;SOYA;SOYA;;;
120100;Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas;012601;SOYA;;;;SOJA
120100;Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas;012601;SOYA;;;;SOYA
120210;Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...;012602;MANI;MANI;;;
120210;Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...;012602;MANI;;;;MANÍ
120600;Semilla de girasol, incluso quebrantada;012603;GIRASOL;GIRASOL;;;
120600;Semilla de girasol, incluso quebrantada;012603;GIRASOL;;;;GIRASOL
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012604;AGUAJE;AGUAJE;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;013001;ALGODON;ALGODON;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;013002;CAUCHO;CAUCHO;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012605;COROZO;COROZO;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012606;PALMA DE ACEITE;PALMA DE ACEITE;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012607;SACHA INCHI;SACHA INCHI;;;
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;013001;ALGODON;;;;ALGODÓN
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012606;PALMA DE ACEITE;;;;PALMA
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012606;PALMA DE ACEITE;;;;PALMA AFRICANA
120720;Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón;012606;PALMA DE ACEITE;;;;PALMA DE ACEITE
120730;Semilla de ricino;012608;HIGUERILLA;HIGUERILLA;;;
120740;"Semilla de sésamo ""ajonjolí"", incl. quebrantada";012609;AJONJOLI;AJONJOLI;;;
120740;"Semilla de sésamo ""ajonjolí"", incl. quebrantada";012609;AJONJOLI;;;;AJONJOLÍ
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012701;CAÑA AZUCARERA;CAÑA AZUCARERA;;;
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012702;CAÑA FLECHA;CAÑA FLECHA;;;
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012703;CAÑA MIEL;CAÑA MIEL;;;
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012704;CAÑA PANELERA;CAÑA PANELERA;;;
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012701;CAÑA AZUCARERA;;;;CAÑA
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012701;CAÑA AZUCARERA;;;;CAÑA AHUYAMA
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012701;CAÑA AZUCARERA;;;;CAÑA DE AZÚCAR
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012702;CAÑA FLECHA;;;;CAÑA FLECHA
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012704;CAÑA PANELERA;;;;CAÑA PANELERA
121220;Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...;012701;CAÑA AZUCARERA;;;;CAÑAS
121292;"Algarrobas ""algarrobo"", frescas, refrigeradas, congeladas o secas, incluso pulverizadas";012237;ALGARROBO;ALGARROBO;;;
121293;Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada;012705;STEVIA;STEVIA;;;
121490;Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...;011219;ALFALFA;ALFALFA;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012802;ESPARTO;ESPARTO;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012803;ESTROPAJO;ESTROPAJO;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012804;FIQUE;FIQUE;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012805;IRACA;IRACA;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012806;JATROPHA;JATROPHA;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012807;MIMBRE;MIMBRE;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012808;PALMA AMARGA;PALMA AMARGA;;;
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012803;ESTROPAJO;;;;ESTROPAJO
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012804;FIQUE;;;;FIQUE
140190;Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...;012807;MIMBRE;;;;MIMBRE
180310;Pasta de cacao, sin desgrasar;012901;CACAO;CACAO;;;
180310;Pasta de cacao, sin desgrasar;012901;CACAO;;;CACAO;
180310;Pasta de cacao, sin desgrasar;012901;CACAO;;;;CACAO
200891;Palmitos, preparados o conservados, incl. con adición de azúcar u otro edulcorante o alcohol ...;012440;PALMITO;PALMITO;;;
240110;Tabaco, sin desvenar o desnervar;012301;TABACO NEGRO;TABACO NEGRO;;;
240110;Tabaco, sin desvenar o desnervar;012302;TABACO RUBIO;TABACO RUBIO;;;
240110;Tabaco, sin desvenar o desnervar;012302;TABACO RUBIO;;;;TABACO
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012434;RUDA;RUBA;;;
091010;Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre;012434;RUDA;RUDA;;;
8436;Máquinas y aparatos, n.c.o.p., para la agricultura, horticultura, silvicultura, avicultura ...;08;MAQUINARIA;;Maquinaria;;
AGRICOLA;;01;AGRICOLA;;Agricola;;
AGRO-INDUSTRIA;;04;AGRO-INDUSTRIA;;Agro-Industrial;;
AGROPECUARIO;;03;AGROPECUARIO;;Agropecuario;;
COMERCIALIZACION;;09;COMERCIALIZACION;;Comercialización;;
INFRAESTRUCTURA;;07;INFRAESTRUCTURA;;Infraestructura;;
AGRICOLA;;01;AGRICOLA;;Productivo-Cultivo;;
INFRAESTRUCTURA;;07;INFRAESTRUCTURA;;Productivo-establecimiento área;;
AGRICOLA;;01;AGRICOLA;;Productivo-mejoramiento cultivo;;
AGROFORESTAL;;05;AGROFORESTAL;;;;
