DEPARTAMENTO,MUNICIPIO,Total beneficiarios,Valor cofinanciación,Valor Contrapartida,YEAR,CP,CICLO_CULTIVO,RENDIMIENTO,PRODUCTIVIDAD
CAUCA,LA SIERRA,64,193887608,55005000,2014,PLATANO,PERMANENTE,4.0,0.8163265306122449
CAUCA,EL TAMBO,44,135519950,110474000,2014,LULO,PERMANENTE,12.0,0.8108108108108109
CAUCA,EL TAMBO,56,206976000,148792000,2014,LULO,PERMANENTE,12.0,0.8108108108108109
CAUCA,EL TAMBO,108,399168000,95250000,2014,LULO,PERMANENTE,12.0,0.8108108108108109
CAUCA,CALDONO,52,159890250,91962000,2014,TOMATE,TRANSITORIO,102.22,1.0
CAUCA,CAJIBIO,96,354816000,268495920,2014,FRIJOL,TRANSITORIO,2.0,0.5
CAUCA,CAJIBIO,56,206976000,187637560,2014,FRIJOL,TRANSITORIO,2.0,0.5
CAUCA,BUENOS AIRES,36,110880000,30080197,2014,PLATANO,PERMANENTE,10.0,0.23391812865497075
CAUCA,BUENOS AIRES,68,209440000,114972530,2014,PLATANO,PERMANENTE,10.0,0.23391812865497075
CAUCA,BUENOS AIRES,32,98560000,108848000,2014,PLATANO,PERMANENTE,10.0,0.23391812865497075
CASANARE,YOPAL,24,88658800,29724480,2014,MARACUYA,PERMANENTE,13.0,0.9444444444444444
CASANARE,TAMARA,24,88702360,33632817,2014,TOMATE,TRANSITORIO,18.0,1.0
CASANARE,TAMARA,196,603679500,378304271,2014,TOMATE,TRANSITORIO,18.0,1.0
CASANARE,NUNCHIA,28,86240000,33380471,2014,PLATANO,PERMANENTE,12.0,0.6666666666666666
CASANARE,CHAMEZA,76,280878900,98239500,2014,LULO,PERMANENTE,10.0,0.425531914893617
CAQUETA,MORELIA,24,88692000,53805000,2014,CHONTADURO,PERMANENTE,2.0,0.5
CAQUETA,MILAN,52,160109500,132750000,2014,YUCA,ANUAL,8.0,1.0
CAQUETA,CURILLO,64,196740000,110900000,2014,YUCA,ANUAL,5.25,0.11304347826086956
CALDAS,SAN JOSE,52,160160000,92129375,2014,AGUACATE,PERMANENTE,8.0,0.675
CALDAS,SAN JOSE,44,135485117,91686375,2014,AGUACATE,PERMANENTE,8.0,0.675
CALDAS,SALAMINA,20,73913430,43840625,2014,LULO,PERMANENTE,18.0,0.7142857142857143
CALDAS,PENSILVANIA,40,147840000,86856250,2014,PAPA,TRANSITORIO,9.6,0.9285714285714286
CALDAS,PENSILVANIA,76,280896000,165026875,2014,PAPA,TRANSITORIO,9.6,0.9285714285714286
CALDAS,PENSILVANIA,64,236544000,124350000,2014,PAPA,TRANSITORIO,9.6,0.9285714285714286
CALDAS,PENSILVANIA,52,192020075,113660625,2014,PAPA,TRANSITORIO,9.6,0.9285714285714286
CALDAS,LA MERCED,64,197111132,139890000,2014,TOMATE,TRANSITORIO,50.0,1.0
CALDAS,FILADELFIA,12,36732587,26229375,2014,CAÑA PANELERA,PERMANENTE,4.5,0.8857142857142857
CALDAS,FILADELFIA,36,110292575,74395125,2014,CAÑA PANELERA,PERMANENTE,4.5,0.8857142857142857
CALDAS,CHINCHINA,8,24514017,17486250,2014,PLATANO,PERMANENTE,12.0,1.0
CALDAS,CHINCHINA,32,98553166,69945000,2014,PLATANO,PERMANENTE,12.0,1.0
CALDAS,CHINCHINA,16,49245083,34972500,2014,PLATANO,PERMANENTE,12.0,1.0
BOYACA,TUNUNGUA,60,184459500,102731250,2014,NARANJA,PERMANENTE,12.0,0.5909090909090909
BOYACA,PAYA,160,492346400,162120000,2014,ARRACACHA,ANUAL,5.0,1.0
BOYACA,PAEZ,176,650493000,153125000,2014,PITAHAYA,PERMANENTE,10.0,1.0
BOLIVAR,SAN JACINTO,84,310456149,123959750,2014,ÑAME,ANUAL,7.0,0.3157894736842105
BOLIVAR,SAN JACINTO,28,102905375,46396000,2014,ÑAME,ANUAL,7.0,0.3157894736842105
BOLIVAR,SAN JACINTO,44,162604175,115640000,2014,ÑAME,ANUAL,7.0,0.3157894736842105
BOLIVAR,SAN JACINTO,0,0,0,2014,ÑAME,ANUAL,7.0,0.3157894736842105
BOLIVAR,EL CARMEN DE BOLIVAR,56,206973999,112364000,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,40,147840000,26889500,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,44,162623999,62548200,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,104,384383999,193062000,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,108,399108905,186574750,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,56,206695525,43553500,2014,YUCA,ANUAL,10.0,0.84
BOLIVAR,EL CARMEN DE BOLIVAR,116,428735565,221871875,2014,YUCA,ANUAL,10.0,0.84
ATLANTICO,SABANALARGA,36,110880000,53438000,2014,PAPAYA,PERMANENTE,30.0,1.0
ATLANTICO,POLONUEVO,0,147840000,79660000,2014,NARANJA,PERMANENTE,14.0,1.0
ATLANTICO,PIOJO,124,458303988,235860000,2014,MAMEY,PERMANENTE,6.0,1.0
ATLANTICO,CANDELARIA,92,283356250,171048000,2014,YUCA,ANUAL,6.9,0.625
ATLANTICO,BARANOA,124,44352000,36534800,2014,LIMON,PERMANENTE,12.0,1.0
ARAUCA,TAME,24,88651000,38185000,2014,MARACUYA,PERMANENTE,18.0,0.7
ARAUCA,TAME,28,103438100,45640000,2014,MARACUYA,PERMANENTE,18.0,0.7
ARAUCA,TAME,36,110836550,48905500,2014,MARACUYA,PERMANENTE,18.0,0.7
ARAUCA,TAME,24,88703995,64920000,2014,MARACUYA,PERMANENTE,18.0,0.7
ARAUCA,SARAVENA,36,110879995,66277500,2014,AGUACATE,PERMANENTE,20.0,0.5405405405405406
ARAUCA,FORTUL,20,61590000,35100000,2014,PIÑA,PERMANENTE,15.0,0.7931034482758621
ARAUCA,ARAUQUITA,48,147831150,74295000,2014,MARACUYA,PERMANENTE,18.0,0.7333333333333333
ARAUCA,ARAUQUITA,24,73919972,45190200,2014,MARACUYA,PERMANENTE,18.0,0.7333333333333333
ARAUCA,ARAUCA,32,98559800,65640000,2014,YUCA,ANUAL,20.0,0.8736842105263158
ARAUCA,ARAUCA,24,73919996,49410000,2014,YUCA,ANUAL,20.0,0.8736842105263158
ARAUCA,ARAUCA,8,0,0,2014,YUCA,ANUAL,20.0,0.8736842105263158
ARAUCA,ARAUCA,12,44352000,24300000,2014,YUCA,ANUAL,20.0,0.8736842105263158
ANTIOQUIA,TURBO,144,532186800,173204000,2014,BANANITO,PERMANENTE,17.0,1.0
ANTIOQUIA,SAN VICENTE,112,344960000,138600000,2014,FRESA,PERMANENTE,35.0,1.0
ANTIOQUIA,SAN VICENTE,108,332640000,142675714,2014,FRESA,PERMANENTE,35.0,1.0
ANTIOQUIA,NARIÑO,0,0,0,2014,CAFE,PERMANENTE,1.08,0.8592964824120602
ANTIOQUIA,NARIÑO,0,0,0,2014,CAFE,PERMANENTE,1.08,0.8592964824120602
ANTIOQUIA,CAREPA,44,162623175,124795000,2014,PLATANO,PERMANENTE,9.23,0.9121095285567377
AMAZONAS,PUERTO NARIÑO,32,98560000,22060400,2014,ASAI,PERMANENTE,5.4,0.8823529411764706
AMAZONAS,PUERTO NARIÑO,24,73920000,31050000,2014,ASAI,PERMANENTE,5.4,0.8823529411764706
AMAZONAS,PUERTO NARIÑO,24,73920000,31050000,2014,ASAI,PERMANENTE,5.4,0.8823529411764706
AMAZONAS,LETICIA,16,0,0,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
AMAZONAS,LETICIA,36,110856800,30062500,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
AMAZONAS,LETICIA,44,135503580,35079500,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
AMAZONAS,LETICIA,8,29564387,5791785,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
AMAZONAS,LETICIA,40,123196760,33974190,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
AMAZONAS,LETICIA,8,24639935,5717877,2014,AGUAJE,PERMANENTE,5.9,0.631578947368421
VALLE DEL CAUCA,TULUA,20,58946000,11650000,2013,CAÑA AZUCARERA,PERMANENTE,113.42,0.7998924152770307
VALLE DEL CAUCA,TULUA,8,23577000,7950000,2013,CAÑA AZUCARERA,PERMANENTE,113.42,0.7998924152770307
VALLE DEL CAUCA,TULUA,0,59347000,14725000,2013,CAÑA AZUCARERA,PERMANENTE,113.42,0.7998924152770307
VALLE DEL CAUCA,TULUA,24,67741000,11325000,2013,CAÑA AZUCARERA,PERMANENTE,113.42,0.7998924152770307
VALLE DEL CAUCA,TULUA,0,281304000,204651000,2013,CAÑA AZUCARERA,PERMANENTE,113.42,0.7998924152770307
VALLE DEL CAUCA,TRUJILLO,0,175878000,69522500,2013,PAPAYA,PERMANENTE,110.0,0.9009661835748792
VALLE DEL CAUCA,TRUJILLO,16,56291900,33237800,2013,PAPAYA,PERMANENTE,110.0,0.9009661835748792
VALLE DEL CAUCA,TRUJILLO,4,14078663,8969837,2013,PAPAYA,PERMANENTE,110.0,0.9009661835748792
VALLE DEL CAUCA,TRUJILLO,0,0,0,2013,PAPAYA,PERMANENTE,110.0,0.9009661835748792
VALLE DEL CAUCA,ROLDANILLO,20,58544841,39242000,2013,MELON,TRANSITORIO,35.0,1.0
VALLE DEL CAUCA,ROLDANILLO,16,39463300,34738200,2013,MELON,TRANSITORIO,35.0,1.0
VALLE DEL CAUCA,LA UNION,16,0,0,2013,CAÑA AZUCARERA,PERMANENTE,113.41,0.76657824933687
VALLE DEL CAUCA,GINEBRA,48,141457000,69149000,2013,PAPAYA,PERMANENTE,30.0,0.8333333333333334
VALLE DEL CAUCA,EL DOVIO,0,0,0,2013,LULO,PERMANENTE,25.0,0.7222222222222222
VALLE DEL CAUCA,EL AGUILA,16,52191600,21382900,2013,TOMATE DE ARBOL,PERMANENTE,12.0,0.75
VALLE DEL CAUCA,BUGALAGRANDE,12,39903000,28316163,2013,MARACUYA,PERMANENTE,14.0,0.8
VALLE DEL CAUCA,BUENAVENTURA,0,495180000,151400000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,68,240516000,128520000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,116,410292000,219240000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,84,297108000,115416000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,104,367580200,196560000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,84,297108000,105840000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,92,325404000,173880000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,BUENAVENTURA,28,99035900,52920000,2013,COCO,PERMANENTE,12.0,1.0
VALLE DEL CAUCA,ARGELIA,140,320697000,231120000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,40,117900000,98190000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,12,34877800,23773000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,12,35304500,30081000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,28,82530000,61582500,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,48,141480000,106290000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,0,58950000,12320000,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ARGELIA,28,84321404,37745475,2013,TOMATE,TRANSITORIO,15.0,1.0
VALLE DEL CAUCA,ANSERMANUEVO,24,84887500,92898000,2013,BANANO,PERMANENTE,15.0,0.8333333333333334
VALLE DEL CAUCA,ANSERMANUEVO,108,318053600,214760000,2013,BANANO,PERMANENTE,15.0,0.8333333333333334
TOLIMA,VILLAHERMOSA,96,282740160,184848000,2013,CAÑA PANELERA,PERMANENTE,5.6,0.8309859154929577
TOLIMA,VENADILLO,20,58879200,39075000,2013,AGUACATE,PERMANENTE,12.0,0.4878048780487805
TOLIMA,SANTA ISABEL,144,424117440,232632000,2013,MORA,PERMANENTE,12.0,0.423728813559322
TOLIMA,SANTA ISABEL,32,0,55200000,2013,MORA,PERMANENTE,12.0,0.423728813559322
TOLIMA,PALOCABILDO,0,0,0,2013,FRIJOL,TRANSITORIO,2.0,0.9375
TOLIMA,MURILLO,20,50570450,24484813,2013,TOMATE DE ARBOL,PERMANENTE,5.0,1.0
TOLIMA,LIBANO,4,14141750,10375000,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,36,136302150,110915588,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,16,42935000,39444250,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,24,63967750,35654438,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,28,81077000,53656000,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,80,232481750,130732938,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LIBANO,32,90997830,58097313,2013,MAIZ,TRANSITORIO,2.0,0.8775
TOLIMA,LERIDA,32,94320000,62208000,2013,ARROZ,TRANSITORIO,7.050000000000001,1.0
TOLIMA,LERIDA,52,152675575,103467000,2013,ARROZ,TRANSITORIO,7.050000000000001,1.0
TOLIMA,IBAGUE,20,70519140,25542000,2013,TOMATE DE ARBOL,PERMANENTE,20.0,0.95
TOLIMA,IBAGUE,48,169426100,54750000,2013,TOMATE DE ARBOL,PERMANENTE,20.0,0.95
TOLIMA,IBAGUE,84,210469000,120977719,2013,TOMATE DE ARBOL,PERMANENTE,20.0,0.95
TOLIMA,HERVEO,60,195120600,111256000,2013,PLATANO,PERMANENTE,14.08,0.8504504504504504
TOLIMA,FRESNO,52,152793420,127835000,2013,YUCA,ANUAL,15.0,1.0
TOLIMA,FRESNO,120,352830000,327600000,2013,YUCA,ANUAL,15.0,1.0
TOLIMA,FRESNO,80,235750000,159800000,2013,YUCA,ANUAL,15.0,1.0
TOLIMA,AMBALEMA,32,111478400,51232000,2013,MAIZ,TRANSITORIO,3.5,0.9428571428571428
TOLIMA,AMBALEMA,20,86674000,27650000,2013,MAIZ,TRANSITORIO,3.5,0.9428571428571428
TOLIMA,ALVARADO,20,62836000,28817000,2013,CAÑA PANELERA,PERMANENTE,6.95,0.7208121827411168
SUCRE,OVEJAS,32,165050760,69346250,2013,PLATANO,PERMANENTE,6.5,0.8461538461538461
SUCRE,OVEJAS,28,99028235,29810430,2013,PLATANO,PERMANENTE,6.5,0.8461538461538461
SUCRE,MORROA,40,141479021,38940000,2013,YUCA,ANUAL,13.35,0.9138686131386862
SANTANDER,VELEZ,84,247582600,136893000,2013,GUAYABA,PERMANENTE,8.0,1.0
SANTANDER,SAN ANDRES,56,165059000,110101230,2013,CAÑA PANELERA,PERMANENTE,15.0,0.8511111111111112
SANTANDER,SABANA DE TORRES,40,141478560,136541440,2013,ARROZ,TRANSITORIO,5.1,1.0
SANTANDER,PUENTE NACIONAL,92,271141200,168439000,2013,LULO,PERMANENTE,20.0,0.71875
SANTANDER,MOLAGAVITA,16,47064500,31470875,2013,MORA,PERMANENTE,7.2,1.0
SANTANDER,MACARAVITA,24,70728000,49182000,2013,TOMATE,TRANSITORIO,15.0,1.0
SANTANDER,GUAVATA,92,271141900,163482000,2013,CAÑA PANELERA,PERMANENTE,10.0,0.813953488372093
SANTANDER,GALAN,72,212207725,87911730,2013,TOMATE,TRANSITORIO,4.5,1.0
SANTANDER,FLORIAN,132,389068100,244150500,2013,GULUPA,PERMANENTE,12.0,1.0
SANTANDER,CARCASI,128,377231920,305599920,2013,PAPA,TRANSITORIO,23.0,1.0
RISARALDA,PEREIRA,0,0,0,2013,PIÑA,PERMANENTE,80.0,0.8651685393258427
RISARALDA,DOS QUEBRADAS,0,0,0,2013,YUCA,ANUAL,17.0,1.0
QUINDIO,MONTENEGRO,32,113170695,88935000,2013,PIÑA,PERMANENTE,47.0,0.88
QUINDIO,LA TEBAIDA,0,0,0,2013,LULO,PERMANENTE,25.0,0.9166666666666666
PUTUMAYO,VILLAGARZON,28,0,0,2013,YUCA,ANUAL,6.8,0.765625
PUTUMAYO,ORITO,80,235268000,154000000,2013,PLATANO,PERMANENTE,8.14,0.9611111111111111
PUTUMAYO,ORITO,84,247281890,164437500,2013,PLATANO,PERMANENTE,8.14,0.9611111111111111
PUTUMAYO,MOCOA,64,226407000,25160000,2013,CHONTADURO,PERMANENTE,5.4,0.625
PUTUMAYO,MOCOA,76,268812000,54999000,2013,CHONTADURO,PERMANENTE,5.4,0.625
NORTE DE SANTANDER,GRAMALOTE,64,188621988,126511425,2013,HORTALIZAS VARIAS,TRANSITORIO,10.0,1.0
NORTE DE SANTANDER,GRAMALOTE,44,129690000,60665000,2013,HORTALIZAS VARIAS,TRANSITORIO,10.0,1.0
NARIÃ‘O,TUMACO,160,0,0,2013,PLATANO,PERMANENTE,10.0,1.0
NARIÃ‘O,TUMACO,200,566699117,378753000,2013,PLATANO,PERMANENTE,10.0,1.0
NARIÃ‘O,TUMACO,300,1060154973,528475000,2013,PLATANO,PERMANENTE,10.0,1.0
NARIÃ‘O,TUMACO,428,1513836000,1900774500,2013,PLATANO,PERMANENTE,10.0,1.0
NARIÃ‘O,TUMACO,520,1839240000,2151657817,2013,PLATANO,PERMANENTE,10.0,1.0
NARIÃ‘O,SAPUYES,68,48540000,21790000,2013,PAPA,TRANSITORIO,15.5,0.8875
NARIÃ‘O,PUPIALES,128,376663400,94800000,2013,HABA,TRANSITORIO,7.0,0.8
NARIÃ‘O,PUPIALES,104,48540000,21790000,2013,HABA,TRANSITORIO,7.0,0.8
NARIÃ‘O,POTOSI,176,392195000,136638234,2013,CEBOLLA DE RAMA,TRANSITORIO,12.0,1.0
NARIÃ‘O,LA UNION,56,153199167,38417000,2013,TOMATE,TRANSITORIO,40.0,1.0
NARIÃ‘O,LA FLORIDA,228,639034796,446813274,2013,LULO,PERMANENTE,5.5,1.0
NARIÃ‘O,GUALMATAN,96,48000000,487922769,2013,LECHUGA,TRANSITORIO,30.0,1.0
NARIÃ‘O,GUACHUCAL,112,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,88,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,80,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,92,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,100,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,148,375416600,145352000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,128,61666000,62538333,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,GUACHUCAL,112,61707000,61930000,2013,HABA,TRANSITORIO,9.0,0.95
NARIÃ‘O,EL TABLON,120,436208744,196334172,2013,YUCA,ANUAL,7.0,0.9142857142857143
NARIÃ‘O,EL ROSARIO,40,247588767,63878444,2013,PATILLA,TRANSITORIO,7.0,0.95
NARIÃ‘O,CUMBAL,72,67000000,78830000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,76,70400000,82760000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,80,71000000,78830000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,80,61707000,61930000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,80,61707000,61930000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,100,61707000,61930000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CUMBAL,72,61707762,78830000,2013,COLIFLOR,TRANSITORIO,18.0,1.0
NARIÃ‘O,CHACHAGUI,44,155619197,31355000,2013,FRESA,PERMANENTE,6.0,1.0
NARIÃ‘O,BUESACO,48,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8888888888888888
META,VILLAVICENCIO,28,99035472,23576333,2013,PIÑA,PERMANENTE,55.0,1.0
META,SAN JUAN DE ARAMA,128,452694342,129220600,2013,GUAYABA,PERMANENTE,20.0,0.9166666666666666
META,SAN JUAN DE ARAMA,40,141479468,24971133,2013,GUAYABA,PERMANENTE,20.0,0.9166666666666666
LA GUAJIRA,VILLANUEVA,24,70736980,29084667,2013,TOMATE DE ARBOL,PERMANENTE,8.0,0.782608695652174
LA GUAJIRA,VILLANUEVA,20,73030000,45862784,2013,TOMATE DE ARBOL,PERMANENTE,8.0,0.782608695652174
LA GUAJIRA,RIOHACHA,64,226364770,103074103,2013,ÑAME,ANUAL,10.0,0.9911504424778761
LA GUAJIRA,RIOHACHA,12,54164171,11777400,2013,ÑAME,ANUAL,10.0,0.9911504424778761
LA GUAJIRA,FONSECA,12,65043241,20504000,2013,TOMATE,TRANSITORIO,20.0,0.7083333333333333
LA GUAJIRA,DIBULLA,48,141341240,28376236,2013,MELON,TRANSITORIO,9.0,1.0
LA GUAJIRA,DIBULLA,92,356055258,194926053,2013,MELON,TRANSITORIO,9.0,1.0
LA GUAJIRA,DIBULLA,184,650601450,444415000,2013,MELON,TRANSITORIO,9.0,1.0
LA GUAJIRA,DIBULLA,16,89591000,66603333,2013,MELON,TRANSITORIO,9.0,1.0
LA GUAJIRA,DIBULLA,16,47160000,18849970,2013,MELON,TRANSITORIO,9.0,1.0
HUILA,TESALIA,160,471600000,68820000,2013,PAPAYA,PERMANENTE,13.0,1.0
HUILA,PAICOL,80,235600000,23980000,2013,GRANADILLA,PERMANENTE,9.0,0.8571428571428571
HUILA,LA PLATA,324,645685000,585200000,2013,GRANADILLA,PERMANENTE,15.0,1.0
GUAVIARE,SAN JOSE DEL GUAVIARE,52,153270000,127270000,2013,ARROZ,TRANSITORIO,4.5,0.9499466950959488
GUAVIARE,SAN JOSE DEL GUAVIARE,116,341601150,153845000,2013,ARROZ,TRANSITORIO,4.5,0.9499466950959488
GUAVIARE,EL RETORNO,28,99035998,22715000,2013,YUCA,ANUAL,5.2,0.8497191011235955
GUAVIARE,EL RETORNO,60,176850000,146850000,2013,YUCA,ANUAL,5.2,0.8497191011235955
GUAINIA,INIRIDA,160,601041249,195746000,2013,PLATANO,PERMANENTE,6.8,0.2782608695652174
GUAINIA,INIRIDA,96,433781600,156544000,2013,PLATANO,PERMANENTE,6.8,0.2782608695652174
GUAINIA,INIRIDA,20,66011950,21927800,2013,PLATANO,PERMANENTE,6.8,0.2782608695652174
GUAINIA,INIRIDA,16,47030950,14679000,2013,PLATANO,PERMANENTE,6.8,0.2782608695652174
CUNDINAMARCA,SILVANIA,48,169682466,225982802,2013,TOMATE DE ARBOL,PERMANENTE,18.0,0.7627118644067796
CUNDINAMARCA,PACHO,4,0,0,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,92,271170000,120389600,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,72,211830000,67755150,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,12,35087116,15611700,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,12,34916420,25790000,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,8,28056414,6690450,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,32,94245000,43206000,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,8,23580000,11638000,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,PACHO,16,47120000,35040000,2013,SABILA,PERMANENTE,40.0,0.8181818181818182
CUNDINAMARCA,GUADUAS,48,282911300,187978300,2013,TOMATE,TRANSITORIO,5.0,0.9666666666666667
CUNDINAMARCA,GUADUAS,24,155566334,110526000,2013,TOMATE,TRANSITORIO,5.0,0.9666666666666667
CUNDINAMARCA,GUADUAS,52,167410363,113174400,2013,TOMATE,TRANSITORIO,5.0,0.9666666666666667
CUNDINAMARCA,GUADUAS,36,233304527,155755392,2013,TOMATE,TRANSITORIO,5.0,0.9666666666666667
CUNDINAMARCA,GUADUAS,44,157950971,135177000,2013,TOMATE,TRANSITORIO,5.0,0.9666666666666667
CUNDINAMARCA,CHAGUANI,24,143786759,96716159,2013,YUCA,ANUAL,6.0,0.42857142857142855
CORDOBA,VALENCIA,32,113183993,30212000,2013,ÑAME,ANUAL,8.0,0.74
CORDOBA,MONTELIBANO,92,325356945,41358000,2013,PATILLA,TRANSITORIO,8.0,0.8
CHOCO,RIOSUCIO,564,1884038150,1082175000,2013,PIÑA,PERMANENTE,15.0,0.8888888888888888
CHOCO,RIOSUCIO,376,822042995,586279746,2013,PIÑA,PERMANENTE,15.0,0.8888888888888888
CHOCO,NUQUI,72,301434000,137632000,2013,COCO,PERMANENTE,14.0,0.916030534351145
CHOCO,LLORO,84,516402000,416638000,2013,PIÑA,PERMANENTE,20.0,0.8333333333333334
CHOCO,BAHIA SOLANO,92,299172500,194100000,2013,PIÑA,PERMANENTE,20.0,0.875
CHOCO,BAHIA SOLANO,96,551355000,297538500,2013,PIÑA,PERMANENTE,20.0,0.875
CHOCO,ACANDI,24,70645252,56101875,2013,AJI,TRANSITORIO,7.0,1.0
CHOCO,ACANDI,96,351290294,232510000,2013,AJI,TRANSITORIO,7.0,1.0
CHOCO,ACANDI,220,836606460,569096875,2013,AJI,TRANSITORIO,7.0,1.0
CHOCO,ACANDI,60,212206200,62100000,2013,AJI,TRANSITORIO,7.0,1.0
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,13748680,11766750,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,44442600,22947000,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,0,0,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,PUEBLO BELLO,0,39830600,33222000,2013,TOMATE DE ARBOL,PERMANENTE,7.0,0.8571428571428571
CESAR,EL COPEY,28,124815507,39134750,2013,LIMON,PERMANENTE,15.0,0.6153846153846154
CESAR,EL COPEY,20,70304045,17591000,2013,LIMON,PERMANENTE,15.0,0.6153846153846154
CESAR,CURUMANI,28,130795700,86071373,2013,AGUACATE,PERMANENTE,9.0,0.7964601769911505
CESAR,CHIMICHAGUA,0,0,0,2013,PATILLA,TRANSITORIO,12.0,1.0
CESAR,AGUSTIN CODAZZI,40,141471328,24012300,2013,MANGO,PERMANENTE,10.0,0.48717948717948717
CAUCA,TORIBIO,0,90000000,16200000,2013,LULO,PERMANENTE,16.0,1.0
