,Id_Usuario,Sexo,Tipo_Poblacional,Discapacidad,Departamento,Municipio,Vereda,Predio,Cadena_Productiva,C1A1,C2A1,C3A1,C4A1,C5A1,C6A1,C7A1,C8A1,C9A1,C10A1,NA1,C1A2,C2A2,C3A2,C4A2,C5A2,C6A2,C7A2,NA2,C1A3,C2A3,C3A3,C4A3,C5A3,NA3,C1A4,C2A4,C3A4,C4A4,NA4,C1A5,C2A5,C3A5,C4A5,NA5,CLAS_GRAL,CADENA_PRODUCTIVA_ADR,ID_ADR,Tipo de proyecto
7435,7436,F,NINGUNA,NO,NARIÑO,52233,SAN LUIS,SAN LUIS,PECUARIA,2,2,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,4.0,4.0,4,1.0,2.0,1.0,1.0,2,1,2.0,2.0,2.0,1.0,1,3.0,2.0,3.0,2.0,2,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
7494,7495,F,NINGUNA,NO,NARIÑO,52233,SAN LUIS,SAN LUIS,PECUARIA,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,4.0,4,2.0,2.0,1.0,1.0,2,1,2.0,2.0,1.0,2.0,1,2.0,1.0,1.0,2.0,1,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
7554,7555,F,NINGUNA,NO,NARIÑO,52233,CUMBITARA,PARCELA 1,PECUARIA,1,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,3.0,4,1.0,1.0,1.0,1.0,1,2,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
7564,7565,F,NINGUNA,NO,NARIÑO,52233,EL CAUCHO,LA CANCHA,PECUARIA,2,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,4.0,3.0,4,1.0,1.0,1.0,1.0,1,2,4.0,3.0,1.0,2.0,2,3.0,1.0,1.0,1.0,1,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
7568,7569,F,NINGUNA,NO,NARIÑO,52233,LA TOLA,LA TOLA,PECUARIA,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4.0,3.0,4,1.0,1.0,1.0,1.0,1,3,3.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
7575,7576,F,NINGUNA,NO,NARIÑO,52233,BELEN ALTO,SALIDA A LA SELDA,PECUARIA,2,2,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1,4.0,4.0,4,1.0,2.0,1.0,1.0,2,2,2.0,2.0,1.0,1.0,1,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,3.0,1,1,GANADERIA,201.0,Asistencia Tecnica
8343,8344,F,NINGUNA,NO,NARIÑO,52233,SAN ANTONIO,SAN ANTONIO,PECUARIA,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,4.0,4.0,4,1.0,2.0,1.0,1.0,2,1,2.0,2.0,2.0,2.0,1,3.0,1.0,1.0,2.0,1,2.0,1.0,1.0,3.0,1,1,GANADERIA,201.0,Asistencia Tecnica
8570,8571,F,NINGUNA,NO,NARIÑO,52233,SAN LUIS,LAS CRUCES,PECUARIA,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,4,2.0,2.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
8591,8592,F,NINGUNA,NO,NARIÑO,52233,CUMBITARA,LA LOMA,PECUARIA,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1,4.0,4.0,4,3.0,3.0,1.0,1.0,2,3,4.0,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
8600,8601,F,NINGUNA,NO,NARIÑO,52233,CUMBITARA,SAN BOSCO,PECUARIA,2,3,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2,4.0,3.0,4,3.0,3.0,1.0,1.0,2,2,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,2.0,1,1.0,2.0,1.0,3.0,1,1,GANADERIA,201.0,Asistencia Tecnica
8627,8628,F,NINGUNA,NO,NARIÑO,52233,CUMBITARA,EL LOTE,PECUARIA,1,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,4.0,4.0,4,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,3.0,2.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
8783,8784,F,NINGUNA,NO,NARIÑO,52233,LA TOLA,LA TOLA,PECUARIA,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,4.0,3.0,4,1.0,2.0,1.0,1.0,1,1,2.0,3.0,2.0,2.0,1,3.0,2.0,2.0,2.0,2,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
9376,9377,F,NINGUNA,NO,NARIÑO,52233,SAN LUIS,SAN PEDRO,PECUARIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,4.0,3.0,4,2.0,3.0,1.0,1.0,2,1,2.0,1.0,1.0,1.0,1,3.0,1.0,1.0,1.0,1,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
9842,9843,F,NINGUNA,NO,NARIÑO,52233,SAN PABLO,SAN PABLO,PECUARIA,1,2,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1,4.0,3.0,4,3.0,3.0,1.0,1.0,2,2,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,2.0,1,1.0,2.0,1.0,3.0,1,1,GANADERIA,201.0,Asistencia Tecnica
547,548,M,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,EL SENA,EL PLATANO,AGRICOLA,4,2,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2,2.0,1.0,2,1.0,2.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,1,1.0,1.0,2.0,2.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
549,550,M,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,NUEVA FLORIDA,EL HOSPITAL,AGRICOLA,4,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
874,875,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,NO HAY COMO DIOS,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
876,877,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,NO TE PASES,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
879,880,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,NO HAY COMO DIOS,AGRICOLA,4,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
903,904,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,SANTA ROSA,AGRICOLA,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
910,911,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,SANTA ROSA,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
954,955,F,NINGUNA,NO,BOLIVAR,13442,RETIRO NUEVO,PECHOCHO,AGRICOLA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
955,956,F,NINGUNA,NO,BOLIVAR,13442,RETIRO NUEVO,LA MANGA,AGRICOLA,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
956,957,F,NINGUNA,NO,BOLIVAR,13442,RETIRO NUEVO,LA ESPERANZA,AGRICOLA,4,4,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,4,4.0,2.0,4.0,2.0,3,2.0,1.0,1.0,4.0,1,4.0,4.0,4.0,4.0,4,1,AGRICOLA,1.0,Asistencia Tecnica
1075,1076,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,CASCO URBANO,LA MARGARITA,AGRICOLA,4,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1100,1101,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,SAN PABLO,LA LOMA,AGRICOLA,2,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,2.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1178,1179,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,EL RECREO,RECREO,AGRICOLA,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1179,1180,F,NINGUNA,NO,BOLIVAR,13442,PELA BOLSILLO,LOTE DE TERRENO,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1182,1183,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,SAN PABLO,LA INDEPENDENCIA ,AGRICOLA,4,4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,3,3.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1187,1188,F,NINGUNA,NO,BOLIVAR,13442,RETIRO NUEVO,LA ESPERANZA ,AGRICOLA,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1189,1190,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,PUERTO SANTANDER,LA PROVINCIA,AGRICOLA,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1190,1191,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,PLAYON,SAN MARTÍN,AGRICOLA,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1192,1193,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,MATUYA,LOTE DE TERRENO,AGRICOLA,4,4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,3,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1194,1195,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,MATUYA,EL PALMAR,AGRICOLA,4,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1195,1196,F,NINGUNA,NO,BOLIVAR,13442,SAN FRANCISCO,LOTE DE TERRENO,AGRICOLA,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1206,1207,F,NINGUNA,NO,BOLIVAR,13442,RETIRO NUEVO,LOTE DE TERRENO,AGRICOLA,4,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1565,1566,F,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,EL ARROYO,LOTE DE TERRENO,AGRICOLA,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1579,1580,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,SI PUDIERES,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1581,1582,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,BETHEL,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1708,1709,M,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,CAMARÓN,LOTE DE TERRENO,AGRICOLA,1,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1711,1712,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,NO HAY COMO DIOS,AGRICOLA,4,3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1767,1768,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,SAN RAMON,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1769,1770,M,NINGUNA,NO,BOLIVAR,13006,GALEGO MEDIO,SAN LUIS,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1770,1771,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,LA ILUSION,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1772,1773,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,LA ZORRA,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1773,1774,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,VILLA KATRY,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1774,1775,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,LA ZORRA,AGRICOLA,4,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
1775,1776,M,NINGUNA,NO,BOLIVAR,13006,BELLA LUZ,SANTA TEREZA,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2271,2272,M,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13442,MATUYA,LA PALMIRA,AGRICOLA,4,4,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2,4.0,4.0,4,2.0,2.0,1.0,1.0,2,3,2.0,1.0,2.0,2.0,1,2.0,2.0,1.0,1.0,1,3.0,3.0,3.0,3.0,3,2,AGRICOLA,1.0,Asistencia Tecnica
2322,2323,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,BELLA VISTA,AGRICOLA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2331,2332,M,NINGUNA,NO,BOLIVAR,13442,CALCETA,TOPO TOROPO,AGRICOLA,4,4,1.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,2,4.0,3.0,4,2.0,2.0,1.0,1.0,2,2,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1,2.0,3.0,3.0,3.0,2,2,AGRICOLA,1.0,Asistencia Tecnica
2332,2333,M,NINGUNA,NO,BOLIVAR,13442,MATUYA,EL PROGRESO,AGRICOLA,4,4,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2,4.0,2.0,4,2.0,2.0,1.0,1.0,2,3,3.0,3.0,3.0,2.0,2,2.0,2.0,2.0,1.0,1,3.0,3.0,3.0,3.0,3,2,AGRICOLA,1.0,Asistencia Tecnica
2373,2374,M,NINGUNA,NO,BOLIVAR,13006,OJO LARGO,OJO LARGO,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2610,2611,M,NINGUNA,NO,BOLIVAR,13006,EL GUAYABO,SAN JOAQUIN,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2617,2618,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,SANTA ROSA,AGRICOLA,3,3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2620,2621,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,VILLA LIA,AGRICOLA,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2624,2625,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO POZONA,NO HAY COMO DIOS,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2627,2628,M,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,AQUÍ SI,AGRICOLA,4,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2628,2629,M,NINGUNA,NO,BOLIVAR,13006,BELLA LUZ,SANTA TEREZA,AGRICOLA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,2.0,1.0,2.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2705,2706,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO, EL MILAGROSO,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2706,2707,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,NOMBRE DE DIOS,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2707,2708,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,LA ZORRA,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2710,2711,F,NINGUNA,NO,BOLIVAR,13006,CORONCO,VILLA DAYANA,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2714,2715,F,NINGUNA,NO,BOLIVAR,13006,PLAYA ALTA,SAN JOSE,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2717,2718,F,NINGUNA,NO,BOLIVAR,13006,GALLEGO MEDIO,CALIFORNIA,AGRICOLA,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
2718,2719,F,NINGUNA,NO,BOLIVAR,13006,PLAYA ALTA,VILLA LUZMILA,AGRICOLA,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,AGRICOLA,1.0,Asistencia Tecnica
