cadena_cultivo|mes_anio|promedio_exportaciones|promedio_exportaciones_superior|promedio_exportaciones_inferior|valor_real
ACHICORIA|201702|12.8493501599726|24.9331936820087|2.46785027794905|18
ACHICORIA|202103|28.3221139210221|40.822728388322|14.6922271947861|28.3221139210221
ACHICORIA|201810|7.39024476687664|20.0649436110992|2.46785027794905|5
ACHICORIA|201908|13.2588519040235|26.2400146584715|1.29133059025818|1
ACHICORIA|201807|18.3738210961739|31.4113905182157|5.06314484228079|39
ACHICORIA|201506|22.7725395000087|35.87221861452|9.11255311825263|11
ACHICORIA|202004|15.0307288632847|0.331130323688662|2.46785027794905|14
ACHICORIA|201704|13.0738878342646|25.5204334814217|0.310350640610123|17
ACHICORIA|201802|11.8711204084045|24.914810706391|2.46785027794905|16
ACHICORIA|201812|17.2895092104945|31.0525598903388|3.89933126936103|33
ACHICORIA|201910|4.54291368366479|17.1885726228785|2.46785027794905|2
ACHICORIA|201803|11.1652496004224|23.335933008515|2.46785027794905|21
ACHICORIA|201705|11.526773077575|24.6210792614701|2.46785027794905|25
ACHICORIA|201607|18.148893711258|31.4978955166093|4.73957396081436|30
ACHICORIA|201911|4.9245004181868|16.7467896768546|2.46785027794905|2
ACHICORIA|202105|16.6172683020811|29.5554929794063|4.08037367212175|16.6172683020811
ACHICORIA|201804|11.1110787662312|24.4744600802158|2.46785027794905|14
ACHICORIA|201510|14.9534601904431|28.0295421807694|2.72801114561874|6
ACHICORIA|201801|17.2164309255658|30.081612069141|4.07262577289352|24
ACHICORIA|201904|9.15075522128511|21.3307277581653|2.46785027794905|7
ACHICORIA|201805|8.25901257686941|20.5602468469811|2.46785027794905|8
ACHICORIA|201903|7.34454655243732|19.6204672622305|2.46785027794905|4
ACHICORIA|202001|45.1596432100102|58.048487081995|32.3425281655534|45.1596432100102
ACHICORIA|201806|15.1334298797057|28.6034201126522|2.15292010782243|6
ACHICORIA|201512|24.4590372958551|36.9674575946791|11.933469674525|19
ACHICORIA|201610|12.9913940792466|25.8673063088108|2.46785027794905|24
ACHICORIA|201907|18.4061967493622|31.7202413293511|5.51038025400078|10
ACHICORIA|202010|15.0307288632847|9.91586623931331|2.46785027794905|14
ACHICORIA|201906|12.3659142213902|25.5881841245944|0.418869008947246|3
ACHICORIA|201503|17.7482148391586|30.8567175687558|4.14688257297287|9
ACHICORIA|201612|23.7574889591583|36.7560300562763|10.0611798516554|27
ACHICORIA|201710|10.208243088598|21.6173892293594|2.46785027794905|13
ACHICORIA|201603|18.7624765008427|31.2648572075478|6.22741570891647|27
ACHICORIA|201602|20.3266830251925|33.2129442562179|7.58835653478391|17
ACHICORIA|201505|15.3976650741139|28.2511482250206|2.97115641928844|0
ACHICORIA|201811|7.60306496409055|20.4694743062729|2.46785027794905|7
ACHICORIA|201604|15.0307288632847|28.2253099607895|1.543660864|21
ACHICORIA|201711|10.2685237345659|22.7752251013044|2.46785027794905|11
ACHICORIA|201507|28.8137862645387|41.9387500436421|16.2003948786896|10
ACHICORIA|202008|129.621518124495|142.582524894039|117.143024123835|129.621518124495
ACHICORIA|201706|17.9289025004217|30.5087144140993|4.4136831736403|57
ACHICORIA|201703|14.9740916526672|27.4882297430407|1.5831063419239|9
ACHICORIA|201606|20.7435323136224|33.7701957086343|8.73672874016762|12
ACHICORIA|201912|18.9637499827949|32.3803730210697|5.94008742722143|3
ACHICORIA|201909|11.5110788304297|24.3309686732554|2.46785027794905|2
ACHICORIA|201508|23.6674377969768|36.4413915438835|11.1927967768877|27
ACHICORIA|201608|35.4146076236349|48.2246642341489|23.9903900622154|57
ACHICORIA|201808|20.644151643803|33.1484700939584|7.50217205528254|16
ACHICORIA|201511|15.3360433024479|28.8003825829088|3.2201125095274|9
ACHICORIA|201609|10.0891550273777|24.0371239010024|2.46785027794905|18
ACHICORIA|201707|18.2902851815637|31.4449660440656|5.21824480757631|13
ACHICORIA|201701|20.3943832226923|32.9403071078688|7.56940872332377|23
ACHICORIA|201504|19.5554198856655|32.2893174791563|6.5563913806026|9
ACHICORIA|201605|14.7858343494785|27.7858435562874|2.11765137159617|18
AGRAZ|201607|7.13281720948367|30.8536677838479|0|0
AGRAZ|202006|7.13281720948367|41.3440428513721|0|0
AGRAZ|202012|7.13281720948367|41.3440428513721|0|0
AGRAZ|201901|7.13281720948367|39.6612147868931|0|0
AGRAZ|202101|91.1648868162579|126.235508781993|57.326614232313|91.1648868162579
AGRAZ|201506|7.13281720948367|19.9536383000662|0|0
AGRAZ|201905|20.9383590796117|53.763518641617|0|0
AGRAZ|201611|14.7646368841966|48.4754199491568|0|0
AGRAZ|202104|57.9354771264007|91.1229562357572|22.9605296215435|57.9354771264007
AGRAZ|201705|7.13281720948367|28.6450812893573|0|0
AGRAZ|201803|7.34480730938778|41.3440428513721|0|0
AGRAZ|202002|106.135712643339|142.233758267513|73.841248041719|106.135712643339
AGRAZ|202009|480.906099683551|514.326843447578|445.918811174209|480.906099683551
AGRAZ|201610|1.45865548436796|36.4128983367024|0|0
AGRAZ|201911|32.6474657265012|66.4405792885704|0.777610520055756|91
AGRAZ|202003|137.767309734653|169.343260442224|103.471753724265|137.767309734653
AGRAZ|201512|31.6669580320114|66.6680258337986|0|0
AGRAZ|201810|46.065484509098|79.9174975196089|12.0497506059659|0
AGRAZ|201708|5.64773266895728|39.6937484058277|0|0
AGRAZ|201906|18.477260296258|52.7211155654793|0|0
AGRAZ|201601|7.13281720948367|6.35666447469528|0|0
AGRAZ|202102|117.152940238121|151.003527906242|83.7597657202388|117.152940238121
AGRAZ|201903|14.7034432259588|48.4312043763028|0|0
AGRAZ|201904|19.7471173839502|52.8038014126778|0|0
AGRAZ|202103|141.05843841849|174.715963892208|107.124543866218|141.05843841849
AGRAZ|201711|20.751880122511|52.9383088443175|0|0
AGRAZ|201809|6.36705857847971|38.3201652879645|0|0
AGRAZ|201712|22.7879940059403|57.0667337129395|0|0
AGRAZ|201702|2.97519056724571|35.7816436458263|0|0
AGRAZ|201806|8.28475931938221|45.0963756120481|0|0
AGRAZ|201804|8.24611248037285|43.265436844716|0|0
AGRAZ|201709|10.3286239494799|42.2077574306819|0|0
AGRAZ|202007|7.13281720948367|41.3440428513721|0|0
AGRAZ|202105|7.13281720948367|41.3440428513721|0|0
AGRAZ|201704|7.13281720948367|28.7972518809196|0|0
AGRAZ|201802|6.11345970509848|38.1975938830568|0|0
AGRAZ|201812|42.5447602320147|77.5322994861848|9.33557253329317|1
AGRAZ|201910|68.674789942422|103.895571254253|33.9244842100443|178
AGRAZ|202008|16.8213269192678|50.2902111437526|0|16.8213269192678
AGRAZ|201606|7.13281720948367|19.2493029909838|0|0
AGRAZ|201509|7.13281720948367|5.69820756015937|0|0
AGRAZ|201907|13.3532724066005|47.6142277938374|0|0
AGRAZ|201608|4.86302162840847|40.6170900643114|0|0
AGRAZ|201805|8.59474868706504|40.8417995841017|0|0
AGRAZ|201902|9.3500552477626|42.2893560381627|0|1
AGRAZ|202010|7.13281720948367|41.3440428513721|0|0
AGRAZ|202001|87.7771462531537|121.044379403554|54.1301755578723|87.7771462531537
AGRAZ|201603|7.13281720948367|27.3577519360498|0|0
AGRAZ|202011|170.05055486298|204.169738199446|136.107561259358|170.05055486298
AGRAZ|201609|14.6077614041865|49.8658487395971|0|0
AGRAZ|201503|7.13281720948367|18.9228961480754|0|0
AGRAZ|201807|7.47912848419458|42.4730741591026|0|0
AGRAZ|201701|16.0568144029028|50.0110133460659|0|0
AGRAZ|201505|7.13281720948367|22.4842038291562|0|0
AGRAZ|201612|2.78751062898624|35.4170444862306|0|0
AGRAZ|202005|7.13281720948367|41.3440428513721|0|0
AGRAZ|202004|49.910277444352|84.5797036133785|16.7877675541424|49.910277444352
AGRAZ|201604|7.13281720948367|19.4037380754639|0|0
AGRAZ|201507|7.13281720948367|18.3888161792073|0|0
AGRAZ|201908|6.95150295513815|41.6497223127245|0|0
AGRAZ|201707|1.41137460397044|35.0093292820074|0|0
AGRAZ|201602|7.13281720948367|14.0211559883473|0|0
AGRAZ|201808|6.33829858031197|42.4260657388444|0|0
AGRAZ|201811|26.7146150787097|61.2927741826227|0|6
AGRAZ|201801|11.7284597506251|45.2901636922153|0|7
AGRAZ|201508|7.13281720948367|11.0979195020736|0|0
AGRAZ|201706|7.13281720948367|33.1656814257673|0|0
AGRAZ|201912|7.13281720948367|41.3440428513721|0|161
AGRAZ|201909|2.73850468018342|37.7546891743867|0|6
AGRAZ|201703|0.176687291703785|32.1643576991136|0|0
AGRAZ|201504|7.13281720948367|21.9657002641134|0|0
AGRAZ|201511|2.26863387183696|35.4231272416356|0|0
AGRAZ|201710|23.655870765993|58.7905643408217|0|0
AGRAZ|201510|38.2967046162988|70.4289970050394|3.2768132583924|0
AGRAZ|201605|7.13281720948367|16.7400554648985|0|0
AGUACATE|202104|1737.95289933974|3327.38679161043|3099.06278453252|1737.95289933974
AGUACATE|202009|4796.47537451388|267.180381893136|3099.06278453252|4152
