Código,Descripción del producto,Mes,value,YYYY,MM,CADENA_PRODUCTIVA_ADR
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201704,0,2017,04,LENTEJA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201704,52,2017,04,TE
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201704,8,2017,04,PAPA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201704,9,2017,04,CHAMPIÑON
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201704,11,2017,04,AJI
081010,"Fresas ""frutillas"", frescas",201704,2,2017,04,FRESA
080420,"Higos, frescos o secos",201704,9,2017,04,HIGO
080610,Uvas frescas,201704,0,2017,04,UVA
080711,"Sandías, frescas",201704,0,2017,04,PATILLA
070511,"Lechugas repolladas, frescas o refrigeradas",201704,17,2017,04,ACHICORIA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201704,3,2017,04,CHACHAFRUTO
080719,"Melones, frescos (exc. sandías)",201704,3,2017,04,MELON
080940,"Ciruelas y endrinas, frescas",201704,2,2017,04,CIRUELA
070320,Ajos frescos o refrigerados,201704,6,2017,04,AJO
070700,"Pepinos y pepinillos, frescos o refrigerados",201704,0,2017,04,PEPINO COHOMBRO
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201704,3,2017,04,ESPINACA
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201704,0,2017,04,COCO
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201704,0,2017,04,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201704,0,2017,04,CADUCIFOLIOS
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201704,4,2017,04,ORQUIDEA
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201704,0,2017,04,BROCOLI
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201704,1,2017,04,COLIFLOR
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201704,2,2017,04,NABO
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201704,1,2017,04,ACELGA
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201704,0,2017,04,ARVEJA
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201704,0,2017,04,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201704,0,2017,04,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201704,0,2017,04,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201704,0,2017,04,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201704,0,2017,04,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201704,0,2017,04,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201704,0,2017,04,GARBANZO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201704,0,2017,04,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201704,0,2017,04,BANANITO
080410,"Dátiles, frescos o secos",201704,0,2017,04,DATIL
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201704,0,2017,04,MANDARINA
080540,"Toronjas o pomelos, frescos o secos",201704,0,2017,04,POMELO
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201704,0,2017,04,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201704,0,2017,04,DURAZNO
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201704,1,2017,04,FRAMBUESA
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201704,0,2017,04,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201704,0,2017,04,PIMENTON
090500,Vainilla,201704,0,2017,04,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201704,0,2017,04,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201704,0,2017,04,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201704,0,2017,04,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201704,0,2017,04,TRIGO
100300,Cebada,201704,0,2017,04,CEBADA
100400,Avena,201704,0,2017,04,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201704,0,2017,04,ARROZ
100700,Sorgo de grano (granífero),201704,0,2017,04,SORGO
100850,"Quinua ""Chenopodium quinoa""",201704,176,2017,04,QUINUA
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201704,0,2017,04,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201704,0,2017,04,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201704,0,2017,04,MANI
120600,"Semilla de girasol, incluso quebrantada",201704,0,2017,04,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201704,0,2017,04,AGUAJE
120730,Semilla de ricino,201704,0,2017,04,HIGUERILLA
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201704,0,2017,04,AJONJOLI
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201704,0,2017,04,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201704,0,2017,04,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201704,0,2017,04,ALFALFA
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201704,5,2017,04,ESPARTO
090111,Café sin tostar ni descafeinar,201705,187682,2017,05,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201705,74325,2017,05,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201705,140576,2017,05,PLATANO
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201705,33043,2017,05,ROSA
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201705,24319,2017,05,CLAVEL
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201705,13731,2017,05,CRISANTEMOS
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201705,4873,2017,05,PITAHAYA
080440,"Aguacates ""paltas"", frescos o secos",201705,4696,2017,05,AGUACATE
080430,"Piñas ""ananás"", frescas o secas",201705,1141,2017,05,PIÑA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201705,1173,2017,05,ANTURIO
180310,"Pasta de cacao, sin desgrasar",201705,633,2017,05,CACAO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201705,330,2017,05,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201705,333,2017,05,GUAYABA
080510,"Naranjas, frescas o secas",201705,258,2017,05,NARANJA
080720,"Papayas, frescas",201705,5,2017,05,PAPAYA
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201705,29,2017,05,PLANTULAS
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201705,9,2017,05,BATATA
100510,Semillas de maíz para la siembra,201705,180,2017,05,MAIZ
080810,"Manzanas, frescas",201705,57,2017,05,MANZANA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201705,62,2017,05,PUERRO
070200,Tomates frescos o refrigerados,201705,19,2017,05,TOMATE
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201705,3,2017,05,AHUYAMA
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201705,0,2017,05,LENTEJA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201705,62,2017,05,TE
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201705,15,2017,05,PAPA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201705,86,2017,05,CHAMPIÑON
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201705,12,2017,05,AJI
081010,"Fresas ""frutillas"", frescas",201705,2,2017,05,FRESA
080420,"Higos, frescos o secos",201705,16,2017,05,HIGO
080610,Uvas frescas,201705,0,2017,05,UVA
080711,"Sandías, frescas",201705,0,2017,05,PATILLA
070511,"Lechugas repolladas, frescas o refrigeradas",201705,25,2017,05,ACHICORIA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201705,4,2017,05,CHACHAFRUTO
080719,"Melones, frescos (exc. sandías)",201705,5,2017,05,MELON
080940,"Ciruelas y endrinas, frescas",201705,2,2017,05,CIRUELA
070320,Ajos frescos o refrigerados,201705,1,2017,05,AJO
070700,"Pepinos y pepinillos, frescos o refrigerados",201705,0,2017,05,PEPINO COHOMBRO
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201705,2,2017,05,ESPINACA
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201705,2,2017,05,COCO
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201705,0,2017,05,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201705,0,2017,05,CADUCIFOLIOS
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201705,3,2017,05,ORQUIDEA
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201705,0,2017,05,BROCOLI
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201705,24,2017,05,COLIFLOR
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201705,2,2017,05,NABO
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201705,1,2017,05,ACELGA
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201705,0,2017,05,ARVEJA
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201705,0,2017,05,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201705,0,2017,05,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201705,0,2017,05,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201705,0,2017,05,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201705,0,2017,05,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201705,0,2017,05,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201705,0,2017,05,GARBANZO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201705,0,2017,05,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201705,0,2017,05,BANANITO
080410,"Dátiles, frescos o secos",201705,0,2017,05,DATIL
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201705,0,2017,05,MANDARINA
080540,"Toronjas o pomelos, frescos o secos",201705,0,2017,05,POMELO
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201705,0,2017,05,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201705,0,2017,05,DURAZNO
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201705,1,2017,05,FRAMBUESA
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201705,0,2017,05,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201705,3,2017,05,PIMENTON
090500,Vainilla,201705,0,2017,05,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201705,0,2017,05,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201705,0,2017,05,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201705,0,2017,05,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201705,0,2017,05,TRIGO
100300,Cebada,201705,0,2017,05,CEBADA
100400,Avena,201705,0,2017,05,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201705,0,2017,05,ARROZ
100700,Sorgo de grano (granífero),201705,0,2017,05,SORGO
100850,"Quinua ""Chenopodium quinoa""",201705,38,2017,05,QUINUA
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201705,0,2017,05,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201705,0,2017,05,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201705,0,2017,05,MANI
120600,"Semilla de girasol, incluso quebrantada",201705,0,2017,05,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201705,0,2017,05,AGUAJE
120730,Semilla de ricino,201705,0,2017,05,HIGUERILLA
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201705,0,2017,05,AJONJOLI
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201705,0,2017,05,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201705,0,2017,05,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201705,0,2017,05,ALFALFA
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201705,2,2017,05,ESPARTO
090111,Café sin tostar ni descafeinar,201706,132054,2017,06,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201706,109705,2017,06,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201706,76162,2017,06,PLATANO
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201706,38056,2017,06,ROSA
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201706,20313,2017,06,CLAVEL
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201706,17022,2017,06,CRISANTEMOS
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201706,5149,2017,06,PITAHAYA
080440,"Aguacates ""paltas"", frescos o secos",201706,7733,2017,06,AGUACATE
080430,"Piñas ""ananás"", frescas o secas",201706,496,2017,06,PIÑA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201706,907,2017,06,ANTURIO
180310,"Pasta de cacao, sin desgrasar",201706,932,2017,06,CACAO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201706,137,2017,06,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201706,226,2017,06,GUAYABA
080510,"Naranjas, frescas o secas",201706,191,2017,06,NARANJA
080720,"Papayas, frescas",201706,9,2017,06,PAPAYA
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201706,52,2017,06,PLANTULAS
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201706,29,2017,06,BATATA
100510,Semillas de maíz para la siembra,201706,64,2017,06,MAIZ
080810,"Manzanas, frescas",201706,0,2017,06,MANZANA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201706,15,2017,06,PUERRO
070200,Tomates frescos o refrigerados,201706,27,2017,06,TOMATE
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201706,2,2017,06,AHUYAMA
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201706,1,2017,06,LENTEJA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201706,32,2017,06,TE
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201706,16,2017,06,PAPA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201706,25,2017,06,CHAMPIÑON
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201706,12,2017,06,AJI
081010,"Fresas ""frutillas"", frescas",201706,43,2017,06,FRESA
080420,"Higos, frescos o secos",201706,36,2017,06,HIGO
080610,Uvas frescas,201706,0,2017,06,UVA
080711,"Sandías, frescas",201706,0,2017,06,PATILLA
070511,"Lechugas repolladas, frescas o refrigeradas",201706,57,2017,06,ACHICORIA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201706,3,2017,06,CHACHAFRUTO
080719,"Melones, frescos (exc. sandías)",201706,4,2017,06,MELON
080940,"Ciruelas y endrinas, frescas",201706,4,2017,06,CIRUELA
070320,Ajos frescos o refrigerados,201706,0,2017,06,AJO
070700,"Pepinos y pepinillos, frescos o refrigerados",201706,0,2017,06,PEPINO COHOMBRO
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201706,2,2017,06,ESPINACA
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201706,0,2017,06,COCO
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201706,0,2017,06,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201706,0,2017,06,CADUCIFOLIOS
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201706,3,2017,06,ORQUIDEA
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201706,0,2017,06,BROCOLI
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201706,2,2017,06,COLIFLOR
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201706,3,2017,06,NABO
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201706,0,2017,06,ACELGA
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201706,0,2017,06,ARVEJA
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201706,0,2017,06,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201706,0,2017,06,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201706,0,2017,06,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201706,4,2017,06,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201706,0,2017,06,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201706,0,2017,06,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201706,0,2017,06,GARBANZO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201706,0,2017,06,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201706,0,2017,06,BANANITO
080410,"Dátiles, frescos o secos",201706,0,2017,06,DATIL
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201706,0,2017,06,MANDARINA
080540,"Toronjas o pomelos, frescos o secos",201706,0,2017,06,POMELO
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201706,0,2017,06,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201706,0,2017,06,DURAZNO
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201706,7,2017,06,FRAMBUESA
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201706,0,2017,06,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201706,0,2017,06,PIMENTON
090500,Vainilla,201706,0,2017,06,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201706,0,2017,06,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201706,0,2017,06,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201706,0,2017,06,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201706,0,2017,06,TRIGO
100300,Cebada,201706,0,2017,06,CEBADA
100400,Avena,201706,0,2017,06,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201706,0,2017,06,ARROZ
100700,Sorgo de grano (granífero),201706,0,2017,06,SORGO
100850,"Quinua ""Chenopodium quinoa""",201706,38,2017,06,QUINUA
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201706,0,2017,06,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201706,0,2017,06,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201706,0,2017,06,MANI
120600,"Semilla de girasol, incluso quebrantada",201706,1,2017,06,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201706,0,2017,06,AGUAJE
120730,Semilla de ricino,201706,0,2017,06,HIGUERILLA
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201706,0,2017,06,AJONJOLI
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201706,0,2017,06,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201706,0,2017,06,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201706,0,2017,06,ALFALFA
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201706,0,2017,06,ESPARTO
090111,Café sin tostar ni descafeinar,201707,224406,2017,07,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201707,49831,2017,07,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201707,60889,2017,07,PLATANO
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201707,19375,2017,07,ROSA
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201707,19132,2017,07,CLAVEL
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201707,11996,2017,07,CRISANTEMOS
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201707,5663,2017,07,PITAHAYA
080440,"Aguacates ""paltas"", frescos o secos",201707,3101,2017,07,AGUACATE
080430,"Piñas ""ananás"", frescas o secas",201707,884,2017,07,PIÑA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201707,709,2017,07,ANTURIO
180310,"Pasta de cacao, sin desgrasar",201707,523,2017,07,CACAO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201707,276,2017,07,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201707,349,2017,07,GUAYABA
080510,"Naranjas, frescas o secas",201707,284,2017,07,NARANJA
080720,"Papayas, frescas",201707,8,2017,07,PAPAYA
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201707,210,2017,07,PLANTULAS
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201707,51,2017,07,BATATA
100510,Semillas de maíz para la siembra,201707,269,2017,07,MAIZ
080810,"Manzanas, frescas",201707,0,2017,07,MANZANA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201707,68,2017,07,PUERRO
070200,Tomates frescos o refrigerados,201707,6,2017,07,TOMATE
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201707,3,2017,07,AHUYAMA
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201707,1,2017,07,LENTEJA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201707,34,2017,07,TE
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201707,5,2017,07,PAPA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201707,21,2017,07,CHAMPIÑON
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201707,4,2017,07,AJI
081010,"Fresas ""frutillas"", frescas",201707,3,2017,07,FRESA
080420,"Higos, frescos o secos",201707,33,2017,07,HIGO
080610,Uvas frescas,201707,0,2017,07,UVA
080711,"Sandías, frescas",201707,0,2017,07,PATILLA
070511,"Lechugas repolladas, frescas o refrigeradas",201707,13,2017,07,ACHICORIA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201707,0,2017,07,CHACHAFRUTO
080719,"Melones, frescos (exc. sandías)",201707,7,2017,07,MELON
080940,"Ciruelas y endrinas, frescas",201707,1,2017,07,CIRUELA
070320,Ajos frescos o refrigerados,201707,0,2017,07,AJO
070700,"Pepinos y pepinillos, frescos o refrigerados",201707,0,2017,07,PEPINO COHOMBRO
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201707,2,2017,07,ESPINACA
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201707,2,2017,07,COCO
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201707,0,2017,07,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201707,11,2017,07,CADUCIFOLIOS
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201707,0,2017,07,ORQUIDEA
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201707,0,2017,07,BROCOLI
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201707,1,2017,07,COLIFLOR
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201707,1,2017,07,NABO
