Código,Descripción del producto,Mes,value,YYYY,MM,CADENA_PRODUCTIVA_ADR
080719,"Melones, frescos (exc. sandías)",201509,6,2015,09,MELON
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201509,2,2015,09,AHUYAMA
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201509,0,2015,09,MANDARINA
080720,"Papayas, frescas",201509,0,2015,09,PAPAYA
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201509,1,2015,09,NABO
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201509,0,2015,09,AJONJOLI
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201509,0,2015,09,ESPARTO
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201509,2,2015,09,ORQUIDEA
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201509,2,2015,09,COLIFLOR
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201509,1,2015,09,ESPINACA
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201509,0,2015,09,FRAMBUESA
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201509,0,2015,09,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201509,14,2015,09,CADUCIFOLIOS
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201509,0,2015,09,BROCOLI
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201509,0,2015,09,ACELGA
070700,"Pepinos y pepinillos, frescos o refrigerados",201509,0,2015,09,PEPINO COHOMBRO
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201509,0,2015,09,ARVEJA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201509,4,2015,09,CHACHAFRUTO
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201509,0,2015,09,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201509,0,2015,09,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201509,0,2015,09,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201509,0,2015,09,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201509,0,2015,09,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201509,0,2015,09,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201509,0,2015,09,GARBANZO
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201509,0,2015,09,COCO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201509,0,2015,09,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201509,0,2015,09,BANANITO
080410,"Dátiles, frescos o secos",201509,0,2015,09,DATIL
080540,"Toronjas o pomelos, frescos o secos",201509,0,2015,09,POMELO
080610,Uvas frescas,201509,1,2015,09,UVA
080711,"Sandías, frescas",201509,1,2015,09,PATILLA
080810,"Manzanas, frescas",201509,0,2015,09,MANZANA
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201509,0,2015,09,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201509,0,2015,09,DURAZNO
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201509,0,2015,09,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201509,0,2015,09,PIMENTON
090500,Vainilla,201509,0,2015,09,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201509,0,2015,09,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201509,0,2015,09,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201509,0,2015,09,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201509,0,2015,09,TRIGO
100300,Cebada,201509,0,2015,09,CEBADA
100400,Avena,201509,0,2015,09,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201509,45,2015,09,ARROZ
100700,Sorgo de grano (granífero),201509,0,2015,09,SORGO
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201509,0,2015,09,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201509,0,2015,09,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201509,0,2015,09,MANI
120600,"Semilla de girasol, incluso quebrantada",201509,0,2015,09,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201509,0,2015,09,AGUAJE
120730,Semilla de ricino,201509,0,2015,09,HIGUERILLA
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201509,0,2015,09,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201509,0,2015,09,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201509,0,2015,09,ALFALFA
090111,Café sin tostar ni descafeinar,201510,175232,2015,10,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201510,39301,2015,10,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201510,75959,2015,10,PLATANO
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201510,16821,2015,10,CLAVEL
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201510,16502,2015,10,ROSA
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201510,9726,2015,10,CRISANTEMOS
080440,"Aguacates ""paltas"", frescos o secos",201510,827,2015,10,AGUACATE
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201510,5535,2015,10,PITAHAYA
180310,"Pasta de cacao, sin desgrasar",201510,925,2015,10,CACAO
080430,"Piñas ""ananás"", frescas o secas",201510,570,2015,10,PIÑA
100510,Semillas de maíz para la siembra,201510,128,2015,10,MAIZ
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201510,1,2015,10,LENTEJA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201510,426,2015,10,ANTURIO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201510,454,2015,10,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201510,36,2015,10,GUAYABA
080510,"Naranjas, frescas o secas",201510,142,2015,10,NARANJA
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201510,61,2015,10,BATATA
081010,"Fresas ""frutillas"", frescas",201510,2,2015,10,FRESA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201510,60,2015,10,TE
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201510,48,2015,10,PLANTULAS
100850,"Quinua ""Chenopodium quinoa""",201510,3,2015,10,QUINUA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201510,0,2015,10,CHAMPIÑON
070511,"Lechugas repolladas, frescas o refrigeradas",201510,6,2015,10,ACHICORIA
070320,Ajos frescos o refrigerados,201510,0,2015,10,AJO
070200,Tomates frescos o refrigerados,201510,11,2015,10,TOMATE
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201510,4,2015,10,AJI
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201510,1,2015,10,PAPA
080420,"Higos, frescos o secos",201510,14,2015,10,HIGO
080940,"Ciruelas y endrinas, frescas",201510,1,2015,10,CIRUELA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201510,7,2015,10,PUERRO
080719,"Melones, frescos (exc. sandías)",201510,4,2015,10,MELON
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201510,2,2015,10,AHUYAMA
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201510,0,2015,10,MANDARINA
080720,"Papayas, frescas",201510,0,2015,10,PAPAYA
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201510,0,2015,10,NABO
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201510,0,2015,10,AJONJOLI
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201510,20,2015,10,ESPARTO
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201510,1,2015,10,ORQUIDEA
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201510,0,2015,10,COLIFLOR
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201510,0,2015,10,ESPINACA
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201510,0,2015,10,FRAMBUESA
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201510,0,2015,10,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201510,0,2015,10,CADUCIFOLIOS
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201510,0,2015,10,BROCOLI
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201510,0,2015,10,ACELGA
070700,"Pepinos y pepinillos, frescos o refrigerados",201510,0,2015,10,PEPINO COHOMBRO
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201510,0,2015,10,ARVEJA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201510,1,2015,10,CHACHAFRUTO
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201510,0,2015,10,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201510,0,2015,10,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201510,0,2015,10,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201510,0,2015,10,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201510,0,2015,10,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201510,0,2015,10,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201510,0,2015,10,GARBANZO
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201510,0,2015,10,COCO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201510,0,2015,10,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201510,0,2015,10,BANANITO
080410,"Dátiles, frescos o secos",201510,0,2015,10,DATIL
080540,"Toronjas o pomelos, frescos o secos",201510,0,2015,10,POMELO
080610,Uvas frescas,201510,30,2015,10,UVA
080711,"Sandías, frescas",201510,0,2015,10,PATILLA
080810,"Manzanas, frescas",201510,15,2015,10,MANZANA
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201510,0,2015,10,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201510,0,2015,10,DURAZNO
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201510,0,2015,10,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201510,0,2015,10,PIMENTON
090500,Vainilla,201510,0,2015,10,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201510,0,2015,10,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201510,0,2015,10,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201510,0,2015,10,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201510,0,2015,10,TRIGO
100300,Cebada,201510,0,2015,10,CEBADA
100400,Avena,201510,0,2015,10,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201510,0,2015,10,ARROZ
100700,Sorgo de grano (granífero),201510,0,2015,10,SORGO
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201510,0,2015,10,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201510,0,2015,10,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201510,0,2015,10,MANI
120600,"Semilla de girasol, incluso quebrantada",201510,0,2015,10,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201510,0,2015,10,AGUAJE
120730,Semilla de ricino,201510,0,2015,10,HIGUERILLA
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201510,0,2015,10,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201510,0,2015,10,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201510,5,2015,10,ALFALFA
090111,Café sin tostar ni descafeinar,201511,183509,2015,11,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201511,45772,2015,11,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201511,43789,2015,11,PLATANO
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201511,19182,2015,11,CLAVEL
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201511,22378,2015,11,ROSA
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201511,12777,2015,11,CRISANTEMOS
080440,"Aguacates ""paltas"", frescos o secos",201511,1509,2015,11,AGUACATE
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201511,4207,2015,11,PITAHAYA
180310,"Pasta de cacao, sin desgrasar",201511,695,2015,11,CACAO
080430,"Piñas ""ananás"", frescas o secas",201511,274,2015,11,PIÑA
100510,Semillas de maíz para la siembra,201511,1,2015,11,MAIZ
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201511,0,2015,11,LENTEJA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201511,313,2015,11,ANTURIO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201511,484,2015,11,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201511,35,2015,11,GUAYABA
080510,"Naranjas, frescas o secas",201511,129,2015,11,NARANJA
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201511,95,2015,11,BATATA
081010,"Fresas ""frutillas"", frescas",201511,40,2015,11,FRESA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201511,24,2015,11,TE
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201511,37,2015,11,PLANTULAS
100850,"Quinua ""Chenopodium quinoa""",201511,52,2015,11,QUINUA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201511,30,2015,11,CHAMPIÑON
070511,"Lechugas repolladas, frescas o refrigeradas",201511,9,2015,11,ACHICORIA
070320,Ajos frescos o refrigerados,201511,1,2015,11,AJO
070200,Tomates frescos o refrigerados,201511,14,2015,11,TOMATE
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201511,8,2015,11,AJI
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201511,10,2015,11,PAPA
080420,"Higos, frescos o secos",201511,14,2015,11,HIGO
080940,"Ciruelas y endrinas, frescas",201511,8,2015,11,CIRUELA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201511,43,2015,11,PUERRO
080719,"Melones, frescos (exc. sandías)",201511,9,2015,11,MELON
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201511,2,2015,11,AHUYAMA
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201511,0,2015,11,MANDARINA
080720,"Papayas, frescas",201511,1,2015,11,PAPAYA
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201511,0,2015,11,NABO
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201511,0,2015,11,AJONJOLI
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201511,19,2015,11,ESPARTO
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201511,0,2015,11,ORQUIDEA
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201511,0,2015,11,COLIFLOR
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201511,1,2015,11,ESPINACA
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201511,0,2015,11,FRAMBUESA
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201511,0,2015,11,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201511,7,2015,11,CADUCIFOLIOS
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201511,0,2015,11,BROCOLI
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201511,0,2015,11,ACELGA
070700,"Pepinos y pepinillos, frescos o refrigerados",201511,0,2015,11,PEPINO COHOMBRO
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201511,0,2015,11,ARVEJA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201511,1,2015,11,CHACHAFRUTO
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201511,0,2015,11,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201511,0,2015,11,ASPARRAGUS
070930,"Berenjenas, frescas o refrigeradas",201511,0,2015,11,BERENJENA
070940,"Apio, fresco o refrigerado (exc. apionabo)",201511,0,2015,11,APIO
070990,"Las demás hortalizas, frescas o refrigeradas : Las demás",201511,0,2015,11,HORTALIZAS VARIAS
071350,"Habas ""Vicia faba var. major"", haba caballar ""Vicia faba var. equina"" y haba menor ""Vicia faba ...",201511,1,2015,11,HABA
071390,"Legumbres secas, legumbres sin cáscara, incluso mondadas o partidas (exc. ??guisantes, garbanzos, ...",201511,0,2015,11,GARBANZO
080119,"Cocos frescos, incluso sin cáscara o mondados (exc. ??en el interior de shell ""endocarpio"")",201511,0,2015,11,COCO
080261,"Nueces de macadamia, frescas o secas, con cáscara",201511,0,2015,11,MACADAMIA
080300,"Bananas o plátanos, frescos o secos",201511,0,2015,11,BANANITO
080410,"Dátiles, frescos o secos",201511,0,2015,11,DATIL
080540,"Toronjas o pomelos, frescos o secos",201511,0,2015,11,POMELO
080610,Uvas frescas,201511,0,2015,11,UVA
080711,"Sandías, frescas",201511,0,2015,11,PATILLA
080810,"Manzanas, frescas",201511,68,2015,11,MANZANA
080820,"Manzanas, peras y membrillos, frescos : Peras y membrillos",201511,0,2015,11,PERA
080920,"Albaricoques (damascos, chabacanos), cerezas, melocotones (duraznos) (incluidos los griñones ...",201511,0,2015,11,DURAZNO
081040,"Arándanos rojos, mirtilos y demás frutos del género ""Vaccinium"", frescos",201511,0,2015,11,AGRAZ
090411,"Pimienta del género ""Piper"" sin triturar ni pulverizar",201511,0,2015,11,PIMENTON
090500,Vainilla,201511,0,2015,11,VAINILLA
090810,"Nuez moscada, macis, amomos y cardamomos : Nuez moscada",201511,0,2015,11,CARDAMOMO
090910,"Semillas de anís, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro : Semillas ...",201511,0,2015,11,ANIS
091010,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, curri y demás especias : Jengibre",201511,0,2015,11,PEREJIL
100110,Trigo y morcajo (tranquillón) : Trigo duro,201511,0,2015,11,TRIGO
100300,Cebada,201511,0,2015,11,CEBADA
100400,Avena,201511,0,2015,11,AVENA
100610,"Arroz con cáscara o arroz ""paddy""",201511,0,2015,11,ARROZ
100700,Sorgo de grano (granífero),201511,0,2015,11,SORGO
100890,"Cereales (excepto el trigo y morcajo, centeno, cebada, avena, maíz, arroz, sorgo, trigo sarraceno, ...",201511,0,2015,11,CENTENO
120100,"Habas (porotos, frijoles, fréjoles) de soja (soya), incluso quebrantadas",201511,0,2015,11,SOYA
120210,"Cacahuetes (cacahuates, maníes) sin tostar ni cocer de otro modo, incluso sin cáscara o quebrantados ...",201511,0,2015,11,MANI
120600,"Semilla de girasol, incluso quebrantada",201511,0,2015,11,GIRASOL
120720,"Las demás semillas y frutos oleaginosos, incluso quebrantados : Semilla de algodón",201511,0,2015,11,AGUAJE
120730,Semilla de ricino,201511,0,2015,11,HIGUERILLA
121220,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas ...",201511,0,2015,11,CAÑA AZUCARERA
121293,"Caña de azúcar, fresca, refrigerada, congelada o seca, incl. pulverizada",201511,0,2015,11,STEVIA
121490,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, ...",201511,21,2015,11,ALFALFA
090111,Café sin tostar ni descafeinar,201512,212937,2015,12,CAFE
060319,"Flores frescas y capullos, cortados, de una, para ramos o adornos (excepto rosas, claveles, ...",201512,37384,2015,12,ASTROMELIA
080390,Plátanos frescos o secos (plátanos excl.),201512,59900,2015,12,PLATANO
060312,"Claveles ""flores y capullos"", cortados para ramos o adornos, frescos",201512,16224,2015,12,CLAVEL
060311,"Rosas ""flores y capullos"", cortadas para ramos o adornos, frescas",201512,17775,2015,12,ROSA
060314,"Crisantemos ""flores y capullos"", cortados para ramos o adornos, frescos",201512,10308,2015,12,CRISANTEMOS
080440,"Aguacates ""paltas"", frescos o secos",201512,1372,2015,12,AGUACATE
081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya ...",201512,3290,2015,12,PITAHAYA
180310,"Pasta de cacao, sin desgrasar",201512,525,2015,12,CACAO
080430,"Piñas ""ananás"", frescas o secas",201512,364,2015,12,PIÑA
100510,Semillas de maíz para la siembra,201512,0,2015,12,MAIZ
071340,"Lentejas secas desvainadas, aunque estén mondadas o partidas",201512,0,2015,12,LENTEJA
060315,"Lirios frescos cortados ""Lilium spp."" y las yemas, de una, para ramos o adornos",201512,582,2015,12,ANTURIO
081340,"Melocotones, incl. los griñones y nectarinas, peras, papayas, tamarindos y demás frutos comestibles, ...",201512,258,2015,12,ANON
080450,"Guayabas, mangos y mangostanes, frescos o secos",201512,75,2015,12,GUAYABA
080510,"Naranjas, frescas o secas",201512,251,2015,12,NARANJA
071410,"Raíces de mandioca ""yuca"", frescas, refrigeradas, congeladas o secas, incl. troceadas o en ...",201512,29,2015,12,BATATA
081010,"Fresas ""frutillas"", frescas",201512,109,2015,12,FRESA
090210,"Té verde sin fermentar, presentado en envases inmediatos con un contenido <= 3 kg",201512,9,2015,12,TE
060290,"Plantas vivas, incl. sus raíces, y micelios (exc. bulbos, cebollas, tubérculos, raíces y bulbos ...",201512,70,2015,12,PLANTULAS
100850,"Quinua ""Chenopodium quinoa""",201512,0,2015,12,QUINUA
070959,"Setas y demás hongos, comestibles, frescas o refrigeradas (exc. hongos del género ""Agaricus"" ...",201512,20,2015,12,CHAMPIÑON
070511,"Lechugas repolladas, frescas o refrigeradas",201512,19,2015,12,ACHICORIA
070320,Ajos frescos o refrigerados,201512,8,2015,12,AJO
070200,Tomates frescos o refrigerados,201512,32,2015,12,TOMATE
070960,"Frutos de las géneros ""Capsicum"" o ""Pimenta"", frescos o refrigerados",201512,17,2015,12,AJI
070190,"Patatas ""papas"" frescas o refrigeradas (exc. las de siembra)",201512,7,2015,12,PAPA
080420,"Higos, frescos o secos",201512,6,2015,12,HIGO
080940,"Ciruelas y endrinas, frescas",201512,3,2015,12,CIRUELA
070390,"Puerros y demás hortalizas aliáceas, incl. ""silvestres"", frescos o refrigerados (exc. cebollas, ...",201512,21,2015,12,PUERRO
080719,"Melones, frescos (exc. sandías)",201512,8,2015,12,MELON
070993,"Calabazas frescas o refrigeradas, la calabaza y calabazas ""Cucurbita spp.""",201512,5,2015,12,AHUYAMA
080520,"Mandarinas, incl. las tangerinas y satsumas; clementinas, wilkings e híbridos simil. de agrios ...",201512,19,2015,12,MANDARINA
080720,"Papayas, frescas",201512,19,2015,12,PAPAYA
070610,"Zanahorias y nabos, frescos o refrigerados (exc. remolachas para ensalada)",201512,1,2015,12,NABO
120740,"Semilla de sésamo ""ajonjolí"", incl. quebrantada",201512,0,2015,12,AJONJOLI
140190,"Caña, junco, mimbre, rafia, paja de cereales, limpiada, blanqueada o teñida, corteza de tilo ...",201512,8,2015,12,ESPARTO
060313,"Orquídeas ""flores y capullos"", cortadas para ramos o adornos, frescas",201512,3,2015,12,ORQUIDEA
070490,"Coles, incl. los repollos, y coliflores, coles rizadas, colinabos y productos comestibles simil. ...",201512,1,2015,12,COLIFLOR
070970,"Espinacas, incl. las de Nueva Zelanda, y armuelles, frescas o refrigeradas",201512,2,2015,12,ESPINACA
081020,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas",201512,1,2015,12,FRAMBUESA
060110,"Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo ...",201512,0,2015,12,CEBOLLA
060220,"Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incl. injertados",201512,30,2015,12,CADUCIFOLIOS
070410,"Coles y brécoles ""broccoli"", frescos o refrigerados",201512,0,2015,12,BROCOLI
070690,"Remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles, frescas o refrigeradas ...",201512,0,2015,12,ACELGA
070700,"Pepinos y pepinillos, frescos o refrigerados",201512,0,2015,12,PEPINO COHOMBRO
070810,"Guisantes ""arvejas, chícharos"" ""Pisum sativum"", aunque estén desvainados, frescos o refrigerados",201512,0,2015,12,ARVEJA
070820,"Judías ""porotos, alubias, frijoles, fréjoles"" ""Vigna spp."", ""Phaseolus spp."", frescas o re ...",201512,0,2015,12,CHACHAFRUTO
070910,"Alcachofas ""alcauciles"", frescas o refrigeradas",201512,0,2015,12,ALCACHOFA
070920,"Espárragos, frescos o refrigerados",201512,0,2015,12,ASPARRAGUS
