cultivo|mes_anio_1|promedio_ipc_con_cov|promedio_ipc_con_cov_lower|promedio_ipc_con_cov_upper|promedio_ipc_sin_cv|promedio_ipc_sin_cv_lower|promedio_ipc_sin_cv_upper|valor_real
ARROZ|2009-01-01|0.735162063093308|-0.956721774036144|2.46233126189409|0.654523325420952|-1.13039637787467|2.33367653368429|0.654523325420952
ARROZ|2009-02-01|0.741597931131949|-1.1752110055107|2.52782129950587|0.620701787904214|-1.20314062196167|2.38508697801126|-0.435140538633429
ARROZ|2009-03-01|-0.271308854067358|-2.06679408616802|1.46940742786167|-0.399859367582789|-2.10591593140397|1.36666477403906|-1.00401606425702
ARROZ|2009-04-01|0.102618845151082|-1.70140174016351|1.89819225752094|-0.119020502742254|-2.07940417158197|1.67732180849465|-0.536928767450188
ARROZ|2009-05-01|-0.195089261289083|-2.0469610154168|1.5831960398369|-0.184413472919777|-1.86928954798404|1.65150455680692|-0.191938579654506
ARROZ|2009-06-01|-0.720745131464937|-2.44936552436561|1.04185487251326|-0.747501373234051|-2.55691634119982|1.12410048629412|-2.23557692307692
ARROZ|2009-07-01|-0.81995370527557|-2.70176978251792|0.986866092166792|-0.870518600441087|-2.61179756125892|0.894526020013615|-2.56946151954758
ARROZ|2009-08-01|-0.660588620168313|-2.42895347257706|1.04528445427943|-0.691161407473059|-2.54768978195648|1.11556076693462|-0.946372239747634
ARROZ|2009-09-01|-0.956142671077307|-2.75524745990018|0.783963745930281|-0.96850143545216|-2.74094271093351|0.776491406544419|-1.32484076433122
ARROZ|2009-10-01|-0.698049589159972|-2.6003788060392|1.00925555102818|-0.697564007678868|-2.37653691819904|1.09433143514179|-0.722953782597454
ARROZ|2009-11-01|-0.262225333731577|-2.11123690739004|1.58959281760529|-0.253749262387896|-1.9627065003431|1.46956130797701|-0.182054616384916
ARROZ|2009-12-01|0.250496086891125|-1.6826887832368|2.06666706488178|0.244080859875401|-1.49338410066338|1.91579954455675|-0.0390828556539879
ARROZ|2010-01-01|0.857862789130366|-1.00176894118214|2.64413610880302|0.81546014902179|-0.963242137484669|2.58941157433786|-0.247621530040398
ARROZ|2010-02-01|0.856835001335666|-0.997183613619049|2.69607895711885|0.797856763394332|-0.919325531269835|2.49756500847068|0.770838777109994
ARROZ|2010-03-01|-0.148806851375184|-1.90899201360948|1.81140240081419|-0.328954209498585|-1.99264027419566|1.40905421015923|-0.155581485803177
ARROZ|2010-04-01|0.2284631947681|-1.42547607715849|1.93865771092976|-0.0389859827306736|-1.91482774139315|1.77275569816318|-0.467471756914686
ARROZ|2010-05-01|-0.069255540295776|-1.86890358775745|1.69492536653872|-0.0578122323857131|-1.85209827104596|1.66660861429633|0.36529680365297
ARROZ|2010-06-01|-0.596285014268837|-2.40714253944331|1.14575663444157|-0.613534072723348|-2.43478304303788|1.30019832538486|0.493955544001034
ARROZ|2010-07-01|-0.696086517234071|-2.45347777056942|1.03838703307307|-0.707257705586287|-2.41365837844878|1.16630027921148|-0.400983055232185
ARROZ|2010-08-01|-0.542614336107116|-2.23339949824533|1.2950374460996|-0.567270756874962|-2.38728696701083|1.22976572552409|-0.142857142857142
ARROZ|2010-09-01|-0.84069994360402|-2.65481158178608|1.06841099279031|-0.864595646929707|-2.46331295843828|0.976832150077756|-0.0910391468331479
ARROZ|2010-10-01|-0.581143151647191|-2.3764339131817|1.26069915618385|-0.603780006776119|-2.48723658526433|1.22324701066333|0.468627961468385
ARROZ|2010-11-01|-0.142904264175906|-1.90533879548602|1.58216740472454|-0.163876057319794|-2.02440472709206|1.41364712260651|1.86576833376522
ARROZ|2010-12-01|0.373989152149861|-1.59902197573671|2.26899814639362|0.358623341283688|-1.42754622537703|1.99359464459108|1.88247265326888
ARROZ|2011-01-01|0.980208433367037|-0.850883570777568|2.80872727625637|0.977039739688054|-0.918892517567031|2.76367570409508|0.511860174781537
ARROZ|2011-02-01|0.971764685077415|-0.942014497654789|2.69430746432816|0.973556428286647|-0.795440963753772|2.7582958723698|0.397466153272877
ARROZ|2011-03-01|-0.0258396144638269|-1.79241344442393|1.83044678667247|-0.258998127084459|-2.01054815846112|1.49239267155091|0.47012247927749
ARROZ|2011-04-01|0.354312213119408|-1.49579749301733|2.16818357657188|0.0416739315177689|-1.75824354182917|1.73257739882437|0.406353897303303
ARROZ|2011-05-01|0.0565196624320293|-1.75789265976324|1.85448027367917|0.0698939663863203|-1.77683080922215|1.74477912211211|2.1952415992151
ARROZ|2011-06-01|-0.471794688874356|-2.29633081358126|1.32619683883003|-0.478635659749601|-2.17547630776447|1.10853807264584|0.708028321132849
ARROZ|2011-07-01|-0.572310780267149|-2.40941090346307|1.37297631070297|-0.544257712182984|-2.35252913028022|1.26005497821673|-0.166825548141087
ARROZ|2011-08-01|-0.424859515252359|-2.23228234029077|1.40837685031194|-0.444623806716394|-2.21083773286098|1.31120016212241|-1.14585820004775
ARROZ|2011-09-01|-0.725144513247886|-2.59515330378515|1.1656804158144|-0.761419605359698|-2.39811906562679|1.03250601932646|-0.748611446510493
ARROZ|2011-10-01|-0.464052650384192|-2.26889793630417|1.30092383707575|-0.510083517497075|-2.22789894333758|1.36778088210594|0.462287104622866
ARROZ|2011-11-01|-0.0234156548103929|-1.88879738407362|2.0031467831226|-0.0733064930534547|-1.7644080427982|1.64729365818274|-0.0242189392104578
ARROZ|2011-12-01|0.497461453178704|-1.45284698011718|2.14995309142286|0.474532694512871|-1.28216352381092|2.15856164279754|0.314922480620144
ARROZ|2012-01-01|1.10219457430348|-0.67969006881879|2.90474015465718|1.13919220038957|-0.645735400608446|2.73882364658929|0.398454479594316
ARROZ|2012-02-01|1.08640081544162|-0.959292172826219|2.87447749596805|1.14773559911036|-0.669198112399012|2.98351670453704|-0.108238123872524
ARROZ|2012-03-01|0.0902861814157501|-1.73324671264044|2.09524608611311|0.00591673659006318|-1.851728051015|1.8925916265153|0.469540091500121
ARROZ|2012-04-01|0.460421476389977|-1.23351881946709|2.33252546774507|0.2792071703557|-1.37861186277885|2.1229922652548|2.75614140203714
ARROZ|2012-05-01|0.162656917768691|-1.6708686095056|2.00359170786708|0.167786083070564|-1.64299057549936|1.82137871233395|4.34985422740525
ARROZ|2012-06-01|-0.361537288111113|-2.22669881590912|1.44280092123679|-0.402811735305493|-2.17540590361511|1.24499482498074|1.00581135449261
ARROZ|2012-07-01|-0.460273816186374|-2.27668522718987|1.30606559210796|-0.556281945438676|-2.20638570743653|1.18068930102558|-0.984731135206905
ARROZ|2012-08-01|-0.29515266946457|-2.06092044767248|1.5501480187154|-0.338583759409425|-2.06919654370662|1.42263067971334|-0.134093194770355
ARROZ|2012-09-01|-0.587846411874541|-2.36239330223186|1.33302269022342|-0.595463220107692|-2.42928209117506|1.1236530973574|0.10070493454178
ARROZ|2012-10-01|-0.331138589555765|-2.16620445996653|1.52457632709857|-0.313779533188146|-2.03872687092119|1.47527138366232|0.503018108651915
ARROZ|2012-11-01|0.102261076196009|-1.71490890350752|1.90177111646496|0.134732515692482|-1.82082537969605|1.8883502072043|0.255811366922482
ARROZ|2012-12-01|0.610628486639737|-1.09798195439989|2.45232672326733|0.60861285232469|-1.04426934109183|2.42415393753457|0.52141113822942
ARROZ|2013-01-01|1.21879717422826|-0.604324069479351|3.10588249126085|1.13222139902729|-0.640242340969069|2.92334524198665|-0.0662178567487058
ARROZ|2013-02-01|1.22523304326763|-0.685905078211163|3.01555436644684|1.09839986159977|-0.866591547121683|2.95002189599292|-1.95472114853672
ARROZ|2013-03-01|0.212326258972147|-1.59062858025583|2.02122836766711|0.077838706193408|-1.6923337053909|1.85220325247201|-1.56566794323046
ARROZ|2013-04-01|0.586253959191303|-1.22061082707485|2.45401567667804|0.358677571123027|-1.52551025371504|2.19441272275419|-0.274630964641257
ARROZ|2013-05-01|0.288545853719567|-1.49285305385366|1.94475935559892|0.29328460102601|-1.49457457308923|2.21157276462934|-0.229489386115895
ARROZ|2013-06-01|-0.237110015360144|-1.9720479704799|1.76475570537324|-0.269803299205109|-2.18901260489631|1.50476496326181|-0.184013801035074
ARROZ|2013-07-01|-0.336318588168281|-2.21982604577497|1.41902399740181|-0.392820526144569|-2.18562638184003|1.40282970100438|-0.172830971310065
ARROZ|2013-08-01|-0.176953502025134|-1.90120967277217|1.77245868267618|-0.213463332900835|-2.04790482555233|1.53102943485608|-0.47322253000923
ARROZ|2013-09-01|-0.472507551898199|-2.27469609161073|1.38921823586848|-0.490803360603548|-2.17178918329435|1.33515869126221|-0.208744056592841
ARROZ|2013-10-01|-0.214414468978382|-2.0328625196839|1.58077157522819|-0.219865932621614|-2.0045003633385|1.39754025868005|0.0232423009877932
ARROZ|2013-11-01|0.221409787435792|-1.63715098936311|1.96108875253125|0.223948812913027|-1.47859049071627|1.98861818050699|-0.243987452073886
ARROZ|2013-12-01|0.734131208984028|-1.05499573594015|2.53203613257573|0.721778935411648|-0.997217671482557|2.59336870570149|0.232937339855582
ARROZ|2014-01-01|1.34149791217958|-0.355687876629927|3.09437089372911|1.2931582248018|-0.569363910143232|2.96425871427507|-0.104578201254942
ARROZ|2014-02-01|1.34047012534119|-0.451910659244766|3.18361460453638|1.27555483944303|-0.420786733492202|3.08644348110876|0.0348958939164838
ARROZ|2014-03-01|0.334828273461653|-1.46189590104503|2.10577572320376|0.14874386679269|-1.61444499393703|1.989365861517|0.0116279069767501
ARROZ|2014-04-01|0.712098320059221|-1.04638666789579|2.53889816058326|0.438712093910008|-1.30844890782142|2.18849004085796|-0.116265550517392
