Año,Mes,Cultivo,Índice,Subclase
2010,2,TOMATE DE ARBOL,47.93,TOMATE DE ARBOL
2010,2,MORA,47.93,MORAS
2010,2,PAPA,64.59,PAPA
2010,2,YUCA,64.59,YUCA
2010,2,PLATANO,64.59,PLATANO
2010,2,CEBOLLA,64.59,CEBOLLA
2010,2,TOMATE,64.59,TOMATE
2010,2,ZANAHORIA,64.59,ZANAHORIA
2010,2,FRIJOL,64.59,FRIJOL
2010,2,ARVEJA,64.59,ARVEJA
2010,2,CAFE,77.41,CAFE
2010,12,ARROZ,80.1,ARROZ
2010,12,LACTEO,74.44,OTROS DERIVADOS LACTEOS
2010,12,NARANJA,49.05,NARANJAS
2010,12,BANANO,49.05,BANANOS
2010,12,TOMATE DE ARBOL,49.05,TOMATE DE ARBOL
2010,12,MORA,49.05,MORAS
2010,12,PAPA,65.61,PAPA
2010,12,YUCA,65.61,YUCA
2010,12,PLATANO,65.61,PLATANO
2010,12,CEBOLLA,65.61,CEBOLLA
2010,12,TOMATE,65.61,TOMATE
2010,12,ZANAHORIA,65.61,ZANAHORIA
2010,12,FRIJOL,65.61,FRIJOL
2010,12,ARVEJA,65.61,ARVEJA
2010,12,CAFE,81.24,CAFE
2010,11,ARROZ,78.62,ARROZ
2010,11,LACTEO,74.06,OTROS DERIVADOS LACTEOS
2010,11,NARANJA,47.18,NARANJAS
2010,11,BANANO,47.18,BANANOS
2010,11,TOMATE DE ARBOL,47.18,TOMATE DE ARBOL
2010,11,MORA,47.18,MORAS
2010,11,PAPA,60.83,PAPA
2010,11,YUCA,60.83,YUCA
2010,11,PLATANO,60.83,PLATANO
2010,11,CEBOLLA,60.83,CEBOLLA
2010,11,TOMATE,60.83,TOMATE
2010,11,ZANAHORIA,60.83,ZANAHORIA
2010,11,FRIJOL,60.83,FRIJOL
2010,11,ARVEJA,60.83,ARVEJA
2010,11,CAFE,80.36,CAFE
2010,10,ARROZ,77.18,ARROZ
2010,10,LACTEO,73.96,OTROS DERIVADOS LACTEOS
2010,10,NARANJA,46.66,NARANJAS
2010,10,BANANO,46.66,BANANOS
2010,10,TOMATE DE ARBOL,46.66,TOMATE DE ARBOL
2010,10,MORA,46.66,MORAS
2010,10,PAPA,60.61,PAPA
2010,10,YUCA,60.61,YUCA
2010,10,PLATANO,60.61,PLATANO
2010,10,CEBOLLA,60.61,CEBOLLA
2010,10,TOMATE,60.61,TOMATE
2010,10,ZANAHORIA,60.61,ZANAHORIA
2010,10,FRIJOL,60.61,FRIJOL
2010,10,ARVEJA,60.61,ARVEJA
2010,10,CAFE,80.2,CAFE
2010,1,ARROZ,76.54,ARROZ
2010,1,LACTEO,72.84,OTROS DERIVADOS LACTEOS
2010,1,NARANJA,44.4,NARANJAS
2010,1,BANANO,44.4,BANANOS
2010,1,TOMATE DE ARBOL,44.4,TOMATE DE ARBOL
2010,1,MORA,44.4,MORAS
2010,1,PAPA,61.52,PAPA
2010,1,YUCA,61.52,YUCA
2010,1,PLATANO,61.52,PLATANO
2010,1,CEBOLLA,61.52,CEBOLLA
2010,1,TOMATE,61.52,TOMATE
2010,1,ZANAHORIA,61.52,ZANAHORIA
2010,1,FRIJOL,61.52,FRIJOL
2010,1,ARVEJA,61.52,ARVEJA
2010,1,CAFE,76.98,CAFE
2009,9,ARROZ,77.46,ARROZ
2009,9,LACTEO,71.92,OTROS DERIVADOS LACTEOS
2009,9,NARANJA,49.68,NARANJAS
2009,9,BANANO,49.68,BANANOS
2009,9,TOMATE DE ARBOL,49.68,TOMATE DE ARBOL
2009,9,MORA,49.68,MORAS
2009,9,PAPA,58.81,PAPA
2009,9,YUCA,58.81,YUCA
2009,9,PLATANO,58.81,PLATANO
2009,9,CEBOLLA,58.81,CEBOLLA
2009,9,TOMATE,58.81,TOMATE
2009,9,ZANAHORIA,58.81,ZANAHORIA
2009,9,FRIJOL,58.81,FRIJOL
2009,9,ARVEJA,58.81,ARVEJA
2009,9,CAFE,75.85,CAFE
2009,8,ARROZ,78.5,ARROZ
2009,8,LACTEO,71.89,OTROS DERIVADOS LACTEOS
2009,8,NARANJA,50.39,NARANJAS
2009,8,BANANO,50.39,BANANOS
2009,8,TOMATE DE ARBOL,50.39,TOMATE DE ARBOL
2009,8,MORA,50.39,MORAS
2009,8,PAPA,59.78,PAPA
2009,8,YUCA,59.78,YUCA
2009,8,PLATANO,59.78,PLATANO
2009,8,CEBOLLA,59.78,CEBOLLA
2009,8,TOMATE,59.78,TOMATE
2009,8,ZANAHORIA,59.78,ZANAHORIA
2009,8,FRIJOL,59.78,FRIJOL
2009,8,ARVEJA,59.78,ARVEJA
2009,8,CAFE,75.73,CAFE
2009,7,ARROZ,79.25,ARROZ
2009,7,LACTEO,71.89,OTROS DERIVADOS LACTEOS
2009,7,NARANJA,50.46,NARANJAS
2009,7,BANANO,50.46,BANANOS
2009,7,TOMATE DE ARBOL,50.46,TOMATE DE ARBOL
2009,7,MORA,50.46,MORAS
2009,7,PAPA,60.58,PAPA
2009,7,YUCA,60.58,YUCA
2009,7,PLATANO,60.58,PLATANO
2009,7,CEBOLLA,60.58,CEBOLLA
2009,7,TOMATE,60.58,TOMATE
2009,7,ZANAHORIA,60.58,ZANAHORIA
2009,7,FRIJOL,60.58,FRIJOL
2009,7,ARVEJA,60.58,ARVEJA
2009,7,CAFE,75.23,CAFE
2009,6,ARROZ,81.34,ARROZ
2009,6,LACTEO,72.24,OTROS DERIVADOS LACTEOS
2009,6,NARANJA,51.0,NARANJAS
2009,6,BANANO,51.0,BANANOS
2009,6,TOMATE DE ARBOL,51.0,TOMATE DE ARBOL
2009,6,MORA,51.0,MORAS
2009,6,PAPA,62.6,PAPA
2009,6,YUCA,62.6,YUCA
2009,6,PLATANO,62.6,PLATANO
2009,6,CEBOLLA,62.6,CEBOLLA
2009,6,TOMATE,62.6,TOMATE
2009,6,ZANAHORIA,62.6,ZANAHORIA
2009,6,FRIJOL,62.6,FRIJOL
2009,6,ARVEJA,62.6,ARVEJA
2009,6,CAFE,74.31,CAFE
2009,5,ARROZ,83.2,ARROZ
2009,5,LACTEO,72.65,OTROS DERIVADOS LACTEOS
2009,5,NARANJA,52.4,NARANJAS
2009,5,BANANO,52.4,BANANOS
2009,5,TOMATE DE ARBOL,52.4,TOMATE DE ARBOL
2009,5,MORA,52.4,MORAS
2009,5,PAPA,65.59,PAPA
2009,5,YUCA,65.59,YUCA
2009,5,PLATANO,65.59,PLATANO
2009,5,CEBOLLA,65.59,CEBOLLA
2009,5,TOMATE,65.59,TOMATE
2009,5,ZANAHORIA,65.59,ZANAHORIA
2009,5,FRIJOL,65.59,FRIJOL
2009,5,ARVEJA,65.59,ARVEJA
2009,5,CAFE,71.93,CAFE
2009,4,ARROZ,83.36,ARROZ
2009,4,LACTEO,72.78,OTROS DERIVADOS LACTEOS
2009,4,NARANJA,55.26,NARANJAS
2009,4,BANANO,55.26,BANANOS
2009,4,TOMATE DE ARBOL,55.26,TOMATE DE ARBOL
2009,4,MORA,55.26,MORAS
2009,4,PAPA,65.58,PAPA
2009,4,YUCA,65.58,YUCA
2009,4,PLATANO,65.58,PLATANO
2009,4,CEBOLLA,65.58,CEBOLLA
2009,4,TOMATE,65.58,TOMATE
2009,4,ZANAHORIA,65.58,ZANAHORIA
2009,4,FRIJOL,65.58,FRIJOL
2009,4,ARVEJA,65.58,ARVEJA
2009,4,CAFE,71.16,CAFE
2009,3,ARROZ,83.81,ARROZ
2009,3,LACTEO,72.4,OTROS DERIVADOS LACTEOS
2009,3,NARANJA,55.1,NARANJAS
2009,3,BANANO,55.1,BANANOS
2009,3,TOMATE DE ARBOL,55.1,TOMATE DE ARBOL
2009,3,MORA,55.1,MORAS
2009,3,PAPA,63.89,PAPA
2009,3,YUCA,63.89,YUCA
2009,3,PLATANO,63.89,PLATANO
2009,3,CEBOLLA,63.89,CEBOLLA
2009,3,TOMATE,63.89,TOMATE
2009,3,ZANAHORIA,63.89,ZANAHORIA
2009,3,FRIJOL,63.89,FRIJOL
2009,3,ARVEJA,63.89,ARVEJA
2009,3,CAFE,70.01,CAFE
2009,2,ARROZ,84.66,ARROZ
2009,2,LACTEO,72.3,OTROS DERIVADOS LACTEOS
2009,2,NARANJA,52.81,NARANJAS
2009,2,BANANO,52.81,BANANOS
2009,2,TOMATE DE ARBOL,52.81,TOMATE DE ARBOL
2009,2,MORA,52.81,MORAS
2009,2,PAPA,63.66,PAPA
2009,2,YUCA,63.66,YUCA
2009,2,PLATANO,63.66,PLATANO
2009,2,CEBOLLA,63.66,CEBOLLA
2009,2,TOMATE,63.66,TOMATE
2009,2,ZANAHORIA,63.66,ZANAHORIA
2009,2,FRIJOL,63.66,FRIJOL
2009,2,ARVEJA,63.66,ARVEJA
2009,2,CAFE,69.51,CAFE
2009,12,ARROZ,76.73,ARROZ
2009,12,LACTEO,72.46,OTROS DERIVADOS LACTEOS
2009,12,NARANJA,43.66,NARANJAS
2009,12,BANANO,43.66,BANANOS
2009,12,TOMATE DE ARBOL,43.66,TOMATE DE ARBOL
2009,12,MORA,43.66,MORAS
2009,12,PAPA,59.22,PAPA
2009,12,YUCA,59.22,YUCA
2009,12,PLATANO,59.22,PLATANO
2009,12,CEBOLLA,59.22,CEBOLLA
2009,12,TOMATE,59.22,TOMATE
2009,12,ZANAHORIA,59.22,ZANAHORIA
2009,12,FRIJOL,59.22,FRIJOL
2009,12,ARVEJA,59.22,ARVEJA
2009,12,CAFE,76.3,CAFE
2009,11,ARROZ,76.76,ARROZ
2009,11,LACTEO,72.03,OTROS DERIVADOS LACTEOS
2009,11,NARANJA,45.4,NARANJAS
2009,11,BANANO,45.4,BANANOS
2009,11,TOMATE DE ARBOL,45.4,TOMATE DE ARBOL
2009,11,MORA,45.4,MORAS
2009,11,PAPA,59.57,PAPA
2009,11,YUCA,59.57,YUCA
2009,11,PLATANO,59.57,PLATANO
2009,11,CEBOLLA,59.57,CEBOLLA
2009,11,TOMATE,59.57,TOMATE
2009,11,ZANAHORIA,59.57,ZANAHORIA
2009,11,FRIJOL,59.57,FRIJOL
2009,11,ARVEJA,59.57,ARVEJA
2009,11,CAFE,75.9,CAFE
2009,10,ARROZ,76.9,ARROZ
2009,10,LACTEO,71.79,OTROS DERIVADOS LACTEOS
2009,10,NARANJA,49.09,NARANJAS
2009,10,BANANO,49.09,BANANOS
2009,10,TOMATE DE ARBOL,49.09,TOMATE DE ARBOL
2009,10,MORA,49.09,MORAS
2009,10,PAPA,59.59,PAPA
2009,10,YUCA,59.59,YUCA
2009,10,PLATANO,59.59,PLATANO
2009,10,CEBOLLA,59.59,CEBOLLA
2009,10,TOMATE,59.59,TOMATE
2009,10,ZANAHORIA,59.59,ZANAHORIA
2009,10,FRIJOL,59.59,FRIJOL
2009,10,ARVEJA,59.59,ARVEJA
2009,10,CAFE,75.78,CAFE
2009,1,ARROZ,85.03,ARROZ
2009,1,LACTEO,71.65,OTROS DERIVADOS LACTEOS
2009,1,NARANJA,51.12,NARANJAS
2009,1,BANANO,51.12,BANANOS
2009,1,TOMATE DE ARBOL,51.12,TOMATE DE ARBOL
2009,1,MORA,51.12,MORAS
2009,1,PAPA,63.55,PAPA
2009,1,YUCA,63.55,YUCA
2009,1,PLATANO,63.55,PLATANO
2009,1,CEBOLLA,63.55,CEBOLLA
2009,1,TOMATE,63.55,TOMATE
2009,1,ZANAHORIA,63.55,ZANAHORIA
2009,1,FRIJOL,63.55,FRIJOL
2009,1,ARVEJA,63.55,ARVEJA
2009,1,CAFE,69.48,CAFE
