Año,Mes,Cultivo,Índice,Subclase
2013,7,ARVEJA,68.88,ARVEJA
2013,7,CAFE,87.07,CAFE
2013,6,ARROZ,86.79,ARROZ
2013,6,LACTEO,80.92,OTROS DERIVADOS LACTEOS
2013,6,NARANJA,56.36,NARANJAS
2013,6,BANANO,56.36,BANANOS
2013,6,TOMATE DE ARBOL,56.36,TOMATE DE ARBOL
2013,6,MORA,56.36,MORAS
2013,6,PAPA,68.2,PAPA
2013,6,YUCA,68.2,YUCA
2013,6,PLATANO,68.2,PLATANO
2013,6,CEBOLLA,68.2,CEBOLLA
2013,6,TOMATE,68.2,TOMATE
2013,6,ZANAHORIA,68.2,ZANAHORIA
2013,6,FRIJOL,68.2,FRIJOL
2013,6,ARVEJA,68.2,ARVEJA
2013,6,CAFE,86.93,CAFE
2013,5,ARROZ,86.95,ARROZ
2013,5,LACTEO,81.24,OTROS DERIVADOS LACTEOS
2013,5,NARANJA,58.12,NARANJAS
2013,5,BANANO,58.12,BANANOS
2013,5,TOMATE DE ARBOL,58.12,TOMATE DE ARBOL
2013,5,MORA,58.12,MORAS
2013,5,PAPA,68.89,PAPA
2013,5,YUCA,68.89,YUCA
2013,5,PLATANO,68.89,PLATANO
2013,5,CEBOLLA,68.89,CEBOLLA
2013,5,TOMATE,68.89,TOMATE
2013,5,ZANAHORIA,68.89,ZANAHORIA
2013,5,FRIJOL,68.89,FRIJOL
2013,5,ARVEJA,68.89,ARVEJA
2013,5,CAFE,87.53,CAFE
2013,4,ARROZ,87.15,ARROZ
2013,4,LACTEO,81.28,OTROS DERIVADOS LACTEOS
2013,4,NARANJA,62.34,NARANJAS
2013,4,BANANO,62.34,BANANOS
2013,4,TOMATE DE ARBOL,62.34,TOMATE DE ARBOL
2013,4,MORA,62.34,MORAS
2013,4,PAPA,66.88,PAPA
2013,4,YUCA,66.88,YUCA
2013,4,PLATANO,66.88,PLATANO
2013,4,CEBOLLA,66.88,CEBOLLA
2013,4,TOMATE,66.88,TOMATE
2013,4,ZANAHORIA,66.88,ZANAHORIA
2013,4,FRIJOL,66.88,FRIJOL
2013,4,ARVEJA,66.88,ARVEJA
2013,4,CAFE,87.79,CAFE
2013,3,ARROZ,87.39,ARROZ
2013,3,LACTEO,80.76,OTROS DERIVADOS LACTEOS
2013,3,NARANJA,59.27,NARANJAS
2013,3,BANANO,59.27,BANANOS
2013,3,TOMATE DE ARBOL,59.27,TOMATE DE ARBOL
2013,3,MORA,59.27,MORAS
2013,3,PAPA,66.99,PAPA
2013,3,YUCA,66.99,YUCA
2013,3,PLATANO,66.99,PLATANO
2013,3,CEBOLLA,66.99,CEBOLLA
2013,3,TOMATE,66.99,TOMATE
2013,3,ZANAHORIA,66.99,ZANAHORIA
2013,3,FRIJOL,66.99,FRIJOL
2013,3,ARVEJA,66.99,ARVEJA
2013,3,CAFE,88.3,CAFE
2013,2,ARROZ,88.78,ARROZ
2013,2,LACTEO,80.88,OTROS DERIVADOS LACTEOS
2013,2,NARANJA,56.3,NARANJAS
2013,2,BANANO,56.3,BANANOS
2013,2,TOMATE DE ARBOL,56.3,TOMATE DE ARBOL
2013,2,MORA,56.3,MORAS
2013,2,PAPA,65.41,PAPA
2013,2,YUCA,65.41,YUCA
2013,2,PLATANO,65.41,PLATANO
2013,2,CEBOLLA,65.41,CEBOLLA
2013,2,TOMATE,65.41,TOMATE
2013,2,ZANAHORIA,65.41,ZANAHORIA
2013,2,FRIJOL,65.41,FRIJOL
2013,2,ARVEJA,65.41,ARVEJA
2013,2,CAFE,88.32,CAFE
2013,12,ARROZ,86.06,ARROZ
2013,12,LACTEO,81.57,OTROS DERIVADOS LACTEOS
2013,12,NARANJA,58.21,NARANJAS
2013,12,BANANO,58.21,BANANOS
2013,12,TOMATE DE ARBOL,58.21,TOMATE DE ARBOL
2013,12,MORA,58.21,MORAS
2013,12,PAPA,62.49,PAPA
2013,12,YUCA,62.49,YUCA
2013,12,PLATANO,62.49,PLATANO
2013,12,CEBOLLA,62.49,CEBOLLA
2013,12,TOMATE,62.49,TOMATE
2013,12,ZANAHORIA,62.49,ZANAHORIA
2013,12,FRIJOL,62.49,FRIJOL
2013,12,ARVEJA,62.49,ARVEJA
2013,12,CAFE,85.75,CAFE
2013,11,ARROZ,85.86,ARROZ
2013,11,LACTEO,81.53,OTROS DERIVADOS LACTEOS
2013,11,NARANJA,60.13,NARANJAS
2013,11,BANANO,60.13,BANANOS
2013,11,TOMATE DE ARBOL,60.13,TOMATE DE ARBOL
2013,11,MORA,60.13,MORAS
2013,11,PAPA,61.52,PAPA
2013,11,YUCA,61.52,YUCA
2013,11,PLATANO,61.52,PLATANO
2013,11,CEBOLLA,61.52,CEBOLLA
2013,11,TOMATE,61.52,TOMATE
2013,11,ZANAHORIA,61.52,ZANAHORIA
2013,11,FRIJOL,61.52,FRIJOL
2013,11,ARVEJA,61.52,ARVEJA
2013,11,CAFE,85.97,CAFE
2013,10,ARROZ,86.07,ARROZ
2013,10,LACTEO,81.54,OTROS DERIVADOS LACTEOS
2013,10,NARANJA,62.35,NARANJAS
2013,10,BANANO,62.35,BANANOS
2013,10,TOMATE DE ARBOL,62.35,TOMATE DE ARBOL
2013,10,MORA,62.35,MORAS
2013,10,PAPA,63.18,PAPA
2013,10,YUCA,63.18,YUCA
2013,10,PLATANO,63.18,PLATANO
2013,10,CEBOLLA,63.18,CEBOLLA
2013,10,TOMATE,63.18,TOMATE
2013,10,ZANAHORIA,63.18,ZANAHORIA
2013,10,FRIJOL,63.18,FRIJOL
2013,10,ARVEJA,63.18,ARVEJA
2013,10,CAFE,86.58,CAFE
2013,1,ARROZ,90.55,ARROZ
2013,1,LACTEO,80.19,OTROS DERIVADOS LACTEOS
2013,1,NARANJA,54.33,NARANJAS
2013,1,BANANO,54.33,BANANOS
2013,1,TOMATE DE ARBOL,54.33,TOMATE DE ARBOL
2013,1,MORA,54.33,MORAS
2013,1,PAPA,65.71,PAPA
2013,1,YUCA,65.71,YUCA
2013,1,PLATANO,65.71,PLATANO
2013,1,CEBOLLA,65.71,CEBOLLA
2013,1,TOMATE,65.71,TOMATE
2013,1,ZANAHORIA,65.71,ZANAHORIA
2013,1,FRIJOL,65.71,FRIJOL
2013,1,ARVEJA,65.71,ARVEJA
2013,1,CAFE,89.77,CAFE
2012,9,ARROZ,89.46,ARROZ
2012,9,LACTEO,79.9,OTROS DERIVADOS LACTEOS
2012,9,NARANJA,56.12,NARANJAS
2012,9,BANANO,56.12,BANANOS
2012,9,TOMATE DE ARBOL,56.12,TOMATE DE ARBOL
2012,9,MORA,56.12,MORAS
2012,9,PAPA,66.9,PAPA
2012,9,YUCA,66.9,YUCA
2012,9,PLATANO,66.9,PLATANO
2012,9,CEBOLLA,66.9,CEBOLLA
2012,9,TOMATE,66.9,TOMATE
2012,9,ZANAHORIA,66.9,ZANAHORIA
2012,9,FRIJOL,66.9,FRIJOL
2012,9,ARVEJA,66.9,ARVEJA
2012,9,CAFE,90.08,CAFE
2012,8,ARROZ,89.37,ARROZ
2012,8,LACTEO,79.65,OTROS DERIVADOS LACTEOS
2012,8,NARANJA,56.32,NARANJAS
2012,8,BANANO,56.32,BANANOS
2012,8,TOMATE DE ARBOL,56.32,TOMATE DE ARBOL
2012,8,MORA,56.32,MORAS
2012,8,PAPA,66.25,PAPA
2012,8,YUCA,66.25,YUCA
2012,8,PLATANO,66.25,PLATANO
2012,8,CEBOLLA,66.25,CEBOLLA
2012,8,TOMATE,66.25,TOMATE
2012,8,ZANAHORIA,66.25,ZANAHORIA
2012,8,FRIJOL,66.25,FRIJOL
2012,8,ARVEJA,66.25,ARVEJA
2012,8,CAFE,90.22,CAFE
2012,7,ARROZ,89.49,ARROZ
2012,7,LACTEO,79.32,OTROS DERIVADOS LACTEOS
2012,7,NARANJA,57.12,NARANJAS
2012,7,BANANO,57.12,BANANOS
2012,7,TOMATE DE ARBOL,57.12,TOMATE DE ARBOL
2012,7,MORA,57.12,MORAS
2012,7,PAPA,67.08,PAPA
2012,7,YUCA,67.08,YUCA
2012,7,PLATANO,67.08,PLATANO
2012,7,CEBOLLA,67.08,CEBOLLA
2012,7,TOMATE,67.08,TOMATE
2012,7,ZANAHORIA,67.08,ZANAHORIA
2012,7,FRIJOL,67.08,FRIJOL
2012,7,ARVEJA,67.08,ARVEJA
2012,7,CAFE,89.89,CAFE
2012,6,ARROZ,90.38,ARROZ
2012,6,LACTEO,79.54,OTROS DERIVADOS LACTEOS
2012,6,NARANJA,55.68,NARANJAS
2012,6,BANANO,55.68,BANANOS
2012,6,TOMATE DE ARBOL,55.68,TOMATE DE ARBOL
2012,6,MORA,55.68,MORAS
2012,6,PAPA,66.96,PAPA
2012,6,YUCA,66.96,YUCA
2012,6,PLATANO,66.96,PLATANO
2012,6,CEBOLLA,66.96,CEBOLLA
2012,6,TOMATE,66.96,TOMATE
2012,6,ZANAHORIA,66.96,ZANAHORIA
2012,6,FRIJOL,66.96,FRIJOL
2012,6,ARVEJA,66.96,ARVEJA
2012,6,CAFE,90.16,CAFE
2012,5,ARROZ,89.48,ARROZ
2012,5,LACTEO,80.47,OTROS DERIVADOS LACTEOS
2012,5,NARANJA,57.3,NARANJAS
2012,5,BANANO,57.3,BANANOS
2012,5,TOMATE DE ARBOL,57.3,TOMATE DE ARBOL
2012,5,MORA,57.3,MORAS
2012,5,PAPA,67.11,PAPA
2012,5,YUCA,67.11,YUCA
2012,5,PLATANO,67.11,PLATANO
2012,5,CEBOLLA,67.11,CEBOLLA
2012,5,TOMATE,67.11,TOMATE
2012,5,ZANAHORIA,67.11,ZANAHORIA
2012,5,FRIJOL,67.11,FRIJOL
2012,5,ARVEJA,67.11,ARVEJA
2012,5,CAFE,89.78,CAFE
2012,4,ARROZ,85.75,ARROZ
2012,4,LACTEO,80.34,OTROS DERIVADOS LACTEOS
2012,4,NARANJA,62.16,NARANJAS
2012,4,BANANO,62.16,BANANOS
2012,4,TOMATE DE ARBOL,62.16,TOMATE DE ARBOL
2012,4,MORA,62.16,MORAS
2012,4,PAPA,67.25,PAPA
2012,4,YUCA,67.25,YUCA
2012,4,PLATANO,67.25,PLATANO
2012,4,CEBOLLA,67.25,CEBOLLA
2012,4,TOMATE,67.25,TOMATE
2012,4,ZANAHORIA,67.25,ZANAHORIA
2012,4,FRIJOL,67.25,FRIJOL
2012,4,ARVEJA,67.25,ARVEJA
2012,4,CAFE,89.73,CAFE
2012,3,ARROZ,83.45,ARROZ
2012,3,LACTEO,79.75,OTROS DERIVADOS LACTEOS
2012,3,NARANJA,63.18,NARANJAS
2012,3,BANANO,63.18,BANANOS
2012,3,TOMATE DE ARBOL,63.18,TOMATE DE ARBOL
2012,3,MORA,63.18,MORAS
2012,3,PAPA,68.0,PAPA
2012,3,YUCA,68.0,YUCA
2012,3,PLATANO,68.0,PLATANO
2012,3,CEBOLLA,68.0,CEBOLLA
2012,3,TOMATE,68.0,TOMATE
2012,3,ZANAHORIA,68.0,ZANAHORIA
2012,3,FRIJOL,68.0,FRIJOL
2012,3,ARVEJA,68.0,ARVEJA
2012,3,CAFE,89.14,CAFE
2012,2,ARROZ,83.06,ARROZ
2012,2,LACTEO,79.7,OTROS DERIVADOS LACTEOS
2012,2,NARANJA,59.36,NARANJAS
2012,2,BANANO,59.36,BANANOS
2012,2,TOMATE DE ARBOL,59.36,TOMATE DE ARBOL
2012,2,MORA,59.36,MORAS
2012,2,PAPA,70.67,PAPA
2012,2,YUCA,70.67,YUCA
2012,2,PLATANO,70.67,PLATANO
2012,2,CEBOLLA,70.67,CEBOLLA
2012,2,TOMATE,70.67,TOMATE
2012,2,ZANAHORIA,70.67,ZANAHORIA
2012,2,FRIJOL,70.67,FRIJOL
2012,2,ARVEJA,70.67,ARVEJA
2012,2,CAFE,88.55,CAFE
2012,12,ARROZ,90.61,ARROZ
2012,12,LACTEO,80.54,OTROS DERIVADOS LACTEOS
2012,12,NARANJA,53.39,NARANJAS
2012,12,BANANO,53.39,BANANOS
2012,12,TOMATE DE ARBOL,53.39,TOMATE DE ARBOL
2012,12,MORA,53.39,MORAS
2012,12,PAPA,64.91,PAPA
2012,12,YUCA,64.91,YUCA
2012,12,PLATANO,64.91,PLATANO
2012,12,CEBOLLA,64.91,CEBOLLA
2012,12,TOMATE,64.91,TOMATE
2012,12,ZANAHORIA,64.91,ZANAHORIA
2012,12,FRIJOL,64.91,FRIJOL
2012,12,ARVEJA,64.91,ARVEJA
2012,12,CAFE,89.96,CAFE
2012,11,ARROZ,90.14,ARROZ
2012,11,LACTEO,80.4,OTROS DERIVADOS LACTEOS
2012,11,NARANJA,54.24,NARANJAS
2012,11,BANANO,54.24,BANANOS
2012,11,TOMATE DE ARBOL,54.24,TOMATE DE ARBOL
2012,11,MORA,54.24,MORAS
2012,11,PAPA,66.39,PAPA
2012,11,YUCA,66.39,YUCA
2012,11,PLATANO,66.39,PLATANO
2012,11,CEBOLLA,66.39,CEBOLLA
2012,11,TOMATE,66.39,TOMATE
2012,11,ZANAHORIA,66.39,ZANAHORIA
2012,11,FRIJOL,66.39,FRIJOL
2012,11,ARVEJA,66.39,ARVEJA
2012,11,CAFE,89.87,CAFE
2012,10,ARROZ,89.91,ARROZ
2012,10,LACTEO,80.55,OTROS DERIVADOS LACTEOS
2012,10,NARANJA,57.06,NARANJAS
2012,10,BANANO,57.06,BANANOS
2012,10,TOMATE DE ARBOL,57.06,TOMATE DE ARBOL
2012,10,MORA,57.06,MORAS
2012,10,PAPA,68.33,PAPA
2012,10,YUCA,68.33,YUCA
2012,10,PLATANO,68.33,PLATANO
2012,10,CEBOLLA,68.33,CEBOLLA
2012,10,TOMATE,68.33,TOMATE
2012,10,ZANAHORIA,68.33,ZANAHORIA
2012,10,FRIJOL,68.33,FRIJOL
2012,10,ARVEJA,68.33,ARVEJA
2012,10,CAFE,90.07,CAFE
2012,1,ARROZ,83.15,ARROZ
2012,1,LACTEO,79.52,OTROS DERIVADOS LACTEOS
2012,1,NARANJA,55.87,NARANJAS
2012,1,BANANO,55.87,BANANOS
2012,1,TOMATE DE ARBOL,55.87,TOMATE DE ARBOL
2012,1,MORA,55.87,MORAS
2012,1,PAPA,70.91,PAPA
2012,1,YUCA,70.91,YUCA
2012,1,PLATANO,70.91,PLATANO
2012,1,CEBOLLA,70.91,CEBOLLA
2012,1,TOMATE,70.91,TOMATE
2012,1,ZANAHORIA,70.91,ZANAHORIA
2012,1,FRIJOL,70.91,FRIJOL
2012,1,ARVEJA,70.91,ARVEJA
2012,1,CAFE,88.18,CAFE
2011,9,ARROZ,82.2,ARROZ
2011,9,LACTEO,75.93,OTROS DERIVADOS LACTEOS
2011,9,NARANJA,62.01,NARANJAS
2011,9,BANANO,62.01,BANANOS
2011,9,TOMATE DE ARBOL,62.01,TOMATE DE ARBOL
2011,9,MORA,62.01,MORAS
2011,9,PAPA,69.12,PAPA
2011,9,YUCA,69.12,YUCA
2011,9,PLATANO,69.12,PLATANO
2011,9,CEBOLLA,69.12,CEBOLLA
2011,9,TOMATE,69.12,TOMATE
2011,9,ZANAHORIA,69.12,ZANAHORIA
2011,9,FRIJOL,69.12,FRIJOL
2011,9,ARVEJA,69.12,ARVEJA
2011,9,CAFE,86.21,CAFE
2011,8,ARROZ,82.82,ARROZ
2011,8,LACTEO,75.64,OTROS DERIVADOS LACTEOS
2011,8,NARANJA,62.94,NARANJAS
2011,8,BANANO,62.94,BANANOS
2011,8,TOMATE DE ARBOL,62.94,TOMATE DE ARBOL
2011,8,MORA,62.94,MORAS
2011,8,PAPA,68.36,PAPA
2011,8,YUCA,68.36,YUCA
2011,8,PLATANO,68.36,PLATANO
2011,8,CEBOLLA,68.36,CEBOLLA
2011,8,TOMATE,68.36,TOMATE
2011,8,ZANAHORIA,68.36,ZANAHORIA
2011,8,FRIJOL,68.36,FRIJOL
2011,8,ARVEJA,68.36,ARVEJA
2011,8,CAFE,86.01,CAFE
2011,7,ARROZ,83.78,ARROZ
2011,7,LACTEO,75.11,OTROS DERIVADOS LACTEOS
2011,7,NARANJA,64.16,NARANJAS
2011,7,BANANO,64.16,BANANOS
2011,7,TOMATE DE ARBOL,64.16,TOMATE DE ARBOL
2011,7,MORA,64.16,MORAS
2011,7,PAPA,69.77,PAPA
2011,7,YUCA,69.77,YUCA
2011,7,PLATANO,69.77,PLATANO
2011,7,CEBOLLA,69.77,CEBOLLA
2011,7,TOMATE,69.77,TOMATE
2011,7,ZANAHORIA,69.77,ZANAHORIA
2011,7,FRIJOL,69.77,FRIJOL
2011,7,ARVEJA,69.77,ARVEJA
2011,7,CAFE,85.68,CAFE
2011,6,ARROZ,83.92,ARROZ
2011,6,LACTEO,75.01,OTROS DERIVADOS LACTEOS
2011,6,NARANJA,61.05,NARANJAS
2011,6,BANANO,61.05,BANANOS
2011,6,TOMATE DE ARBOL,61.05,TOMATE DE ARBOL
2011,6,MORA,61.05,MORAS
2011,6,PAPA,68.74,PAPA
2011,6,YUCA,68.74,YUCA
2011,6,PLATANO,68.74,PLATANO
2011,6,CEBOLLA,68.74,CEBOLLA
2011,6,TOMATE,68.74,TOMATE
2011,6,ZANAHORIA,68.74,ZANAHORIA
2011,6,FRIJOL,68.74,FRIJOL
2011,6,ARVEJA,68.74,ARVEJA
2011,6,CAFE,85.4,CAFE
2011,5,ARROZ,83.33,ARROZ
2011,5,LACTEO,75.11,OTROS DERIVADOS LACTEOS
2011,5,NARANJA,60.28,NARANJAS
2011,5,BANANO,60.28,BANANOS
2011,5,TOMATE DE ARBOL,60.28,TOMATE DE ARBOL
2011,5,MORA,60.28,MORAS
2011,5,PAPA,66.96,PAPA
2011,5,YUCA,66.96,YUCA
2011,5,PLATANO,66.96,PLATANO
2011,5,CEBOLLA,66.96,CEBOLLA
2011,5,TOMATE,66.96,TOMATE
2011,5,ZANAHORIA,66.96,ZANAHORIA
2011,5,FRIJOL,66.96,FRIJOL
2011,5,ARVEJA,66.96,ARVEJA
2011,5,CAFE,85.31,CAFE
2011,4,ARROZ,81.54,ARROZ
2011,4,LACTEO,74.72,OTROS DERIVADOS LACTEOS
2011,4,NARANJA,61.61,NARANJAS
2011,4,BANANO,61.61,BANANOS
2011,4,TOMATE DE ARBOL,61.61,TOMATE DE ARBOL
2011,4,MORA,61.61,MORAS
2011,4,PAPA,64.84,PAPA
2011,4,YUCA,64.84,YUCA
2011,4,PLATANO,64.84,PLATANO
2011,4,CEBOLLA,64.84,CEBOLLA
2011,4,TOMATE,64.84,TOMATE
2011,4,ZANAHORIA,64.84,ZANAHORIA
2011,4,FRIJOL,64.84,FRIJOL
2011,4,ARVEJA,64.84,ARVEJA
2011,4,CAFE,84.95,CAFE
2011,3,ARROZ,81.21,ARROZ
2011,3,LACTEO,74.71,OTROS DERIVADOS LACTEOS
2011,3,NARANJA,61.24,NARANJAS
2011,3,BANANO,61.24,BANANOS
2011,3,TOMATE DE ARBOL,61.24,TOMATE DE ARBOL
2011,3,MORA,61.24,MORAS
2011,3,PAPA,65.21,PAPA
2011,3,YUCA,65.21,YUCA
2011,3,PLATANO,65.21,PLATANO
2011,3,CEBOLLA,65.21,CEBOLLA
2011,3,TOMATE,65.21,TOMATE
2011,3,ZANAHORIA,65.21,ZANAHORIA
2011,3,FRIJOL,65.21,FRIJOL
2011,3,ARVEJA,65.21,ARVEJA
2011,3,CAFE,84.62,CAFE
2011,2,ARROZ,80.83,ARROZ
2011,2,LACTEO,74.8,OTROS DERIVADOS LACTEOS
2011,2,NARANJA,57.65,NARANJAS
2011,2,BANANO,57.65,BANANOS
2011,2,TOMATE DE ARBOL,57.65,TOMATE DE ARBOL
2011,2,MORA,57.65,MORAS
2011,2,PAPA,67.09,PAPA
2011,2,YUCA,67.09,YUCA
2011,2,PLATANO,67.09,PLATANO
2011,2,CEBOLLA,67.09,CEBOLLA
2011,2,TOMATE,67.09,TOMATE
2011,2,ZANAHORIA,67.09,ZANAHORIA
2011,2,FRIJOL,67.09,FRIJOL
2011,2,ARVEJA,67.09,ARVEJA
2011,2,CAFE,84.03,CAFE
2011,12,ARROZ,82.82,ARROZ
2011,12,LACTEO,78.62,OTROS DERIVADOS LACTEOS
2011,12,NARANJA,55.46,NARANJAS
2011,12,BANANO,55.46,BANANOS
2011,12,TOMATE DE ARBOL,55.46,TOMATE DE ARBOL
2011,12,MORA,55.46,MORAS
2011,12,PAPA,68.77,PAPA
2011,12,YUCA,68.77,YUCA
2011,12,PLATANO,68.77,PLATANO
2011,12,CEBOLLA,68.77,CEBOLLA
2011,12,TOMATE,68.77,TOMATE
2011,12,ZANAHORIA,68.77,ZANAHORIA
2011,12,FRIJOL,68.77,FRIJOL
2011,12,ARVEJA,68.77,ARVEJA
2011,12,CAFE,87.61,CAFE
2011,11,ARROZ,82.56,ARROZ
2011,11,LACTEO,77.67,OTROS DERIVADOS LACTEOS
2011,11,NARANJA,57.43,NARANJAS
2011,11,BANANO,57.43,BANANOS
2011,11,TOMATE DE ARBOL,57.43,TOMATE DE ARBOL
2011,11,MORA,57.43,MORAS
2011,11,PAPA,68.27,PAPA
2011,11,YUCA,68.27,YUCA
2011,11,PLATANO,68.27,PLATANO
2011,11,CEBOLLA,68.27,CEBOLLA
2011,11,TOMATE,68.27,TOMATE
2011,11,ZANAHORIA,68.27,ZANAHORIA
2011,11,FRIJOL,68.27,FRIJOL
2011,11,ARVEJA,68.27,ARVEJA
2011,11,CAFE,86.97,CAFE
2011,10,ARROZ,82.58,ARROZ
2011,10,LACTEO,77.12,OTROS DERIVADOS LACTEOS
2011,10,NARANJA,60.39,NARANJAS
2011,10,BANANO,60.39,BANANOS
2011,10,TOMATE DE ARBOL,60.39,TOMATE DE ARBOL
2011,10,MORA,60.39,MORAS
2011,10,PAPA,69.17,PAPA
2011,10,YUCA,69.17,YUCA
2011,10,PLATANO,69.17,PLATANO
2011,10,CEBOLLA,69.17,CEBOLLA
2011,10,TOMATE,69.17,TOMATE
2011,10,ZANAHORIA,69.17,ZANAHORIA
2011,10,FRIJOL,69.17,FRIJOL
2011,10,ARVEJA,69.17,ARVEJA
2011,10,CAFE,86.7,CAFE
2011,1,ARROZ,80.51,ARROZ
2011,1,LACTEO,74.53,OTROS DERIVADOS LACTEOS
2011,1,NARANJA,51.78,NARANJAS
2011,1,BANANO,51.78,BANANOS
2011,1,TOMATE DE ARBOL,51.78,TOMATE DE ARBOL
2011,1,MORA,51.78,MORAS
2011,1,PAPA,67.96,PAPA
2011,1,YUCA,67.96,YUCA
2011,1,PLATANO,67.96,PLATANO
2011,1,CEBOLLA,67.96,CEBOLLA
2011,1,TOMATE,67.96,TOMATE
2011,1,ZANAHORIA,67.96,ZANAHORIA
2011,1,FRIJOL,67.96,FRIJOL
2011,1,ARVEJA,67.96,ARVEJA
2011,1,CAFE,82.62,CAFE
2010,9,ARROZ,76.82,ARROZ
2010,9,LACTEO,74.13,OTROS DERIVADOS LACTEOS
2010,9,NARANJA,46.46,NARANJAS
2010,9,BANANO,46.46,BANANOS
2010,9,TOMATE DE ARBOL,46.46,TOMATE DE ARBOL
2010,9,MORA,46.46,MORAS
2010,9,PAPA,63.29,PAPA
2010,9,YUCA,63.29,YUCA
2010,9,PLATANO,63.29,PLATANO
2010,9,CEBOLLA,63.29,CEBOLLA
2010,9,TOMATE,63.29,TOMATE
2010,9,ZANAHORIA,63.29,ZANAHORIA
2010,9,FRIJOL,63.29,FRIJOL
2010,9,ARVEJA,63.29,ARVEJA
2010,9,CAFE,80.04,CAFE
2010,8,ARROZ,76.89,ARROZ
2010,8,LACTEO,74.0,OTROS DERIVADOS LACTEOS
2010,8,NARANJA,46.68,NARANJAS
2010,8,BANANO,46.68,BANANOS
2010,8,TOMATE DE ARBOL,46.68,TOMATE DE ARBOL
2010,8,MORA,46.68,MORAS
2010,8,PAPA,66.58,PAPA
2010,8,YUCA,66.58,YUCA
2010,8,PLATANO,66.58,PLATANO
2010,8,CEBOLLA,66.58,CEBOLLA
2010,8,TOMATE,66.58,TOMATE
2010,8,ZANAHORIA,66.58,ZANAHORIA
2010,8,FRIJOL,66.58,FRIJOL
2010,8,ARVEJA,66.58,ARVEJA
2010,8,CAFE,79.38,CAFE
2010,7,ARROZ,77.0,ARROZ
2010,7,LACTEO,73.91,OTROS DERIVADOS LACTEOS
2010,7,NARANJA,47.45,NARANJAS
2010,7,BANANO,47.45,BANANOS
2010,7,TOMATE DE ARBOL,47.45,TOMATE DE ARBOL
2010,7,MORA,47.45,MORAS
2010,7,PAPA,67.17,PAPA
2010,7,YUCA,67.17,YUCA
2010,7,PLATANO,67.17,PLATANO
2010,7,CEBOLLA,67.17,CEBOLLA
2010,7,TOMATE,67.17,TOMATE
2010,7,ZANAHORIA,67.17,ZANAHORIA
2010,7,FRIJOL,67.17,FRIJOL
2010,7,ARVEJA,67.17,ARVEJA
2010,7,CAFE,78.54,CAFE
2010,6,ARROZ,77.31,ARROZ
2010,6,LACTEO,73.92,OTROS DERIVADOS LACTEOS
2010,6,NARANJA,48.84,NARANJAS
2010,6,BANANO,48.84,BANANOS
2010,6,TOMATE DE ARBOL,48.84,TOMATE DE ARBOL
2010,6,MORA,48.84,MORAS
2010,6,PAPA,68.36,PAPA
2010,6,YUCA,68.36,YUCA
2010,6,PLATANO,68.36,PLATANO
2010,6,CEBOLLA,68.36,CEBOLLA
2010,6,TOMATE,68.36,TOMATE
2010,6,ZANAHORIA,68.36,ZANAHORIA
2010,6,FRIJOL,68.36,FRIJOL
2010,6,ARVEJA,68.36,ARVEJA
2010,6,CAFE,77.97,CAFE
2010,5,ARROZ,76.93,ARROZ
2010,5,LACTEO,74.09,OTROS DERIVADOS LACTEOS
2010,5,NARANJA,51.42,NARANJAS
2010,5,BANANO,51.42,BANANOS
2010,5,TOMATE DE ARBOL,51.42,TOMATE DE ARBOL
2010,5,MORA,51.42,MORAS
2010,5,PAPA,69.3,PAPA
2010,5,YUCA,69.3,YUCA
2010,5,PLATANO,69.3,PLATANO
2010,5,CEBOLLA,69.3,CEBOLLA
2010,5,TOMATE,69.3,TOMATE
2010,5,ZANAHORIA,69.3,ZANAHORIA
2010,5,FRIJOL,69.3,FRIJOL
2010,5,ARVEJA,69.3,ARVEJA
2010,5,CAFE,77.81,CAFE
2010,4,ARROZ,76.65,ARROZ
2010,4,LACTEO,74.19,OTROS DERIVADOS LACTEOS
2010,4,NARANJA,53.93,NARANJAS
2010,4,BANANO,53.93,BANANOS
2010,4,TOMATE DE ARBOL,53.93,TOMATE DE ARBOL
2010,4,MORA,53.93,MORAS
2010,4,PAPA,69.83,PAPA
2010,4,YUCA,69.83,YUCA
2010,4,PLATANO,69.83,PLATANO
2010,4,CEBOLLA,69.83,CEBOLLA
2010,4,TOMATE,69.83,TOMATE
2010,4,ZANAHORIA,69.83,ZANAHORIA
2010,4,FRIJOL,69.83,FRIJOL
2010,4,ARVEJA,69.83,ARVEJA
2010,4,CAFE,77.44,CAFE
2010,3,ARROZ,77.01,ARROZ
2010,3,LACTEO,73.99,OTROS DERIVADOS LACTEOS
2010,3,NARANJA,51.21,NARANJAS
2010,3,BANANO,51.21,BANANOS
2010,3,TOMATE DE ARBOL,51.21,TOMATE DE ARBOL
2010,3,MORA,51.21,MORAS
2010,3,PAPA,66.09,PAPA
2010,3,YUCA,66.09,YUCA
2010,3,PLATANO,66.09,PLATANO
2010,3,CEBOLLA,66.09,CEBOLLA
2010,3,TOMATE,66.09,TOMATE
2010,3,ZANAHORIA,66.09,ZANAHORIA
2010,3,FRIJOL,66.09,FRIJOL
2010,3,ARVEJA,66.09,ARVEJA
2010,3,CAFE,77.31,CAFE
2010,2,ARROZ,77.13,ARROZ
2010,2,LACTEO,73.72,OTROS DERIVADOS LACTEOS
2010,2,NARANJA,47.93,NARANJAS
2010,2,BANANO,47.93,BANANOS
