AP_Numero_BP;AP_ID_ADR;AP_CADENA_PRODUCTIVA_ADR;AP_Id_Predio;AP_Departamento;AP_Municipio;AP_Longitud_Predio 12;AP_Latitud_Predio 13;AP_Longitud_Predio 13;AP_Latitud_Predio 14;AP_Longitud_Predio 14;AP_Latitud_Predio 15;AP_Latitud_Predio 16;AP_Latitud_Predio 17;AP_Latitud_Predio 18;AP_Latitud_Predio 19;AP_Latitud_Predio 20;AP_Latitud_Predio 21;AP_Latitud_Predio 22;AP_Latitud_Predio 23;AP_Latitud_Predio 24;AP_Latitud_Predio 25
124;1;AGRICOLA;19;BOLIVAR;Clemencia;-75.32785556;10.528675;-75.32825278;10.52861389;-75.32842222;10.52808611;-75.32783056;10.52821111;;;;;;;;
124;1;AGRICOLA;20;BOLIVAR;Clemencia;-75.26132222;10.53944722;-75.26113333;10.54010833;-75.26098056;10.54061111;-75.26021667;10.53987222;;;;;;;;
124;1;AGRICOLA;21;BOLIVAR;Clemencia;-75.25666667;10.54722222;-75.25690278;10.54757222;-75.2571;10.54788611;-75.25645;10.54697778;;;;;;;;
124;1;AGRICOLA;22;BOLIVAR;Clemencia;-75.32783333;10.54047222;-75.32661111;10.540325;-75.32551111;10.54012778;-75.32678333;10.54128889;;;;;;;;
124;1;AGRICOLA;23;BOLIVAR;Clemencia;-75.32629444;10.54177778;-75.32646667;10.54360833;-75.32644722;10.54454444;-75.32573333;10.54361944;;;;;;;;
124;1;AGRICOLA;24;BOLIVAR;Clemencia;-75.26198611;10.54031111;-75.26146111;10.54035;-75.26150833;10.53988611;-75.26065278;10.53855278;;;;;;;;
124;1;AGRICOLA;25;BOLIVAR;Clemencia;-75.29455556;10.54597222;-75.29506944;10.54575556;-75.29506944;10.54484444;-75.29644444;10.54495;;;;;;;;
124;1;AGRICOLA;26;BOLIVAR;Clemencia;-75.29698611;10.54463889;-75.29718056;10.5431;-75.2975;10.54181389;-75.29691667;10.54310278;;;;;;;;
124;1;AGRICOLA;27;BOLIVAR;Clemencia;-75.32815556;10.56855556;-75.32877222;10.56858056;-75.32853333;10.56876667;-75.32787778;10.56906111;;;;;;;;
124;1;AGRICOLA;28;BOLIVAR;Clemencia;-75.32703889;10.54336667;-75.32771389;10.54336944;-75.32698333;10.54305833;-75.32807778;10.54358056;;;;;;;;
124;1;AGRICOLA;29;BOLIVAR;Clemencia;-75.29608333;10.54615833;-75.29694444;10.54510556;-75.29807222;10.54565556;-75.29678056;10.54529167;;;;;;;;
124;1;AGRICOLA;30;BOLIVAR;Clemencia;-75.25194444;10.54777778;-75.25218333;10.54798611;-75.25179167;10.54812222;-75.25231944;10.54765556;;;;;;;;
124;1;AGRICOLA;31;BOLIVAR;Clemencia;-75.32893889;10.55016667;-75.329175;10.55128056;-75.32884167;10.55164167;-75.32927222;10.55191944;;;;;;;;
124;1;AGRICOLA;32;BOLIVAR;Clemencia;-75.33169167;10.54944444;-75.33304444;10.54957778;-75.3329;10.54891944;-75.33216389;10.54836389;;;;;;;;
124;1;AGRICOLA;33;BOLIVAR;Clemencia;-75.32561389;10.54255556;-75.32677778;10.54326389;-75.32733889;10.54234167;-75.32685;10.54196111;;;;;;;;
124;1;AGRICOLA;34;BOLIVAR;Clemencia;-75.33885278;10.53016667;-75.33900833;10.52930556;-75.33863611;10.52983611;-75.33932222;10.52969444;;;;;;;;
124;1;AGRICOLA;35;BOLIVAR;Clemencia;-75.26383333;10.53925556;-75.26433333;10.53998056;-75.26324444;10.53956944;-75.26450278;10.53883333;;;;;;;;
124;1;AGRICOLA;36;BOLIVAR;Clemencia;-75.26336667;10.54127778;-75.26290278;10.54139722;-75.26318056;10.54095;-75.26343611;10.54163889;;;;;;;;
124;1;AGRICOLA;37;BOLIVAR;Clemencia;-75.32972222;10.54777778;-75.32912778;10.54706111;-75.32931111;10.54651389;-75.32805833;10.54502778;;;;;;;;
124;1;AGRICOLA;38;BOLIVAR;Clemencia;-75.33138889;10.52977778;-75.33115278;10.53014444;-75.33090278;10.53045278;-75.33135;10.53006944;;;;;;;;
124;1;AGRICOLA;39;BOLIVAR;Clemencia;-75.34105556;10.529;-75.34169722;10.53000833;-75.3422;10.52991944;-75.34317778;10.52823889;;;;;;;;
124;1;AGRICOLA;40;BOLIVAR;Clemencia;-75.32086667;10.53086667;-75.32124444;10.53068611;-75.32135833;10.53025833;-75.32153889;10.53038056;;;;;;;;
124;1;AGRICOLA;41;BOLIVAR;Clemencia;-75.32666667;10.52694444;-75.32644722;10.52661111;-75.32690278;10.52623611;-75.32700556;10.52681111;;;;;;;;
124;1;AGRICOLA;42;BOLIVAR;Clemencia;-75.33996667;10.52263889;-75.33964722;10.522775;-75.339775;10.52236389;-75.34009444;10.52358611;;;;;;;;
124;1;AGRICOLA;43;BOLIVAR;Clemencia;-75.32752778;10.61008333;-75.3282;10.61044167;-75.32782222;10.610925;-75.32808889;10.61061389;;;;;;;;
124;1;AGRICOLA;44;BOLIVAR;Clemencia;-75.33181389;10.60559722;-75.332025;10.60555833;-75.33166389;10.60596111;-75.3323;10.60620833;;;;;;;;
124;1;AGRICOLA;45;BOLIVAR;Clemencia;-75.32225;10.60034722;-75.32207222;10.60023611;-75.322625;10.60003333;-75.32245833;10.6006;;;;;;;;
124;1;AGRICOLA;46;BOLIVAR;Clemencia;-75.33342778;10.53272222;-75.33362778;10.53221944;-75.33415556;10.53197222;-75.33436111;10.53316944;;;;;;;;
124;1;AGRICOLA;47;BOLIVAR;Clemencia;-75.33731667;10.5225;-75.33750278;10.52291667;-75.33774722;10.52226667;-75.33732222;10.52245833;;;;;;;;
124;1;AGRICOLA;48;BOLIVAR;Clemencia;-75.26480556;10.52775;-75.26335;10.52853333;-75.264125;10.52929722;-75.26430833;10.52906389;;;;;;;;
124;1;AGRICOLA;49;BOLIVAR;Clemencia;-75.32595556;10.54502778;-75.32586944;10.54602222;-75.32565556;10.54490833;-75.32565556;10.54407222;;;;;;;;
124;1;AGRICOLA;50;BOLIVAR;Clemencia;-75.26663889;10.52716667;-75.26485278;10.52704167;-75.26491111;10.52778056;-75.26470278;10.52816111;;;;;;;;
124;1;AGRICOLA;51;BOLIVAR;Clemencia;-75.26027778;10.52731944;-75.26083333;10.52708333;-75.26016667;10.52691667;-75.26042778;10.52711944;;;;;;;;
124;1;AGRICOLA;52;BOLIVAR;Clemencia;-75.33252778;10.53138889;-75.33230278;10.53129167;-75.33202222;10.53173333;-75.33237222;10.53156944;;;;;;;;
124;1;AGRICOLA;53;BOLIVAR;Clemencia;-75.319025;10.56696389;-75.32070278;10.56859167;-75.32134167;10.56874444;-75.32200278;10.56926111;;;;;;;;
124;1;AGRICOLA;54;BOLIVAR;Clemencia;-75.3305;10.54722222;-75.33066111;10.54786944;-75.33111111;10.54656111;-75.33186667;10.545525;;;;;;;;
124;1;AGRICOLA;55;BOLIVAR;Clemencia;-75.29577778;10.54423056;-75.29618889;10.54336944;-75.29504167;10.54403611;-75.29497778;10.54508611;;;;;;;;
124;1;AGRICOLA;56;BOLIVAR;Clemencia;-75.29531111;10.54447222;-75.29625278;10.54411111;-75.29546944;10.54312222;-75.29609444;10.54330833;;;;;;;;
124;1;AGRICOLA;57;BOLIVAR;Clemencia;-75.30644722;10.54011111;-75.30528056;10.54168056;-75.30592778;10.54138889;-75.30561389;10.54081667;;;;;;;;
124;1;AGRICOLA;58;BOLIVAR;Clemencia;-75.26369444;10.54322222;-75.262;10.54383333;-75.26322222;10.52766667;-75.26127778;10.52568611;;;;;;;;
124;1;AGRICOLA;59;BOLIVAR;Clemencia;-75.33586667;10.60921389;-75.33546667;10.60813333;-75.33550278;10.60833611;-75.33583611;10.60819167;;;;;;;;
124;1;AGRICOLA;60;BOLIVAR;Clemencia;-75.25947222;10.54202778;-75.25836667;10.542425;-75.25806111;10.54253333;-75.25754722;10.543025;;;;;;;;
124;1;AGRICOLA;61;BOLIVAR;Clemencia;-75.33753611;10.60833889;-75.33801389;10.60872778;-75.33836389;10.60876667;-75.33987778;10.60983333;;;;;;;;
124;1;AGRICOLA;62;BOLIVAR;Clemencia;-75.34146944;10.52972222;-75.34144722;10.52808611;-75.34185;10.52651389;-75.34188056;10.52506944;;;;;;;;
124;1;AGRICOLA;63;BOLIVAR;Clemencia;-75.33358056;10.52752778;-75.33514722;10.52740278;-75.33512222;10.52719444;-75.33644444;10.52838056;;;;;;;;
124;1;AGRICOLA;64;BOLIVAR;Clemencia;-75.25544444;10.517;-75.25514444;10.51670833;-75.25503333;10.51732222;-75.25528056;10.51764444;;;;;;;;
124;1;AGRICOLA;65;BOLIVAR;Clemencia;-75.32781111;10.54272222;-75.32661111;10.54348056;-75.32513333;10.54315833;-75.32590556;10.54331111;;;;;;;;
124;1;AGRICOLA;66;BOLIVAR;Clemencia;-75.33885;10.52202778;-75.34010833;10.52286111;-75.34000278;10.52197222;-75.34012778;10.52320556;;;;;;;;
124;1;AGRICOLA;67;BOLIVAR;Clemencia;-75.25663889;10.54035;-75.25638889;10.54068056;-75.25658333;10.54105;-75.2567;10.54123611;;;;;;;;
124;1;AGRICOLA;68;BOLIVAR;Clemencia;-75.29483333;10.54480556;-75.293925;10.54426389;-75.294375;10.5442;-75.29430833;10.54384722;;;;;;;;
124;1;AGRICOLA;69;BOLIVAR;Clemencia;-75.29561111;10.54561944;-75.29652222;10.54516667;-75.29547222;10.54487222;-75.29588889;10.54371667;;;;;;;;
124;1;AGRICOLA;70;BOLIVAR;Clemencia;-75.294;10.54647222;-75.29478056;10.54628611;-75.294675;10.54544722;-75.29448889;10.54636389;;;;;;;;
124;1;AGRICOLA;71;BOLIVAR;Clemencia;-75.318;10.56688889;-75.31765556;10.56840556;-75.31721667;10.56932222;-75.31875833;10.56866667;;;;;;;;
124;1;AGRICOLA;72;BOLIVAR;Clemencia;-75.26088056;10.53977778;-75.260025;10.53818889;-75.26077222;10.53855;-75.26063889;10.53936944;;;;;;;;
124;1;AGRICOLA;73;BOLIVAR;Clemencia;-75.34016667;10.60558889;-75.33986111;10.60569722;-75.33972222;10.60621111;-75.34041667;10.60586111;;;;;;;;
124;1;AGRICOLA;74;BOLIVAR;Clemencia;-75.28222222;10.5575;-75.28201667;10.55781111;-75.28238333;10.55765556;-75.28079167;10.55793333;;;;;;;;
124;1;AGRICOLA;75;BOLIVAR;Clemencia;-75.33574167;10.60839444;-75.33731389;10.60929167;-75.3369;10.60868889;-75.33839167;10.60841389;;;;;;;;
124;1;AGRICOLA;76;BOLIVAR;Clemencia;-75.33598889;10.60923889;-75.33645278;10.60891389;-75.33620556;10.60940833;-75.33614444;10.60944444;;;;;;;;
124;1;AGRICOLA;77;BOLIVAR;Clemencia;-75.33902778;10.61058889;-75.33827778;10.61025556;-75.33865556;10.61012778;-75.33857778;10.61014722;;;;;;;;
124;1;AGRICOLA;78;BOLIVAR;Clemencia;-75.33394444;10.60852778;-75.33411111;10.60866944;-75.33455556;10.608775;-75.33443333;10.60840278;;;;;;;;
124;1;AGRICOLA;79;BOLIVAR;Clemencia;-75.33481667;10.60175556;-75.335025;10.60281111;-75.33469167;10.60210556;-75.33497222;10.60223889;;;;;;;;
124;1;AGRICOLA;80;BOLIVAR;Clemencia;-75.33846944;10.60330556;-75.33892222;10.60254167;-75.33896667;10.60298889;-75.33879722;10.60280556;;;;;;;;
124;1;AGRICOLA;81;BOLIVAR;Clemencia;-75.34037222;10.60130556;-75.34004444;10.6011;-75.33996944;10.60095833;-75.33954444;10.60135833;;;;;;;;
124;1;AGRICOLA;82;BOLIVAR;Clemencia;-75.31843611;10.58263889;-75.31952222;10.58179722;-75.32006389;10.58310833;-75.32162778;10.58188056;;;;;;;;
124;1;AGRICOLA;83;BOLIVAR;Clemencia;-75.26269444;10.52811111;-75.26158889;10.52845556;-75.26178056;10.52963611;-75.26164167;10.52883889;;;;;;;;
124;1;AGRICOLA;84;BOLIVAR;Clemencia;-75.259625;10.52780556;-75.25843056;10.52739167;-75.25888056;10.52715;-75.26008889;10.52816111;;;;;;;;
124;1;AGRICOLA;85;BOLIVAR;Clemencia;-75.26058889;10.52686111;-75.25997222;10.52804722;-75.25963611;10.52721389;-75.25907778;10.52640833;;;;;;;;
124;1;AGRICOLA;86;BOLIVAR;Clemencia;-75.258025;10.52785556;-75.25768056;10.52811944;-75.25728611;10.52851389;-75.25750278;10.52863889;;;;;;;;
124;1;AGRICOLA;87;BOLIVAR;Clemencia;-75.33602778;10.608375;-75.33556389;10.60930556;-75.33721667;10.60815278;-75.33689722;10.60769167;;;;;;;;
124;1;AGRICOLA;88;BOLIVAR;Clemencia;-75.2546;10.53524167;-75.25491111;10.53530278;-75.25499722;10.53504167;-75.25513056;10.53552778;;;;;;;;
124;1;AGRICOLA;89;BOLIVAR;Clemencia;-75.25919444;10.54090278;-75.25970556;10.54053056;-75.2594;10.5398;-75.25921944;10.539875;;;;;;;;
124;1;AGRICOLA;90;BOLIVAR;Clemencia;-75.25833333;10.54003333;-75.25802222;10.54015;-75.2575;10.54022778;-75.25650278;10.53993056;;;;;;;;
124;1;AGRICOLA;91;BOLIVAR;Clemencia;-75.26101944;10.52864444;-75.26153333;10.52945;-75.26170833;10.52884167;-75.26233889;10.52999722;;;;;;;;
124;1;AGRICOLA;92;BOLIVAR;Clemencia;-75.25996944;10.52726944;-75.26023056;10.52716667;-75.26011667;10.52780556;-75.26034444;10.52711944;;;;;;;;
124;1;AGRICOLA;93;BOLIVAR;Clemencia;-75.26531111;10.5267;-75.26630556;10.52846111;-75.26571111;10.52987778;-75.26605278;10.52830278;;;;;;;;
124;1;AGRICOLA;94;BOLIVAR;Clemencia;-75.26563889;10.53035556;-75.26657222;10.53056944;-75.26616111;10.53078889;-75.26646944;10.53046111;;;;;;;;
124;1;AGRICOLA;95;BOLIVAR;Clemencia;-75.26272222;10.53921389;-75.26323611;10.53971667;-75.2631;10.53898889;-75.26243056;10.53809167;;;;;;;;
124;1;AGRICOLA;96;BOLIVAR;Clemencia;-75.25919444;10.5405;-75.25896389;10.53979167;-75.25996944;10.53944167;-75.25820278;10.538775;;;;;;;;
124;1;AGRICOLA;97;BOLIVAR;Clemencia;-75.25894722;10.53888889;-75.25931111;10.53966111;-75.25830278;10.53958056;-75.256525;10.53896389;;;;;;;;
124;1;AGRICOLA;98;BOLIVAR;Clemencia;-75.26152778;10.5392;-75.26071389;10.53933889;-75.26165;10.53813333;-75.26011111;10.53743056;;;;;;;;
124;1;AGRICOLA;99;BOLIVAR;Clemencia;-75.26447778;10.52913333;-75.26396389;10.52999167;-75.26471944;10.52940556;-75.26469444;10.528925;;;;;;;;
124;1;AGRICOLA;100;BOLIVAR;Clemencia;-75.26663889;10.53013889;-75.26569167;10.53174444;-75.26604444;10.53316111;-75.26595278;10.53284722;;;;;;;;
124;1;AGRICOLA;101;BOLIVAR;Clemencia;-75.26428611;10.52499722;-75.26320278;10.52390833;-75.26230556;10.52332778;-75.26156389;10.52286944;;;;;;;;
124;1;AGRICOLA;102;BOLIVAR;Clemencia;-75.26528056;10.52413889;-75.2648;10.52441389;-75.26518889;10.52373611;-75.26474444;10.52391389;;;;;;;;
124;1;AGRICOLA;103;BOLIVAR;Clemencia;-75.26242778;10.53031111;-75.26336389;10.53189444;-75.26400833;10.53275278;-75.26314444;10.53231944;;;;;;;;
124;1;AGRICOLA;104;BOLIVAR;Clemencia;-75.26459444;10.53802778;-75.26477222;10.53755833;-75.26425;10.53734722;-75.26410556;10.53724722;;;;;;;;
124;1;AGRICOLA;105;BOLIVAR;Clemencia;-75.25613889;10.53122222;-75.25588889;10.53129167;-75.25525833;10.53179444;-75.25605833;10.53283889;;;;;;;;
124;1;AGRICOLA;106;BOLIVAR;Clemencia;-75.25913889;10.53013889;-75.26013056;10.53109722;-75.26156389;10.530925;-75.26103056;10.53152778;;;;;;;;
124;1;AGRICOLA;107;BOLIVAR;Clemencia;-75.25919444;10.53258333;-75.25850556;10.53227222;-75.25936667;10.53169444;-75.25971944;10.53326389;;;;;;;;
124;1;AGRICOLA;108;BOLIVAR;Clemencia;-75.25836667;10.52422222;-75.25826111;10.52517222;-75.25821111;10.52667778;-75.25704167;10.526625;;;;;;;;
124;1;AGRICOLA;109;BOLIVAR;Clemencia;-75.25736111;10.52586667;-75.25670556;10.52558333;-75.25763611;10.52458333;-75.25778889;10.525275;;;;;;;;
124;1;AGRICOLA;110;BOLIVAR;Clemencia;-75.25619444;10.53605556;-75.25636111;10.53616944;-75.25645833;10.53661111;-75.25690278;10.53666111;;;;;;;;
124;1;AGRICOLA;111;BOLIVAR;Clemencia;-75.25781667;10.52480278;-75.257475;10.52496389;-75.25843611;10.52526944;-75.25833611;10.52568611;;;;;;;;
124;1;AGRICOLA;112;BOLIVAR;Clemencia;-75.25768056;10.52688889;-75.25788889;10.52772778;-75.25828333;10.52737778;-75.25677778;10.52822778;;;;;;;;
124;1;AGRICOLA;113;BOLIVAR;Clemencia;-75.25950278;10.53237778;-75.25844167;10.53324722;-75.25934167;10.53321389;-75.25885278;10.53316389;;;;;;;;
124;1;AGRICOLA;114;BOLIVAR;Clemencia;-75.26055556;10.54386111;-75.26090278;10.54363889;-75.26044444;10.54403889;-75.26061111;10.54419444;;;;;;;;
124;1;AGRICOLA;115;BOLIVAR;Clemencia;-75.31836111;10.58225;-75.31858333;10.58235;-75.32011944;10.58222778;-75.32057222;10.58191667;;;;;;;;
124;1;AGRICOLA;116;BOLIVAR;Clemencia;-75.26368056;10.54611111;-75.26341667;10.54633333;-75.26358056;10.54672222;-75.26391667;10.54645833;;;;;;;;
124;1;AGRICOLA;117;BOLIVAR;Clemencia;-75.32845278;10.52616944;-75.32876667;10.52640833;-75.32895833;10.526625;-75.32863889;10.52673611;;;;;;;;
124;1;AGRICOLA;118;BOLIVAR;Clemencia;-75.25030556;10.5375;-75.25034167;10.53784167;-75.25068056;10.53842778;-75.25057222;10.53812778;;;;;;;;
124;1;AGRICOLA;119;BOLIVAR;Clemencia;-75.25315556;10.52785278;-75.25315;10.52827222;-75.25385;10.52762778;-75.25362222;10.52743333;;;;;;;;
124;1;AGRICOLA;120;BOLIVAR;Clemencia;-75.25284167;10.540525;-75.2526;10.54071667;-75.25206944;10.53984722;-75.25231111;10.54018056;;;;;;;;
124;1;AGRICOLA;121;BOLIVAR;Clemencia;-75.25586667;10.52991667;-75.25658333;10.52844722;-75.25501389;10.52983889;-75.25548611;10.52819167;;;;;;;;
124;1;AGRICOLA;122;BOLIVAR;Clemencia;-75.25416667;10.56027778;-75.25395833;10.55987778;-75.25413611;10.56023611;-75.25379167;10.55972778;;;;;;;;
124;1;AGRICOLA;123;BOLIVAR;Clemencia;-75.24206667;10.55627778;-75.24194444;10.55523333;-75.24248333;10.55625278;-75.24285556;10.55545;;;;;;;;
124;1;AGRICOLA;124;BOLIVAR;Clemencia;-75.33832222;10.52925;-75.33790556;10.52938333;-75.336575;10.5292;-75.33740278;10.52848056;;;;;;;;
124;1;AGRICOLA;125;BOLIVAR;Clemencia;-75.25265833;10.55170278;-75.25286667;10.55210556;-75.25311944;10.55195556;-75.252525;10.55163889;;;;;;;;
124;1;AGRICOLA;126;BOLIVAR;Clemencia;-75.25478611;10.55283611;-75.25496944;10.55296667;-75.25515556;10.55321944;-75.25533611;10.55256389;;;;;;;;
124;1;AGRICOLA;127;BOLIVAR;Clemencia;-75.25472222;10.55638889;-75.25450833;10.55719167;-75.25403333;10.55621111;-75.25385833;10.55681389;;;;;;;;
124;1;AGRICOLA;128;BOLIVAR;Clemencia;-75.26340833;10.53618333;-75.26361111;10.53584444;-75.26375556;10.53645278;-75.26310833;10.53589444;;;;;;;;
124;1;AGRICOLA;129;BOLIVAR;Clemencia;-75.26608333;10.535125;-75.26582778;10.53524722;-75.26528333;10.53478056;-75.26536667;10.53508889;;;;;;;;
124;1;AGRICOLA;130;BOLIVAR;Clemencia;-75.27465278;10.557675;-75.27398333;10.55793056;-75.27491389;10.55785833;-75.273575;10.55723333;;;;;;;;
124;1;AGRICOLA;131;BOLIVAR;Clemencia;-75.25788889;10.52836667;-75.25669444;10.52896389;-75.2576;10.53019167;-75.25706389;10.53163056;;;;;;;;
124;1;AGRICOLA;132;BOLIVAR;Clemencia;-75.25426389;10.54265;-75.25497778;10.54351944;-75.25355833;10.54494722;-75.25467222;10.54520833;;;;;;;;
124;1;AGRICOLA;133;BOLIVAR;Clemencia;-75.27146667;10.54201389;-75.2721;10.54219444;-75.27180556;10.54243333;-75.27185833;10.54250278;;;;;;;;
124;1;AGRICOLA;134;BOLIVAR;Clemencia;-75.25535;10.52089722;-75.25598889;10.52219722;-75.25590833;10.52182222;-75.25601667;10.52281389;;;;;;;;
124;1;AGRICOLA;135;BOLIVAR;Clemencia;-75.33720278;10.52405556;-75.33858889;10.524725;-75.33893056;10.525;-75.34014722;10.52410278;;;;;;;;
124;1;AGRICOLA;136;BOLIVAR;Clemencia;-75.24274167;10.555125;-75.24176389;10.55472222;-75.24144444;10.55316389;-75.24008333;10.55395278;;;;;;;;
124;1;AGRICOLA;137;BOLIVAR;Clemencia;-75.23913056;10.55308889;-75.2387;10.55246944;-75.23908333;10.55413333;-75.23932222;10.5547;;;;;;;;
124;1;AGRICOLA;138;BOLIVAR;Clemencia;-75.32987222;10.52936111;-75.32845;10.52959722;-75.32985278;10.52899722;-75.33010278;10.52908056;;;;;;;;
124;1;AGRICOLA;139;BOLIVAR;Clemencia;-75.34176944;10.53175;-75.34268889;10.53231944;-75.34215556;10.53268056;-75.34240833;10.53159444;;;;;;;;
124;1;AGRICOLA;140;BOLIVAR;Clemencia;-75.24944444;10.53916667;-75.24934722;10.53959444;-75.24963611;10.53935556;-75.24903889;10.53984722;;;;;;;;
124;1;AGRICOLA;141;BOLIVAR;Clemencia;-75.29488889;10.54452778;-75.29450556;10.54409722;-75.29426389;10.54415556;-75.29448333;10.54471111;;;;;;;;
124;1;AGRICOLA;142;BOLIVAR;Clemencia;-75.24165833;10.55507222;-75.24133056;10.55534722;-75.24170278;10.55426667;-75.24241944;10.55428333;;;;;;;;
124;1;AGRICOLA;143;BOLIVAR;Clemencia;-75.24683889;10.55209444;-75.24809722;10.55183333;-75.24768056;10.55415556;-75.24680833;10.55427222;;;;;;;;
124;1;AGRICOLA;144;BOLIVAR;Clemencia;-75.26610556;10.54163889;-75.26634444;10.54100278;-75.26497222;10.54070833;-75.26375833;10.54105833;;;;;;;;
124;1;AGRICOLA;145;BOLIVAR;Clemencia;-75.244725;10.55344444;-75.24409722;10.55351667;-75.24475833;10.55430833;-75.24353056;10.55458611;;;;;;;;
124;1;AGRICOLA;146;BOLIVAR;Clemencia;-75.26923056;10.54383333;-75.26904444;10.54501667;-75.26880278;10.54685833;-75.26861389;10.54668611;;;;;;;;
124;1;AGRICOLA;147;BOLIVAR;Clemencia;-75.26694444;10.54138889;-75.26682222;10.54183056;-75.26725556;10.54223333;-75.26700278;10.54140556;;;;;;;;
124;1;AGRICOLA;148;BOLIVAR;Clemencia;-75.26953611;10.5425;-75.26901111;10.54283611;-75.26959167;10.54273611;-75.26935;10.54237778;;;;;;;;
124;1;AGRICOLA;149;BOLIVAR;Clemencia;-75.26194444;10.53027778;-75.26154444;10.53015556;-75.26167222;10.53055833;-75.26201389;10.53073611;;;;;;;;
124;1;AGRICOLA;150;BOLIVAR;Clemencia;-75.24360278;10.55545833;-75.24331389;10.55479444;-75.24162222;10.55522778;-75.24113056;10.55616944;;;;;;;;
124;1;AGRICOLA;151;BOLIVAR;Clemencia;-75.26339722;10.54478611;-75.26290278;10.545;-75.26277222;10.54524722;-75.2625;10.54479167;;;;;;;;
124;1;AGRICOLA;152;BOLIVAR;Clemencia;-75.25611111;10.54694444;-75.256275;10.5475;-75.25602222;10.54733056;-75.25610833;10.54710556;;;;;;;;
124;1;AGRICOLA;153;BOLIVAR;Clemencia;-75.31972222;10.56722222;-75.31937222;10.56718056;-75.319225;10.56701389;-75.31959722;10.56726667;;;;;;;;
124;1;AGRICOLA;154;BOLIVAR;Clemencia;-75.31827778;10.58311111;-75.31691111;10.58209444;-75.31688611;10.58292222;-75.3188;10.58207222;;;;;;;;
124;1;AGRICOLA;155;BOLIVAR;Clemencia;-75.25368333;10.54048889;-75.25516389;10.54044444;-75.25480833;10.54182222;-75.25362222;10.54281667;;;;;;;;
124;1;AGRICOLA;156;BOLIVAR;Clemencia;-75.25905833;10.54194444;-75.259275;10.5421;-75.25864444;10.54234722;-75.25948056;10.54222222;;;;;;;;
124;1;AGRICOLA;157;BOLIVAR;Clemencia;-75.26287222;10.54277778;-75.26232222;10.542575;-75.26163889;10.54241111;-75.26076944;10.54243611;;;;;;;;
124;1;AGRICOLA;158;BOLIVAR;Clemencia;-75.25777778;10.54;-75.25781667;10.54004167;-75.25839167;10.53985;-75.25828889;10.539725;;;;;;;;
124;1;AGRICOLA;159;BOLIVAR;Clemencia;-75.26055556;10.54388889;-75.26081944;10.54376667;-75.26094722;10.54363611;-75.26114444;10.54346667;;;;;;;;
124;1;AGRICOLA;160;BOLIVAR;Clemencia;-75.27916667;10.54736111;-75.27968611;10.54678056;-75.279225;10.54765833;-75.27944444;10.54736667;;;;;;;;
124;1;AGRICOLA;161;BOLIVAR;Clemencia;-75.27396944;10.548025;-75.27385556;10.54775;-75.27369722;10.54814722;-75.27423889;10.54827778;;;;;;;;
124;1;AGRICOLA;162;BOLIVAR;Clemencia;-75.27535833;10.54722222;-75.27496944;10.54753333;-75.27471111;10.54733611;-75.27463611;10.54778056;;;;;;;;
124;1;AGRICOLA;163;BOLIVAR;Clemencia;-75.27502222;10.54333333;-75.27525833;10.54355;-75.27494444;10.54319167;-75.27531111;10.54305556;;;;;;;;
124;1;AGRICOLA;164;BOLIVAR;Clemencia;-75.26700833;10.54291667;-75.26694444;10.54234167;-75.26678333;10.54179444;-75.26737778;10.54198333;;;;;;;;
124;1;AGRICOLA;165;BOLIVAR;Clemencia;-75.27590556;10.54385833;-75.27629167;10.54318056;-75.27565;10.54344167;-75.27483889;10.54358333;;;;;;;;
124;1;AGRICOLA;166;BOLIVAR;Clemencia;-75.27396111;10.54863889;-75.27427222;10.5488;-75.273675;10.54897778;-75.27336667;10.54924722;;;;;;;;
124;1;AGRICOLA;167;BOLIVAR;Clemencia;-75.26052778;10.54077778;-75.26041667;10.54063889;-75.26063889;10.54083333;-75.26089167;10.54069444;;;;;;;;
124;1;AGRICOLA;168;BOLIVAR;Clemencia;-75.33453333;10.53102778;-75.33351111;10.53042778;-75.33363611;10.531075;-75.334675;10.52978056;;;;;;;;
124;1;AGRICOLA;169;BOLIVAR;Clemencia;-75.33475833;10.53125;-75.33546111;10.53150278;-75.33511944;10.53138889;-75.335;10.531075;;;;;;;;
124;1;AGRICOLA;170;BOLIVAR;Clemencia;-75.25441667;10.55656944;-75.25503333;10.55683611;-75.25523056;10.55724167;-75.25472222;10.55714444;;;;;;;;
124;1;AGRICOLA;171;BOLIVAR;Clemencia;-75.29655556;10.54561111;-75.29638889;10.54570278;-75.29599722;10.54605556;-75.29536667;10.54650833;;;;;;;;
124;1;AGRICOLA;172;BOLIVAR;Clemencia;-75.33813333;10.58015556;-75.33829722;10.58037222;-75.33863889;10.57999444;-75.33991111;10.57972222;;;;;;;;
124;1;AGRICOLA;173;BOLIVAR;Clemencia;-75.33754167;10.60885833;-75.33779722;10.6085;-75.33743056;10.60890556;-75.33782778;10.60833333;;;;;;;;
124;1;AGRICOLA;174;BOLIVAR;Clemencia;-75.26880556;10.55097222;-75.26949167;10.55012222;-75.27021389;10.55139167;-75.27114722;10.55006389;;;;;;;;
124;1;AGRICOLA;175;BOLIVAR;Clemencia;-75.26839722;10.55194444;-75.26818056;10.55208056;-75.26786667;10.55173611;-75.26780278;10.5518;;;;;;;;
