Id_Usuario;Sexo;Tipo_Poblacional;Discapacidad;Departamento;Municipio;Vereda;Predio;Cadena_Productiva;C1A1;C2A1;C3A1;C4A1;C5A1;C6A1;C7A1;C8A1;C9A1;C10A1;NA1;C1A2;C2A2;C3A2;C4A2;C5A2;C6A2;C7A2;NA2;C1A3;C2A3;C3A3;C4A3;C5A3;NA3;C1A4;C2A4;C3A4;C4A4;NA4;C1A5;C2A5;C3A5;C4A5;NA5;CLAS_GRAL;CADENA_PRODUCTIVA_ADR;ID_ADR;Tipo de proyecto
13286;M;NINGUNA;NO;CASANARE;85410;TUNUPE;EL BOCHINCHE;GANADERIA;2;1;3;2;3;1;2;3;1;2;1;2;2;2;1;4;2;2;2;1;1;2;1;1;1;2;2;1;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13287;F;NINGUNA;NO;CASANARE;85225;TABLON DE TACARE;EL LIMONAR;GANADERIA;2;2;2;2;2;3;1;2;1;3;1;4;2;3;2;1;1;1;1;2;2;1;2;2;1;2;3;2;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13288;M;NINGUNA;NO;CASANARE;85410;YAGUAROS;LA COROCORA;GANADERIA;2;2;3;2;2;3;2;3;1;3;2;1;2;3;2;4;2;2;2;1;2;2;1;1;1;3;3;2;1;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13290;M;NINGUNA;NO;CASANARE;85250;PALOSANTAL;BUENA VISTA;GANADERIA;2;3;2;2;2;2;4;1;1;3;2;1;2;3;1;2;3;3;1;2;2;3;2;2;2;3;2;3;2;2;2;2;3;3;2;2;GANADERIA;0201;Asistencia Tecnica
13291;F;NINGUNA;NO;CASANARE;85250;LAS BRANCITAS;LA ESPAÑOLA;GANADERIA;3;3;3;3;3;3;3;3;1;4;2;3;1;1;1;4;3;3;1;3;3;3;2;2;2;3;3;3;2;2;2;2;2;3;2;2;GANADERIA;0201;Asistencia Tecnica
13293;F;NINGUNA;NO;CASANARE;85325;LA SELVA;LA PALMERA;GANADERIA;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;3;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13294;M;NINGUNA;NO;CASANARE;85430;EL PALITO;MATEPALMA;GANADERIA;2;3;3;1;3;1;1;1;1;3;1;1;2;2;1;3;1;1;1;1;2;3;2;2;1;2;2;2;1;1;1;1;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13295;F;NINGUNA;NO;CASANARE;85430;CHOCHOS;LA SOLPRESA;GANADERIA;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13298;M;NINGUNA;NO;CASANARE;85225;TAMURIA;EL PORVENIR;GANADERIA;2;1;2;1;2;1;1;1;2;3;1;2;2;3;2;1;1;1;1;1;2;3;2;1;1;3;3;2;1;2;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13299;F;NINGUNA;NO;CASANARE;85325;LA SELVA;LA PALMERA;GANADERIA;2;2;3;2;2;2;1;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13301;F;NINGUNA;NO;CASANARE;85225;LA REDENCION;LOS LAURELES;GANADERIA;2;1;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13303;M;NINGUNA;NO;CASANARE;85139;GAVIOTAS;BELGICA;GANADERIA;2;3;1;2;2;2;1;1;3;2;1;4;2;3;1;4;3;3;2;1;2;2;1;2;1;3;1;3;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13304;M;NINGUNA;NO;CASANARE;85410;URAMA;TRES ESQUINAS;GANADERIA;2;1;3;2;2;1;2;1;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13309;M;NINGUNA;NO;CASANARE;85001;VILLA DEL CARMEN;VOLCANERAS;GANADERIA;1;2;2;2;2;1;2;1;1;2;1;1;2;2;1;2;1;1;1;2;2;3;2;1;1;2;2;2;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13311;F;NINGUNA;NO;CASANARE;85001;BELLAVISTA;VILLA JULIA;GANADERIA;2;2;3;1;1;1;2;2;1;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;1;2;2;1;1;GANADERIA;0201;Asistencia Tecnica
13317;M;NINGUNA;NO;CASANARE;85001;SAN ANTONIO;RANCHO GRANDE;GANADERIA;2;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13318;M;NINGUNA;NO;CASANARE;85015;TEGUITA ALTA;EL TABLÓN;GANADERIA;2;1;1;1;2;1;2;1;1;3;1;1;1;2;1;1;1;1;1;1;2;3;2;1;1;1;1;1;1;1;1;2;3;2;1;1;GANADERIA;0201;Asistencia Tecnica
13319;M;NINGUNA;NO;CASANARE;85125;LA MARAURE;ALTAMIRA;GANADERIA;1;1;2;1;2;2;2;2;1;1;1;4;3;4;4;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;3;3;4;2;1;GANADERIA;0201;Asistencia Tecnica
13321;M;NINGUNA;NO;CASANARE;85001;NARANJITOS;DESENGAÑO;GANADERIA;1;1;1;1;2;2;1;1;1;4;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13323;M;NINGUNA;NO;CASANARE;85430;EL POZO PETROLERO;PRIMAVERA;GANADERIA;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13324;F;NINGUNA;NO;CASANARE;85015;SINAGASA;DIVISO;GANADERIA;2;2;1;1;2;1;1;1;1;1;1;2;2;3;3;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13325;F;NINGUNA;NO;CASANARE;85015;BRISAS DEL TONCE;LA FORTALEZA;GANADERIA;2;1;1;1;2;1;1;1;1;3;1;1;1;1;1;3;1;1;1;2;3;2;1;1;1;1;1;1;2;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13326;F;NINGUNA;NO;CASANARE;85230;LA VIRGEN;LAS COCUISAS;GANADERIA;2;2;2;1;3;1;2;1;1;3;1;4;2;1;1;1;1;1;1;2;1;2;1;2;1;3;2;2;1;1;2;2;2;4;2;1;GANADERIA;0201;Asistencia Tecnica
13327;F;NINGUNA;NO;CASANARE;85015;PROVIDENCIA;ESTACION;GANADERIA;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13328;F;NINGUNA;NO;CASANARE;85250;LA BARRANCA;LA CARRANGUERITA;GANADERIA;3;3;2;2;3;1;2;2;1;2;1;1;2;2;4;2;1;1;1;2;2;3;2;1;1;1;1;1;1;1;1;1;1;4;1;1;GANADERIA;0201;Asistencia Tecnica
13333;F;NINGUNA;NO;CASANARE;85225;CAÑO HONDO;CALAIZA;GANADERIA;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13334;F;NINGUNA;NO;CASANARE;85125;LA ARGENTINA;LA GLORIA;GANADERIA;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13335;F;NINGUNA;NO;CASANARE;85250;LA MESA SECTOR MANANTIAL;LAS AMAPOLAS;GANADERIA;2;2;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;3;2;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13336;F;NINGUNA;SI;CASANARE;85325;SANTA HERCILIA;LOS DESEOS 2;GANADERIA;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13338;F;NINGUNA;NO;CASANARE;85225;MORALITO;GUAFALITO;GANADERIA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;2;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13339;M;NINGUNA;NO;CASANARE;85250;LA AGUADA;LA ORQUIDEA;GANADERIA;1;2;1;2;1;1;2;2;1;2;1;1;1;2;1;3;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13340;M;NINGUNA;NO;CASANARE;85015;JORDAN BAJO;EL DIAMANTE;GANADERIA;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13341;F;NINGUNA;NO;CASANARE;85250;LABRANCITAS;GETSEMANÍ;GANADERIA;1;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13342;M;NINGUNA;NO;CASANARE;85225;ROMERO;LA PORFIA;GANADERIA;2;1;1;1;2;1;1;1;2;3;1;4;3;3;2;1;1;1;1;1;2;1;1;1;1;3;2;1;1;1;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13343;M;NINGUNA;NO;CASANARE;85225;PALMITA;PORVENIR;GANADERIA;1;2;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;3;3;3;1;1;3;2;1;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13346;F;NINGUNA;NO;CASANARE;85139;SANTA HELENA DE CUSIVA;GUAYABITAS;GANADERIA;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;3;2;1;1;1;3;1;3;2;2;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13347;M;NINGUNA;NO;CASANARE;85250;LA MESA;LUCITANIA;GANADERIA;2;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13348;F;NINGUNA;NO;CASANARE;85250;LA AGUADA;EL RECUERDO;GANADERIA;3;3;1;2;3;3;2;3;1;4;2;4;4;4;4;3;2;2;3;2;2;2;2;2;2;3;3;2;2;2;2;2;3;4;2;2;GANADERIA;0201;Asistencia Tecnica
13350;M;NINGUNA;NO;CASANARE;85430;EL TORO;EL MORA;GANADERIA;1;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13352;M;NINGUNA;NO;CASANARE;85001;GUAFILLA;PALMASOLA;GANADERIA;1;2;3;2;2;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;3;2;1;1;3;3;3;1;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13355;F;NINGUNA;NO;CASANARE;85010;SALITRICO;MARACAIBO;GANADERIA;2;1;3;2;2;1;2;1;1;3;1;3;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13356;M;NINGUNA;NO;CASANARE;85225;MORALITO;ALGARROBO;GANADERIA;1;1;1;1;1;1;1;1;1;3;1;4;2;4;3;3;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;3;3;2;2;1;GANADERIA;0201;Asistencia Tecnica
13357;M;NINGUNA;NO;CASANARE;85015;CHUYAGUA;LIBANO;GANADERIA;2;1;2;1;2;1;1;1;1;2;1;1;2;3;4;2;1;1;1;1;1;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13358;F;NINGUNA;NO;CASANARE;85225;LAS CAÑAS;LA ORQUIDEA;GANADERIA;1;1;1;1;1;1;1;1;2;3;1;4;2;3;2;1;1;1;1;1;2;3;2;1;1;1;1;1;1;1;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13359;M;NINGUNA;NO;CASANARE;85225;TAMURIA;EL LIMON;GANADERIA;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13360;M;NINGUNA;NO;CASANARE;85139;SANTA HELENA DE CUSIVA;LOS ALTARES;GANADERIA;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;3;2;1;2;2;4;2;1;GANADERIA;0201;Asistencia Tecnica
13362;M;NINGUNA;NO;CASANARE;85230;LA ESMERALDA;EL PALMAR;GANADERIA;2;1;1;2;2;1;2;2;2;3;1;3;2;3;1;3;1;1;1;2;2;3;1;2;1;3;2;3;1;2;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13363;M;NINGUNA;NO;CASANARE;85225;PALMIRA;MATA DE PALMA;GANADERIA;2;2;2;3;2;1;2;3;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13364;M;NINGUNA;NO;CASANARE;85225;SIRIVANA;EL CANEY;GANADERIA;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13365;M;NINGUNA;NO;CASANARE;85162;IGUARO;LOS SALADILLOS;GANADERIA;1;1;1;2;1;1;2;2;1;2;1;4;2;4;3;2;1;1;2;2;2;3;2;1;1;3;1;2;2;1;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13366;M;NINGUNA;NO;CASANARE;85263;GUANABANAS;VULCANIA;GANADERIA;2;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;1;3;1;2;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13367;M;NINGUNA;NO;CASANARE;85250;CAÑO CHIQUITO;LA LORENA;GANADERIA;2;2;2;2;2;3;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13368;M;NINGUNA;NO;CASANARE;85001;LOS ACEITES;LA ESPERANZA;GANADERIA;2;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13369;M;NINGUNA;NO;CASANARE;85325;ALGODONALES;MAPORAL;GANADERIA;2;3;3;2;2;4;1;1;1;3;1;4;4;4;1;2;2;2;2;3;3;3;2;3;2;3;2;3;2;2;2;3;3;4;2;2;GANADERIA;0201;Asistencia Tecnica
13372;M;NINGUNA;NO;CASANARE;85230;CAMPO ALEGRE;LA RIVERITA;GANADERIA;1;1;2;1;2;2;1;1;1;2;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13373;M;NINGUNA;NO;CASANARE;85250;CARRASTOL;LA ESTACION;GANADERIA;2;3;2;2;2;3;3;2;1;2;2;1;2;2;2;3;1;1;1;2;2;3;2;2;2;2;3;2;1;1;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13374;M;NINGUNA;NO;CASANARE;85430;EL CONVENTO;ESPERANZA;GANADERIA;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13379;M;NINGUNA;NO;CASANARE;85225;MORALITO;LAS BRISAS;GANADERIA;1;2;1;2;1;1;2;1;1;1;1;4;3;4;4;1;3;3;2;1;2;3;3;1;1;2;2;2;1;1;2;3;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13380;M;NINGUNA;NO;CASANARE;85430;EL TORO;EL TORO;GANADERIA;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;GANADERIA;0201;Asistencia Tecnica
13381;M;NINGUNA;NO;CASANARE;85250;MUESE;VILLA DEL CARMEN;GANADERIA;1;1;1;2;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;2;1;2;1;1;3;3;2;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13384;M;NINGUNA;NO;CASANARE;85125;EL CEDRAL;LOS PLACERES;GANADERIA;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13385;M;NINGUNA;NO;CASANARE;85015;JORDAN BAJO;LAS NISTELAS;GANADERIA;1;1;1;1;1;1;1;2;1;2;1;1;1;1;3;3;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13386;M;NINGUNA;NO;CASANARE;85263;BOCAS DE PORE;VERSALLES;GANADERIA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13387;M;NINGUNA;NO;CASANARE;85010;BELLAVISTA;SAN FERNANDO;GANADERIA;2;2;2;2;2;1;2;2;2;3;1;4;2;3;1;2;3;3;2;3;3;3;3;3;3;4;2;2;2;2;2;2;2;4;2;2;GANADERIA;0201;Asistencia Tecnica
13388;M;NINGUNA;NO;CASANARE;85410;AGUABLANCA;VILLA SARITA;GANADERIA;4;1;1;3;3;1;2;3;2;2;1;1;1;1;1;4;3;3;1;3;2;3;2;2;2;2;2;2;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13389;M;NINGUNA;NO;CASANARE;85001;PUNTO NUEVO;FLORIDS;GANADERIA;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13390;M;NINGUNA;NO;CASANARE;85325;PIRICHIGUA;BOSCULVER;GANADERIA;2;1;3;1;2;1;1;1;1;1;1;4;2;2;1;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;1;1;GANADERIA;0201;Asistencia Tecnica
13391;M;NINGUNA;NO;CASANARE;85225;BUENOS AIRES;EL PARAISO;GANADERIA;2;2;1;2;2;1;1;1;2;3;1;4;3;3;2;1;1;1;1;1;2;3;2;1;1;3;2;2;1;1;2;2;2;4;2;1;GANADERIA;0201;Asistencia Tecnica
13392;M;NINGUNA;NO;CASANARE;85162;CAÑO RICO;ESPERANZA;GANADERIA;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13393;M;NINGUNA;NO;CASANARE;85250;LABRANCITAS;LA PALMITA;GANADERIA;2;4;2;2;2;1;1;2;1;1;1;2;4;3;1;1;1;1;1;2;2;3;2;1;1;2;2;1;2;1;1;1;1;4;1;1;GANADERIA;0201;Asistencia Tecnica
13394;M;NINGUNA;NO;CASANARE;85015;JORDAN BAJO;LA FLORIDA;GANADERIA;1;1;2;1;1;1;1;1;1;2;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;3;2;1;GANADERIA;0201;Asistencia Tecnica
13395;M;NINGUNA;NO;CASANARE;85250;CARRASTOL;FLOR AMARILLO;GANADERIA;1;1;3;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;3;2;2;2;1;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13396;F;NINGUNA;NO;CASANARE;85225;ALTO DE TAMURIA;EL ESPINAL;GANADERIA;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13397;F;NINGUNA;NO;CASANARE;85001;EL AMPARO;LA PIRAGUA;GANADERIA;2;2;2;2;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13398;F;NINGUNA;NO;CASANARE;85325;SAN RAFAEL DE GUANAPALO;EL ENCANTO;GANADERIA;2;1;2;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13399;F;INDÍGENA;NO;CASANARE;85230;RESGUARDO INDÍGENA EL CONCEJO;BRISAS DEL LLANO;GANADERIA;1;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13400;F;INDÍGENA;NO;CASANARE;85230;RESGUARDO INDIGUENA EL CONCEJO;EL MORICHAL;GANADERIA;1;1;2;1;1;1;1;1;1;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13404;F;NINGUNA;NO;CASANARE;85410;DELICIAS;LA VENTUROSA;GANADERIA;2;1;3;2;2;3;2;3;1;1;1;4;2;1;1;4;2;2;2;1;1;1;1;1;1;3;3;1;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13405;F;NINGUNA;NO;CASANARE;85250;LABRANCITAS;EL TALENTO;GANADERIA;2;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13406;M;NINGUNA;NO;CASANARE;85225;BETANIA;SAN CRISTOBAL;GANADERIA;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13408;F;NINGUNA;NO;CASANARE;85440;CAIMAN BAJO;LA BENDICIÓN;GANADERIA;1;1;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;3;3;3;1;2;1;1;1;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13409;M;NINGUNA;NO;CASANARE;85225;COFRADÍA;LA PROVIDENCIA;GANADERIA;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;3;1;2;1;1;2;3;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13410;M;NINGUNA;NO;CASANARE;85410;PIÑALITO;LAS TOPOCCHAS;GANADERIA;2;1;3;2;2;3;2;2;1;3;1;4;2;4;4;4;3;3;3;1;1;2;1;1;1;3;2;1;1;1;1;1;1;3;1;1;GANADERIA;0201;Asistencia Tecnica
13412;M;NINGUNA;NO;CASANARE;85279;CERRO RICO;LA DONA;GANADERIA;2;1;2;2;2;3;1;2;1;3;1;1;3;2;1;3;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;3;2;1;GANADERIA;0201;Asistencia Tecnica
13417;M;NINGUNA;NO;CASANARE;85225;MORALITO;EL AGUACATE;GANADERIA;1;2;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13418;M;NINGUNA;NO;CASANARE;85440;LA COLMENA;PORVENIR;GANADERIA;1;3;3;2;1;1;1;1;1;3;1;1;1;1;1;4;2;2;1;4;4;4;4;3;3;2;2;2;2;2;3;4;4;1;2;1;GANADERIA;0201;Asistencia Tecnica
13419;M;NINGUNA;NO;CASANARE;85001;LA MANGA;EL PALMAR;GANADERIA;2;3;2;2;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;3;2;2;1;1;2;3;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13420;M;NINGUNA;NO;CASANARE;85440;CARACOLÍ;CAÑOFISTOLES;GANADERIA;1;2;3;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;3;4;3;3;2;2;2;2;1;1;1;2;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13421;M;NINGUNA;NO;CASANARE;85325;LA SELVA;MONTERRALO;GANADERIA;2;1;3;2;2;3;1;1;1;1;1;4;2;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;GANADERIA;0201;Asistencia Tecnica
13423;M;NINGUNA;NO;CASANARE;85430;EL CONVENTO;EL GUAMO;GANADERIA;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;GANADERIA;0201;Asistencia Tecnica
13425;M;NINGUNA;NO;CASANARE;85250;CARRASTOL;EL NARANJAL;GANADERIA;1;3;2;2;2;2;2;1;1;1;1;1;1;1;1;2;3;3;1;2;2;3;2;2;2;3;3;3;2;2;2;2;2;2;2;1;GANADERIA;0201;Asistencia Tecnica
13426;M;NINGUNA;NO;CASANARE;85430;CONVENTO;FUNDO NUEVO;GANADERIA;2;1;2;1;2;1;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13429;M;NINGUNA;NO;CASANARE;85010;CAHCHIZA;LA VERACRUZ;GANADERIA;4;4;3;2;3;3;2;2;2;2;2;4;4;2;1;2;1;1;1;2;2;3;3;1;2;3;2;2;1;1;1;1;1;2;1;1;GANADERIA;0201;Asistencia Tecnica
13430;F;NINGUNA;NO;CASANARE;85250;CARRASTOL;RANCHO ITAIPU;GANADERIA;4;2;2;3;2;1;3;2;1;3;2;4;2;2;1;4;4;4;2;2;3;3;3;3;2;2;2;1;1;1;1;1;1;3;1;2;GANADERIA;0201;Asistencia Tecnica
13432;M;NINGUNA;NO;CASANARE;85001;EL PALMAR;LA PALMITA;GANADERIA;3;1;2;3;2;1;1;3;1;2;1;4;3;4;2;1;4;4;2;3;3;3;3;3;3;3;3;2;2;2;2;3;3;4;2;2;GANADERIA;0201;Asistencia Tecnica
13434;M;NINGUNA;NO;CASANARE;85410;PIÑALITO;LA VIRGEN;GANADERIA;2;1;2;2;2;1;1;2;2;2;1;4;2;2;2;2;1;1;1;2;2;3;2;1;1;1;2;1;1;1;1;1;2;2;1;1;GANADERIA;0201;Asistencia Tecnica
