Id_Usuario;Sexo;Tipo_Poblacional;Discapacidad;Departamento;Municipio;Vereda;Predio;Cadena_Productiva;C1A1;C2A1;C3A1;C4A1;C5A1;C6A1;C7A1;C8A1;C9A1;C10A1;NA1;C1A2;C2A2;C3A2;C4A2;C5A2;C6A2;C7A2;NA2;C1A3;C2A3;C3A3;C4A3;C5A3;NA3;C1A4;C2A4;C3A4;C4A4;NA4;C1A5;C2A5;C3A5;C4A5;NA5;CLAS_GRAL;CADENA_PRODUCTIVA_ADR;ID_ADR;Tipo de proyecto
1;M;NINGUNA;NO;BOLIVAR;13838;CARABALI;PIE DE MONTE;MAIZ;4;4;3;3;3;2;1;1;3;3;2;4;4;3;1;4;1;3;2;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;MAIZ;012504;Asistencia Tecnica
4;M;NINGUNA;NO;BOLIVAR;13647;PATON;PATON;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
9;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
11;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
14;M;NINGUNA;NO;BOLIVAR;13780;PATICO;LAS PALMAS;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
18;M;NINGUNA;NO;BOLIVAR;13780;TALAIGUANUEVO;SAN MARTIN;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
22;M;NINGUNA;NO;BOLIVAR;13580;SANTA TERESA;NO HAY COMO DIOS;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
23;M;NINGUNA;NO;BOLIVAR;13580;SANTA TERESA;TIERRA BAJA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
24;M;NINGUNA;NO;BOLIVAR;13580;POTOSI;CASA BLANCA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
26;M;NINGUNA;NO;BOLIVAR;13657;SAN JOSE DEL PEÑON;CAÑADA D L VACAS;MAIZ;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
29;M;NINGUNA;NO;BOLIVAR;13836;BONANZA;BONANZA 2;MAIZ;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
33;M;NINGUNA;NO;BOLIVAR;13248;Tasajera;Sin nombre;MAIZ;2;3;1;1;1;2;1;1;1;1;1;4;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
34;M;NINGUNA;NO;BOLIVAR;13657;SAN AGUSTIN;LAS DELICIAS;MAIZ;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
38;M;NINGUNA;NO;BOLIVAR;13042;LA BONITA -SANTO DOMINGO;LA BONITA;MAIZ;3;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1;2;2;1;1;2;1;2;1;1;1;1;2;2;2;1;1;1;MAIZ;012504;Asistencia Tecnica
49;M;NINGUNA;NO;BOLIVAR;13836;LA GRANJA;LA LINEA;MAIZ;1;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
69;M;NINGUNA;NO;BOLIVAR;13473;BRASIL - CABECERA MUNICIPAL;EL TARRO;MAIZ;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;1;1;MAIZ;012504;Asistencia Tecnica
72;M;NINGUNA;NO;BOLIVAR;13473;BRASIL - CABECERA MUNICIPAL;LAS DELICIAS;MAIZ;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
73;M;NINGUNA;NO;BOLIVAR;13580;VILLA ELVIRA;MI PRIMAVERA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
77;M;NINGUNA;NO;BOLIVAR;13580;LOS CAIMANES;MARGARITA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
79;M;NINGUNA;NO;BOLIVAR;13580;SANTA TERESA;SANTA ROSA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
83;M;NINGUNA;NO;BOLIVAR;13657; SAN AGUSTIN;PLAYA DEL RIO;MAIZ;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
84;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
85;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
86;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;MAIZ;012504;Asistencia Tecnica
90;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;2;2;2;4;2;1;MAIZ;012504;Asistencia Tecnica
91;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
92;M;NINGUNA;SI;BOLIVAR;13248;Roble;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
93;M;NINGUNA;NO;BOLIVAR;13248;Roble;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
94;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
95;M;NINGUNA;SI;BOLIVAR;13248;Roble;La Recortada;MAIZ;2;3;1;1;1;2;1;1;1;1;1;4;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
96;M;NINGUNA;NO;BOLIVAR;13248;Roble;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
119;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;BELLO HORIZONTE;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
124;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;EL PORVENIR;MAIZ;4;2;1;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
127;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;ELPORVENIR;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
128;M;NINGUNA;NO;BOLIVAR;13836;BONANZA;BONANZA 2;MAIZ;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
131;M;NINGUNA;NO;BOLIVAR;13780;PORVENIR ;VIDA TRANQUILA;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
132;M;NINGUNA;NO;BOLIVAR;13780;PEÑON DE DURAN;NO HAY COMO DIOS;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
133;M;NINGUNA;NO;BOLIVAR;13780;PATICO;VILLA BENIGNA;MAIZ;2;2;1;1;2;1;2;1;1;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
136;M;NINGUNA;NO;BOLIVAR;13780;PATICO;LA ESPERANZA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
137;M;NINGUNA;NO;BOLIVAR;13780;PATICO;TOCAIMA;MAIZ;2;2;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
139;M;NINGUNA;NO;BOLIVAR;13780;PATICO;EL CAMPANO;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
141;M;NINGUNA;NO;BOLIVAR;13188;CABECERA;LA ORIENTACION;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
148;M;NINGUNA;NO;BOLIVAR;13188;CABECERA;LA ANGOSTURA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
150;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;EL PORVENIR;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
153;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;LA ESPERANZA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
156;M;NINGUNA;NO;BOLIVAR;13780;TUPE;VILLA FLOR;MAIZ;4;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
172;M;NINGUNA;SI;BOLIVAR;13647;GUAYABAL;GUAYABAL;MAIZ;4;4;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;MAIZ;012504;Asistencia Tecnica
173;M;NINGUNA;NO;BOLIVAR;13647;JOBO;JOBO;MAIZ;4;4;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3;1;1;1;MAIZ;012504;Asistencia Tecnica
179;M;NINGUNA;NO;BOLIVAR;13647;JOBO;JOBO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
181;M;NINGUNA;SI;BOLIVAR;13647;LAS MARIANAS;LAS MARIANAS;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
182;M;NINGUNA;NO;BOLIVAR;13647;LAS PIEDRAS;TOTUMO;MAIZ;4;4;1;1;1;2;1;1;2;1;1;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
228;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;BELLA NANCY;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
260;M;NINGUNA;NO;BOLIVAR;13838;LOS NISPEROS;LOS NISPEROS;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
261;M;NINGUNA;NO;BOLIVAR;13836;HONDURAS;FINCA LA LOMBANA;MAIZ;1;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
265;M;NINGUNA;NO;BOLIVAR;13838;TORTUGA;TORTUGA;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
267;M;NINGUNA;NO;BOLIVAR;13838;TORTUGA;TORTUGA;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
269;M;NINGUNA;NO;BOLIVAR;13838;TORTUGA;TORTUGA;MAIZ;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
270;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
271;M;NINGUNA;NO;BOLIVAR;13838;VARIANTE KM 24;FINCA VIDAL;MAIZ;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
272;M;NINGUNA;NO;BOLIVAR;13838;SAN PABLO;SAN PABLO;MAIZ;3;3;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
273;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
274;M;NINGUNA;NO;BOLIVAR;13838;LOMA DE LA BURRA;LOMA DEL PREDIO;MAIZ;3;3;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
275;M;NINGUNA;NO;BOLIVAR;13838;CACHENCHE;LOMA DE LA BURRA;MAIZ;3;3;2;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
277;M;NINGUNA;NO;BOLIVAR;13838;TORTUGA;TORTUGA;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
278;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
279;M;NINGUNA;NO;BOLIVAR;13838;MANGA DE LORENZO;GALICIA;MAIZ;4;4;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
280;M;NINGUNA;NO;BOLIVAR;13838;MOROTI;PAN DE AZUCAR;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
281;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
284;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
285;M;NINGUNA;NO;BOLIVAR;13838;EL BAJO;EL BAJO;MAIZ;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
286;M;NINGUNA;NO;BOLIVAR;13838;MOROTI;MOROTI;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
288;M;NINGUNA;NO;BOLIVAR;13838;MOROTI;MOROTI;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
289;M;NINGUNA;NO;BOLIVAR;13838;CACHENCHE;CACHENCHE;MAIZ;3;3;2;1;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
291;M;NINGUNA;NO;BOLIVAR;13838;TORTUGA;LOS RECUERDOS DE ELLA;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
316;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;VILLA JANINIS;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
319;M;NINGUNA;NO;BOLIVAR;13042;SAN LUIS - SANTO DOMINGO;VILLA AMILDE;MAIZ;3;2;2;2;2;2;1;2;2;3;2;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
321;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;NUEVO MUNDO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
322;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;FINCA BODEGA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
323;M;NINGUNA;NO;BOLIVAR;13042;QUEBRADA VIEJA - CARNIZALA;LOTE DE TERRENO;MAIZ;3;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
333;M;NINGUNA;NO;BOLIVAR;13657;SAN JOSE DEL PEÑON;CAÑADA D L VACAS;MAIZ;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
349;M;NINGUNA;NO;BOLIVAR;13838;ANGELITA;VILLA ROSITA;MAIZ;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
351;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;EL NIVIDIVI;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
352;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;FINCA URANGO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
356;M;NINGUNA;NO;BOLIVAR;13030;ALTOS DEL ROSARIO;EL CHORRO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
357;M;NINGUNA;NO;BOLIVAR;13657;SAN AGUSTIN;BAJO PESADO;MAIZ;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
361;M;NINGUNA;NO;BOLIVAR;13647;LAS PIEDRAS;LA CEIBA;MAIZ;4;4;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
367;M;NINGUNA;SI;BOLIVAR;13688;LA MENDOZA - SAN ISIDRO;POR SI SE PUEDE;MAIZ;3;3;2;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
371;M;NINGUNA;NO;BOLIVAR;13688;SAN ISIDRO - SAN ISIDRO;LA MENDOZA;MAIZ;3;3;2;2;2;1;1;2;1;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
374;M;NINGUNA;NO;BOLIVAR;13688;TORCOROMA  - SAN FRANCISCO;EL PARAMO;MAIZ;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
377;M;NINGUNA;NO;BOLIVAR;13688;SANTA HELENA - FATIMA;MERO LINDO;MAIZ;2;2;2;2;2;2;1;1;2;3;1;1;2;2;1;2;1;2;1;2;1;1;1;2;1;3;2;3;1;2;1;1;2;1;1;1;MAIZ;012504;Asistencia Tecnica
381;M;NINGUNA;NO;BOLIVAR;13657;SAN AGUSTIN;PLAYA DEL RIO;MAIZ;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
387;M;NINGUNA;NO;BOLIVAR;13836;LA CAPITANA;LA CAPITANA;MAIZ;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
403;M;NINGUNA;NO;BOLIVAR;13042; CARNIZALA;CAÑO OSCURO;MAIZ;3;3;2;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;MAIZ;012504;Asistencia Tecnica
405;M;NINGUNA;NO;BOLIVAR;13600;CASA DE DIOS;LA DELICIA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
408;M;NINGUNA;NO;BOLIVAR;13042;SERNO -CARNIZALA;LA COCHERA;MAIZ;4;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
414;M;NINGUNA;NO;BOLIVAR;13042; SANTO DOMINGO;LOS NARANJOS;MAIZ;4;2;2;2;2;1;1;2;2;1;1;4;3;3;2;1;1;2;2;2;2;1;2;1;1;1;1;1;1;1;3;3;3;2;2;1;MAIZ;012504;Asistencia Tecnica
423;M;NINGUNA;NO;BOLIVAR;13647;PALOTAL;COMADRON;MAIZ;4;1;1;1;1;2;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
